time,lat,lon,height
1733985000.000000,32.067186,118.810670,24.233268
1733985003.000000,32.067053,118.810873,23.242098
1733985004.000000,32.067010,118.810949,23.149867
1733985005.000000,32.066970,118.811024,23.478272
1733985006.000000,32.066928,118.811101,23.648288
1733985007.000000,32.066883,118.811179,23.927093
1733985008.000000,32.066831,118.811253,24.289267
1733985009.000000,32.066773,118.811326,24.739302
1733985010.000000,32.066712,118.811398,25.084532
1733985011.000000,32.066652,118.811470,25.414460
1733985012.000000,32.066585,118.811541,26.236666
1733985013.000000,32.066521,118.811610,27.391125
1733985014.000000,32.066462,118.811675,29.386074
1733985015.000000,32.066399,118.811746,31.702043
1733985016.000000,32.066335,118.811807,33.989667
1733985017.000000,32.066265,118.811875,35.871916
1733985018.000000,32.066196,118.811945,38.039222
1733985019.000000,32.066126,118.812019,40.461875
1733985020.000000,32.066050,118.812092,42.970389
1733985021.000000,32.065972,118.812168,45.101644
1733985022.000000,32.065896,118.812251,47.203719
1733985023.000000,32.065816,118.812344,49.488623
1733985024.000000,32.065735,118.812445,50.425237
1733985025.000000,32.065650,118.812561,49.713409
1733985026.000000,32.065567,118.812665,48.606918
1733985027.000000,32.065481,118.812765,47.510663
1733985028.000000,32.065388,118.812858,46.557031
1733985029.000000,32.065296,118.812955,45.541666
1733985030.000000,32.065201,118.813051,44.527838
1733985032.000000,32.065008,118.813237,44.064733
1733985033.000000,32.064910,118.813326,42.755182
1733985034.000000,32.064808,118.813408,41.551790
1733985035.000000,32.064708,118.813488,40.506425
1733985036.000000,32.064605,118.813565,39.550854
1733985037.000000,32.064504,118.813640,38.564923
1733985038.000000,32.064406,118.813700,37.494968
1733985039.000000,32.064311,118.813756,36.768182
1733985040.000000,32.064213,118.813820,36.710713
1733985041.000000,32.064099,118.813893,37.020800
1733985042.000000,32.063981,118.813963,37.073677
1733985043.000000,32.063864,118.814020,36.761194
1733985044.000000,32.063745,118.814075,36.502502
1733985045.000000,32.063622,118.814127,36.393907
1733985046.000000,32.063498,118.814180,36.076789
1733985047.000000,32.063374,118.814232,35.832187
1733985048.000000,32.063254,118.814274,35.146052
1733985049.000000,32.063136,118.814308,34.460817
1733985050.000000,32.063017,118.814352,33.994552
1733985051.000000,32.062901,118.814396,33.694517
1733985052.000000,32.062773,118.814422,33.507930
1733985053.000000,32.062646,118.814446,33.340584
1733985054.000000,32.062518,118.814468,32.774386
1733985055.000000,32.062381,118.814486,32.255710
1733985056.000000,32.062239,118.814507,31.679217
1733985057.000000,32.062101,118.814518,31.637404
1733985058.000000,32.061958,118.814525,31.514420
1733985059.000000,32.061821,118.814534,31.288429
1733985060.000000,32.061689,118.814539,31.329286
1733985063.000000,32.061340,118.814506,31.353120
1733985064.000000,32.061217,118.814497,31.417056
1733985065.000000,32.061098,118.814475,30.688016
1733985066.000000,32.060955,118.814461,30.635240
1733985067.000000,32.060795,118.814429,35.330836
1733985068.000000,32.060677,118.814089,38.696301
1733985069.000000,32.060632,118.814103,29.140915
1733985070.000000,32.060512,118.814239,27.376137
1733985071.000000,32.060349,118.814418,44.217452
1733985072.000000,32.060314,118.814586,65.879232
1733985096.000000,32.056734,118.814134,68.508102
1733985097.000000,32.056752,118.814301,36.998917
1733985098.000000,32.056677,118.814297,31.569094
1733985099.000000,32.056574,118.814266,24.015288
1733985100.000000,32.056454,118.814300,22.684297
1733985101.000000,32.056355,118.814271,22.190767
1733985102.000000,32.056257,118.814266,22.095757
1733985103.000000,32.056157,118.814268,21.342866
1733985104.000000,32.056050,118.814274,21.240154
1733985105.000000,32.055940,118.814285,21.124615
1733985106.000000,32.055832,118.814303,21.191422
1733985107.000000,32.055736,118.814307,21.448928
1733985108.000000,32.055639,118.814321,21.493575
1733985109.000000,32.055550,118.814331,21.606906
1733985110.000000,32.055456,118.814338,21.743194
1733985111.000000,32.055371,118.814347,21.704005
1733985112.000000,32.055298,118.814353,21.626140
1733985113.000000,32.055243,118.814358,21.632919
1733985115.000000,32.055158,118.814369,21.725989
1733985116.000000,32.055128,118.814371,21.596964
1733985117.000000,32.055101,118.814374,21.991954
1733985118.000000,32.055085,118.814372,22.131710
1733985119.000000,32.055071,118.814373,22.376808
1733985120.000000,32.055058,118.814378,22.370459
1733985121.000000,32.055057,118.814372,22.830788
1733985122.000000,32.055061,118.814376,23.075099
1733985123.000000,32.055060,118.814383,23.121150
1733985124.000000,32.055059,118.814387,23.227720
1733985125.000000,32.055058,118.814389,23.332977
1733985126.000000,32.055058,118.814389,23.242934
1733985127.000000,32.055058,118.814389,22.873773
1733985128.000000,32.055057,118.814391,22.812735
1733985129.000000,32.055050,118.814372,23.436954
1733985130.000000,32.055051,118.814371,23.975161
1733985131.000000,32.055054,118.814372,24.219942
1733985132.000000,32.055055,118.814370,24.627552
1733985134.000000,32.055056,118.814364,24.952970
1733985135.000000,32.055058,118.814364,25.068304
1733985136.000000,32.055059,118.814367,24.869451
1733985137.000000,32.055062,118.814366,24.585889
1733985138.000000,32.055063,118.814370,24.100043
1733985139.000000,32.055063,118.814373,23.778044
1733985140.000000,32.055064,118.814371,23.496807
1733985141.000000,32.055064,118.814371,23.071659
1733985142.000000,32.055063,118.814372,22.769761
1733985143.000000,32.055064,118.814374,22.462837
1733985144.000000,32.055065,118.814372,22.152193
1733985145.000000,32.055066,118.814374,21.783608
1733985146.000000,32.055066,118.814376,21.320339
1733985147.000000,32.055065,118.814381,20.718051
1733985148.000000,32.055063,118.814384,19.907446
1733985149.000000,32.055063,118.814386,19.203959
1733985150.000000,32.055061,118.814384,18.113621
1733985151.000000,32.055057,118.814385,17.092402
1733985152.000000,32.055055,118.814371,17.148493
1733985153.000000,32.055052,118.814365,17.904707
1733985154.000000,32.055050,118.814362,18.908474
1733985155.000000,32.055047,118.814362,20.265193
1733985156.000000,32.055042,118.814363,21.739471
1733985157.000000,32.055041,118.814363,23.527593
1733985158.000000,32.055040,118.814363,25.323554
1733985159.000000,32.055041,118.814361,26.989692
1733985160.000000,32.055037,118.814358,28.508592
1733985161.000000,32.055033,118.814355,29.295169
1733985162.000000,32.055019,118.814356,29.482670
1733985163.000000,32.055006,118.814370,28.868582
1733985164.000000,32.054977,118.814374,28.903942
1733985165.000000,32.054944,118.814378,28.983091
1733985166.000000,32.054904,118.814385,29.042619
1733985167.000000,32.054861,118.814395,28.753103
1733985168.000000,32.054810,118.814405,28.314435
1733985169.000000,32.054752,118.814416,27.591825
1733985170.000000,32.054690,118.814420,26.977914
1733985171.000000,32.054617,118.814418,26.421442
1733985172.000000,32.054528,118.814410,25.690194
1733985173.000000,32.054443,118.814401,24.670202
1733985174.000000,32.054363,118.814392,23.040967
1733985175.000000,32.054285,118.814374,22.411026
1733985176.000000,32.054200,118.814358,24.267580
1733985177.000000,32.054121,118.814400,24.263006
1733985178.000000,32.054012,118.814453,25.596017
1733985179.000000,32.053929,118.814425,29.320520
1733985180.000000,32.053802,118.814474,30.630324
1733985182.000000,32.053677,118.814382,34.968246
1733985183.000000,32.053680,118.814256,40.295407
1733985184.000000,32.053641,118.814238,40.799252
1733985185.000000,32.053585,118.814235,40.242405
1733985186.000000,32.053511,118.814219,39.067437
1733985187.000000,32.053427,118.814217,37.209000
1733985188.000000,32.053348,118.814202,35.270350
1733985189.000000,32.053258,118.814191,33.338031
1733985190.000000,32.053159,118.814204,31.979549
1733985191.000000,32.053085,118.814178,31.111771
1733985192.000000,32.053013,118.814150,30.683523
1733985193.000000,32.052945,118.814139,30.676972
1733985194.000000,32.052876,118.814142,30.855705
1733985195.000000,32.052817,118.814141,30.344432
1733985196.000000,32.052767,118.814143,29.594255
1733985197.000000,32.052712,118.814147,29.059468
1733985198.000000,32.052658,118.814146,28.620705
1733985199.000000,32.052605,118.814143,28.160430
1733985201.000000,32.052489,118.814132,27.642509
1733985202.000000,32.052432,118.814129,27.496193
1733985203.000000,32.052377,118.814122,27.629359
1733985204.000000,32.052319,118.814115,28.164445
1733985205.000000,32.052268,118.814110,28.813943
1733985206.000000,32.052210,118.814129,29.530832
1733985207.000000,32.052156,118.814126,32.317519
1733985208.000000,32.052077,118.814164,35.763577
1733985209.000000,32.052001,118.814180,39.104082
1733985210.000000,32.051930,118.814178,42.133127
1733985211.000000,32.051853,118.814154,44.627607
1733985212.000000,32.051787,118.814147,46.673936
1733985213.000000,32.051727,118.814134,48.090018
1733985214.000000,32.051667,118.814110,49.607503
1733985215.000000,32.051610,118.814085,50.248133
1733985216.000000,32.051548,118.814062,49.952329
1733985217.000000,32.051479,118.814019,49.458542
1733985218.000000,32.051407,118.814028,49.155521
1733985219.000000,32.051327,118.814021,48.787470
1733985220.000000,32.051241,118.813985,49.704547
1733985221.000000,32.051173,118.813957,46.555891
1733985222.000000,32.051114,118.813940,44.185134
1733985223.000000,32.051057,118.813922,42.763173
1733985224.000000,32.051003,118.813886,41.145462
1733985225.000000,32.050945,118.813850,38.006266
1733985226.000000,32.050891,118.813834,35.053782
1733985227.000000,32.050849,118.813832,33.333941
1733985228.000000,32.050805,118.813826,31.673301
1733985229.000000,32.050754,118.813802,29.359163
1733985230.000000,32.050706,118.813789,27.220522
1733985231.000000,32.050665,118.813788,25.656461
1733985232.000000,32.050626,118.813780,24.242338
1733985233.000000,32.050590,118.813771,23.071007
1733985234.000000,32.050557,118.813763,22.125098
1733985235.000000,32.050521,118.813759,21.570804
1733985236.000000,32.050482,118.813759,21.475286
1733985237.000000,32.050446,118.813757,21.730669
1733985239.000000,32.050393,118.813740,21.316599
1733985240.000000,32.050367,118.813731,21.312038
1733985242.000000,32.050307,118.813719,21.125505
1733985243.000000,32.050281,118.813700,20.493894
1733985244.000000,32.050260,118.813696,19.841426
1733985245.000000,32.050239,118.813692,19.540741
1733985246.000000,32.050216,118.813687,19.415772
1733985247.000000,32.050198,118.813687,19.466663
1733985248.000000,32.050173,118.813684,19.925325
1733985249.000000,32.050147,118.813686,20.593688
1733985250.000000,32.050121,118.813688,21.256725
1733985251.000000,32.050093,118.813698,22.441373
1733985252.000000,32.050053,118.813708,23.878697
1733985253.000000,32.050004,118.813715,26.079605
1733985254.000000,32.049940,118.813703,28.524323
1733985256.000000,32.049835,118.813664,31.481616
1733985257.000000,32.049789,118.813643,32.188308
1733985258.000000,32.049741,118.813623,32.321454
1733985259.000000,32.049684,118.813605,32.264315
1733985260.000000,32.049626,118.813589,32.034943
1733985261.000000,32.049572,118.813575,31.554876
1733985262.000000,32.049516,118.813559,30.868891
1733985263.000000,32.049463,118.813545,30.152556
1733985264.000000,32.049409,118.813532,29.505178
1733985265.000000,32.049344,118.813527,27.473109
1733985266.000000,32.049296,118.813521,26.327035
1733985267.000000,32.049260,118.813523,25.532862
1733985268.000000,32.049225,118.813519,24.865301
1733985269.000000,32.049197,118.813514,24.188376
1733985270.000000,32.049172,118.813511,23.335150
1733985271.000000,32.049157,118.813510,22.634064
1733985273.000000,32.049127,118.813505,21.512961
1733985274.000000,32.049111,118.813502,20.691703
1733985275.000000,32.049088,118.813499,19.980193
1733985276.000000,32.049064,118.813498,19.420778
1733985277.000000,32.049045,118.813498,19.058950
1733985278.000000,32.049029,118.813492,18.703554
1733985279.000000,32.049017,118.813491,18.507106
