time,E,N,U
1733986320.000000,-0.089029,2.886954,1.840545
1733986322.000000,0.248631,2.830012,1.737776
1733986323.000000,0.281999,2.805904,1.868160
1733986324.000000,0.316352,2.831155,1.917761
1733986325.000000,0.336658,2.851524,2.049195
1733986326.000000,0.416671,2.798832,2.231188
1733986327.000000,0.418095,2.763873,2.325646
1733986328.000000,0.419876,2.751015,2.377107
1733986329.000000,0.423690,2.726688,2.450371
1733986330.000000,0.425465,2.684481,2.467153
1733986331.000000,0.367254,2.685212,2.583577
1733986332.000000,0.336138,2.635902,2.713895
1733986333.000000,0.344326,2.616050,2.730672
1733986334.000000,0.368192,2.576404,2.620153
1733986335.000000,0.328527,2.561552,2.480791
1733986336.000000,0.336128,2.469866,2.390997
1733986337.000000,0.349326,2.440357,2.380178
1733986338.000000,0.303819,2.447736,1.948699
1733986339.000000,0.243331,2.549827,1.393085
1733986340.000000,0.206784,2.495222,1.050551
1733986341.000000,0.294336,2.334383,1.353961
1733986342.000000,0.242645,2.451271,1.425945
1733986343.000000,0.150873,2.414837,1.268117
1733986344.000000,0.077770,2.319198,0.891729
1733986345.000000,0.050316,2.285853,0.891614
1733986346.000000,0.079787,2.156916,1.030268
1733986347.000000,0.073004,2.156254,1.035220
1733986348.000000,0.159814,2.119743,1.325447
1733986349.000000,0.164876,2.130899,1.167533
1733986350.000000,0.134007,2.082827,1.502804
1733986351.000000,0.184382,2.046226,1.421509
1733986352.000000,0.041642,2.183681,1.270725
1733986353.000000,0.203160,2.257634,0.480874
1733986354.000000,0.320723,2.292746,0.328395
1733986355.000000,0.193950,2.228749,0.215870
1733986356.000000,0.230946,2.352940,0.207754
1733986357.000000,0.313135,2.324284,0.391930
1733986358.000000,0.275251,2.244057,0.457279
1733986359.000000,0.206161,2.274169,0.642863
1733986360.000000,0.216143,2.279634,0.919796
1733986361.000000,0.290739,2.343905,0.774032
1733986362.000000,0.330392,2.345910,0.740963
1733986363.000000,0.317244,2.294331,0.944230
1733986364.000000,0.283247,2.312650,0.765754
1733986365.000000,0.388859,2.332839,0.299635
1733986366.000000,0.321699,2.238831,0.575595
1733986367.000000,0.298467,2.226402,0.766085
1733986368.000000,0.327233,2.232405,0.600674
1733986369.000000,0.299421,2.256625,0.541020
1733986370.000000,0.269270,2.216114,0.983991
1733986371.000000,0.304084,2.260206,0.924338
1733986372.000000,0.323687,2.183262,1.005966
1733986373.000000,0.352764,2.203078,1.039453
1733986374.000000,0.326446,2.195294,1.251477
1733986375.000000,0.405304,2.197463,1.185373
1733986376.000000,0.423652,2.134072,1.146410
1733986377.000000,0.292777,2.151027,1.558456
1733986378.000000,0.154387,2.215979,1.357106
1733986379.000000,0.101210,2.119203,1.140774
1733986380.000000,0.078107,2.142883,0.834918
1733986382.000000,-0.063016,2.033994,0.760054
1733986383.000000,0.008568,1.934282,0.507303
1733986384.000000,0.135325,1.795637,0.586919
1733986385.000000,0.193552,1.759193,0.584908
1733986386.000000,0.105718,1.851319,0.728735
1733986387.000000,0.107288,1.870207,0.704107
1733986388.000000,0.113767,1.944273,0.788818
1733986389.000000,0.217639,1.969183,0.402339
1733986390.000000,0.298553,2.041667,0.261696
1733986391.000000,0.369415,2.288131,0.371422
1733986392.000000,0.425369,2.259271,0.485715
1733986393.000000,0.498165,2.203290,0.174156
1733986394.000000,0.534966,2.067841,-0.045086
1733986395.000000,0.646792,1.967939,-0.056495
1733986396.000000,0.685333,1.920305,-0.066330
1733986397.000000,0.755857,1.719337,-0.181788
1733986398.000000,0.779564,1.622897,-0.354158
1733986399.000000,0.793618,1.527634,-0.284039
1733986400.000000,0.779158,1.486990,-0.279649
1733986401.000000,0.751683,1.419420,-0.128587
1733986402.000000,0.814501,1.433043,-0.223514
1733986403.000000,0.835044,1.436302,-0.011747
1733986404.000000,0.913037,1.398113,-0.004721
1733986405.000000,0.875260,1.317856,-0.016347
1733986406.000000,0.784737,1.345126,0.064552
1733986407.000000,0.763352,1.355976,0.023638
1733986408.000000,0.726987,1.414935,0.017359
1733986409.000000,0.618070,1.504596,0.178304
1733986410.000000,0.510023,1.468099,0.205853
1733986411.000000,0.461237,1.443039,0.418842
1733986412.000000,0.408958,1.339392,0.435536
1733986413.000000,0.326741,1.348743,0.414140
1733986414.000000,0.229823,1.362521,0.623524
1733986415.000000,0.188755,1.332058,0.620306
1733986416.000000,0.230735,1.275237,0.609092
1733986417.000000,0.231981,1.292446,0.342941
1733986418.000000,0.249342,1.307950,0.453159
1733986419.000000,0.292307,1.336666,0.225266
1733986420.000000,0.338763,1.291511,0.018948
1733986421.000000,0.356166,1.277080,0.104348
1733986422.000000,0.365317,1.285569,0.054040
1733986423.000000,0.378620,1.274197,-0.047195
1733986424.000000,0.437776,1.180391,-0.047645
1733986425.000000,0.438900,1.167298,0.026482
1733986426.000000,0.425725,1.121604,-0.130642
1733986427.000000,0.449233,1.121160,-0.264476
1733986428.000000,0.457347,1.089872,-0.534885
1733986429.000000,0.406587,1.048045,-0.719481
1733986430.000000,0.388526,1.033269,-0.836109
1733986431.000000,0.335715,0.999985,-0.891396
1733986432.000000,0.295030,1.002697,-1.019393
1733986433.000000,0.265164,1.029952,-0.965460
1733986434.000000,0.213656,1.063033,-0.745010
1733986435.000000,0.161092,1.044662,-0.692954
1733986436.000000,0.114791,1.039034,-0.542643
1733986437.000000,0.036387,1.048302,-0.386568
1733986438.000000,0.020040,1.003378,-0.340613
1733986439.000000,-0.009211,0.960685,-0.321414
1733986440.000000,-0.020485,0.967492,-0.166774
1733986442.000000,-0.032369,0.937089,0.197087
1733986443.000000,-0.038301,0.915530,0.165031
1733986444.000000,-0.071858,0.984087,0.305756
1733986445.000000,-0.125165,1.035193,0.159794
1733986446.000000,-0.195334,1.053258,0.273120
1733986447.000000,-0.294660,1.054120,0.556929
1733986448.000000,-0.278433,1.078915,0.513238
1733986449.000000,-0.128786,1.095738,0.348725
1733986450.000000,-0.155076,1.172850,0.340714
1733986451.000000,-0.168240,1.227567,0.553090
1733986452.000000,-0.186226,1.309126,0.646389
1733986453.000000,-0.191864,1.342057,0.703432
1733986454.000000,-0.181729,1.328026,0.695851
1733986455.000000,-0.214538,1.366012,0.752523
1733986456.000000,-0.205866,1.362652,0.809901
1733986457.000000,-0.263427,1.406533,0.860405
1733986458.000000,-0.363504,1.412859,1.139572
1733986459.000000,-0.331502,1.407611,1.023798
1733986460.000000,-0.367442,1.274199,1.358517
1733986461.000000,-0.340465,1.305838,1.345376
1733986462.000000,-0.392306,1.238141,1.498560
1733986463.000000,-0.365946,1.243119,1.344427
