time,E,N,U
1733985185.000000,0.077305,4.179883,23.006912
1733985186.000000,1.043202,4.270541,19.477137
1733985187.000000,2.281991,3.905613,17.004889
1733985188.000000,1.489860,5.140234,14.596609
1733985189.000000,0.980890,4.980458,14.696245
1733985190.000000,3.563465,1.742527,19.610320
1733985191.000000,-0.729158,3.128964,21.770218
1733985192.000000,-3.900036,2.883797,25.080530
1733985193.000000,-4.224521,2.094596,28.309628
1733985194.000000,-2.815457,0.689043,28.550708
1733985195.000000,-2.157851,2.562714,21.686969
1733985196.000000,-0.959259,3.820543,17.417823
1733985197.000000,1.269245,2.531960,18.790794
1733985198.000000,2.264720,3.132823,19.820504
1733985199.000000,2.756508,4.055455,17.552003
1733985200.000000,1.506802,5.299635,15.336776
1733985201.000000,2.505846,5.443205,17.368683
1733985202.000000,3.826588,4.914755,19.112528
1733985203.000000,4.059634,4.896623,21.664191
1733985204.000000,3.114303,5.274643,24.398827
1733985205.000000,2.110448,6.363326,22.781875
1733985206.000000,4.113520,6.219338,23.447394
1733985207.000000,1.537395,6.517844,38.688150
1733985208.000000,8.895407,2.639724,37.301473
1733985209.000000,11.379849,1.233811,38.400433
1733985210.000000,12.022372,-0.136900,40.204682
1733985211.000000,9.843706,-2.107373,38.258353
1733985212.000000,10.322426,-2.698279,37.695960
1733985213.000000,9.497189,-2.136805,35.611636
1733985214.000000,5.069955,-4.330155,50.321737
1733985215.000000,3.072274,-2.301447,44.645810
1733985216.000000,1.579025,-0.889801,41.518803
1733985217.000000,-2.798990,-1.410347,44.302444
1733985218.000000,6.459723,0.085273,39.268811
1733985219.000000,7.319601,0.028603,39.378366
1733985220.000000,8.059575,-1.165592,38.593410
1733985221.000000,6.583623,0.606220,33.277289
1733985222.000000,6.883848,1.404042,33.019206
1733985223.000000,7.013151,1.517878,33.779703
1733985224.000000,4.853646,3.405911,28.067705
1733985225.000000,0.576842,4.619476,14.938065
1733985226.000000,1.255633,4.459642,16.572142
1733985227.000000,5.692927,3.373501,26.938001
1733985228.000000,5.864008,4.016653,25.177667
1733985229.000000,1.080928,5.652359,13.752113
1733985230.000000,0.951300,5.626442,12.616186
1733985231.000000,4.342022,4.396080,21.400372
1733985232.000000,4.066164,4.400895,20.729083
1733985233.000000,4.114719,4.232083,21.474784
1733985234.000000,3.727717,5.010891,19.843092
1733985235.000000,4.217819,4.541914,20.752641
1733985236.000000,5.268736,3.901951,23.575546
1733985237.000000,6.307400,3.602186,24.519825
1733985238.000000,6.280583,3.987956,27.270437
1733985239.000000,5.004229,4.593792,23.931811
1733985240.000000,4.599963,5.147268,23.101352
1733985242.000000,4.756536,4.314120,25.756320
1733985243.000000,0.821540,5.122702,16.484456
1733985244.000000,1.098930,5.667308,18.337721
1733985245.000000,1.115493,5.893281,17.690907
1733985246.000000,0.840801,5.808551,16.579342
1733985247.000000,1.488721,6.906156,17.589887
1733985248.000000,1.681459,7.373111,19.898810
1733985249.000000,2.066929,7.401028,21.394343
1733985250.000000,2.710734,7.977464,20.336785
1733985251.000000,4.160505,8.348363,21.874005
1733985252.000000,5.548525,8.067595,22.420398
1733985253.000000,6.742673,6.928666,25.318072
1733985254.000000,6.100055,4.567920,24.814671
