epoch,split,week,tow,time_gps_s,x_m,y_m,z_m,vx_mps,vy_mps,vz_mps,ref_sys_id,cb_m,cd_mps,inter_gnss_m,ibb_m,used_obs,rejected_obs,pdop,r_inflation,gt_lat_deg,gt_lon_deg,gt_h_m,pred_lat_deg,pred_lon_deg,pred_h_m,enu_e_m,enu_n_m,enu_u_m,enu_3d_m,init_ok
42,train,2206,379385.505088662,1334568185.50509,-2399703.6754612974,5383206.537327361,2429710.2786436155,0.0,0.0,0.0,0,-26596.222296133285,-574.1421738470939,2:0.747888;3:0.000000;6:23.707277,,13,0,2.227284210692454,1.0,22.5395180541662,114.026170651541,5.3260213509904,22.539583952936873,114.02616031715965,10.763220586813986,-1.0630680610235739,7.2974857326981315,5.4371949508479736,9.1622322964891,1
43,train,2206,379386.00508962,1334568186.00509,-2399703.645513081,5383206.407755561,2429710.295220868,0.0,0.0,0.0,0,-26883.27164609841,-574.1413831021429,2:0.646538;3:0.000000;6:23.752467,,13,0,2.2274295703802593,1.0,22.5395180988706,114.026170504638,5.34953088073293,22.539584543064926,114.026160564101,10.64900706987828,-1.0225544037746703,7.357884619956042,5.299471841620024,9.125156732319077,1
44,train,2206,379386.505090578,1334568186.50509,-2399703.634614862,5383206.271266766,2429710.299985633,0.0,0.0,0.0,0,-27170.315682777124,-574.1402759915671,2:0.555101;3:0.000000;6:23.787215,,13,0,2.227574955922312,1.0,22.5395181537499,114.026170354918,5.37596895967835,22.53958502969063,114.02616100756563,10.531594259664416,-0.9615351899319173,7.405695130981079,5.155620904805907,9.074651354657432,1
45,train,2206,379387.005091536,1334568187.00509,-2399703.6260411055,5383206.14467824,2429710.3071119254,0.0,0.0,0.0,0,-27457.385923633366,-574.1407348964174,2:0.467940;3:0.000000;6:23.812831,,13,0,2.227720360160055,1.0,22.5395182006498,114.026170201966,5.40324698076014,22.539585501435905,114.0261614324834,10.42431258969009,-0.9020913728029419,7.452741447419559,5.021061166605163,9.031510347985064,1
46,train,2206,379387.505092494,1334568187.50509,-2399703.600372296,5383206.033738341,2429710.3643967523,0.0,0.0,0.0,0,-27744.465494129614,-574.1417031921313,2:0.382982;3:0.000000;6:23.840138,,13,0,2.22786578183093,1.0,22.5395181971686,114.02617004609,5.4262156860957,22.539586366149624,114.02616164367568,10.34303018823266,-0.864332104199647,7.548883348756644,4.916809953032196,9.05028894089697,1
47,train,2206,379388.005093452,1334568188.00509,-2399703.542470672,5383205.96822982,2429710.4015905024,0.0,0.0,0.0,0,-28031.59103566985,-574.1451584202188,2:0.298488;3:0.000000;6:23.862496,,13,0,2.228011217800737,1.0,22.539518200801,114.026169896609,5.44491643724175,22.539586965084027,114.02616138885207,10.28025076072663,-0.8751683814140778,7.614805711498423,4.835329694993392,9.062648563139852,1
48,train,2206,379388.505094409,1334568188.50509,-2399703.478192103,5383205.915456145,2429710.3951988765,0.0,0.0,0.0,0,-28318.70531516174,-574.1478225729692,2:0.219115;3:0.000000;6:23.877571,,14,0,1.808928706936494,1.0,22.5395182055654,114.026169798333,5.45443613003808,22.539587169216937,114.02616102700217,10.209109066985548,-0.9022814537183453,7.636883259201333,4.754668276625996,9.041181789851771,1
49,train,2206,379389.005095364,1334568189.0051,-2399703.448878377,5383205.8732569935,2429710.3718265854,0.0,0.0,0.0,0,-28605.868661670214,-574.1525794459401,2:0.147964;3:0.000000;6:23.890540,,14,0,1.808965929135952,1.0,22.5395182038515,114.026169699939,5.46497112539133,22.539587149010554,114.02616093375146,10.153527546674013,-0.9017523725715448,7.634835375203644,4.688551766139492,9.004797955072014,1
50,train,2206,379389.505096321,1334568189.5051,-2399703.381527526,5383205.862610697,2429710.3496141387,0.0,0.0,0.0,0,-28893.044737594417,-574.1581339667074,2:0.072941;3:0.000000;6:23.893923,,14,0,1.809003148805474,1.0,22.5395182037019,114.026169596544,5.47242371442265,22.539587092328357,114.02616037788017,10.11070439312607,-0.9482972921508842,7.628575031190458,4.638276021966599,8.978197436944317,1
51,train,2206,379390.005097278,1334568190.0051,-2399703.386456374,5383205.697886654,2429710.3996989597,0.0,0.0,0.0,0,-29180.198208923786,-574.1622339138207,2:0.005250;3:0.000000;6:23.893063,,14,0,1.8090403670944193,1.0,22.5395182013917,114.026169495486,5.47598215044248,22.53958802391146,114.02616107363045,9.992796518839896,-0.8663319087676096,7.731992173231102,4.516809599635228,8.996432787633823,1
