time,E,N,U
1733987339.000000,0.201850,2.142368,3.132183
1733987340.000000,0.164018,2.097829,3.230541
1733987343.000000,-0.000933,2.055235,3.608353
1733987344.000000,-0.058754,2.041106,3.732374
1733987345.000000,-0.123372,2.010012,3.818436
1733987346.000000,-0.170413,1.944316,3.917021
1733987347.000000,-0.217756,1.879235,4.075128
1733987348.000000,-0.246572,1.838343,4.217215
1733987349.000000,-0.259961,1.833515,4.293851
1733987350.000000,-0.157709,1.876776,4.265152
1733987351.000000,0.255973,1.974389,4.261346
1733987352.000000,0.691220,2.061075,4.280186
1733987353.000000,0.815246,2.084429,4.346731
1733987354.000000,0.817472,2.093762,4.380246
1733987355.000000,0.777913,2.106455,4.406923
1733987356.000000,0.643277,2.080311,4.506523
1733987357.000000,0.155031,2.319875,4.317759
1733987358.000000,0.071580,2.394222,4.295007
1733987359.000000,0.445811,2.246199,4.492498
1733987360.000000,1.004317,1.865055,4.686857
1733987361.000000,1.356176,1.514402,5.077049
1733987362.000000,1.795187,1.231631,5.545174
1733987363.000000,2.424416,1.280214,6.078105
1733987364.000000,3.347128,1.047264,6.568831
1733987365.000000,4.559355,0.955652,6.879105
1733987366.000000,6.280275,0.899216,7.766665
1733987367.000000,8.181734,4.029248,8.491186
1733987368.000000,9.601450,4.283784,6.187199
1733987369.000000,8.735408,-0.190195,3.090322
1733987370.000000,7.542516,-0.962994,-0.787792
1733987371.000000,7.630810,-1.455679,-6.427426
1733987372.000000,7.756398,-0.230902,-12.790707
1733987373.000000,10.249248,4.019059,-16.673550
1733987374.000000,8.960503,3.863680,-21.711825
1733987375.000000,8.223508,3.994824,-25.760280
1733987376.000000,7.401999,4.223762,-29.491759
1733987377.000000,6.793078,3.613988,-33.919148
1733987378.000000,6.397720,4.071575,-39.268525
1733987379.000000,9.952072,7.964671,-42.227837
1733987380.000000,11.621764,9.987331,-43.512151
1733987381.000000,11.767835,11.535032,-43.750792
1733987382.000000,11.743129,11.748588,-44.105913
1733987383.000000,11.574230,12.164803,-45.506558
1733987384.000000,11.355867,12.587970,-46.371046
1733987385.000000,11.009705,11.464805,-45.935273
1733987386.000000,9.954557,9.105479,-47.113518
1733987387.000000,7.061543,7.355280,-46.841869
1733987388.000000,3.439149,4.225501,-44.656133
1733987389.000000,-0.503766,1.529489,-44.349560
1733987390.000000,-3.226409,-2.930294,-45.692816
1733987391.000000,-5.497561,-6.283566,-45.678043
1733987392.000000,-7.031335,-8.016330,-43.746248
1733987393.000000,-8.634403,-9.443509,-41.982797
1733987394.000000,-9.462083,-9.534033,-40.753730
1733987395.000000,-9.110032,-10.826286,-38.645794
1733987396.000000,-8.239144,-12.710797,-37.481219
1733987397.000000,-8.197443,-12.958956,-37.831350
1733987398.000000,-8.225008,-11.322074,-36.781054
1733987399.000000,-9.024265,-9.048047,-36.217428
1733987400.000000,-10.703567,-6.421335,-33.922483
1733987402.000000,-14.097404,-3.688720,-34.634323
1733987403.000000,-14.811978,-2.923904,-34.460016
1733987404.000000,-14.912815,-2.277754,-34.049769
1733987405.000000,-14.593091,-2.516876,-35.343477
1733987406.000000,-14.228778,-2.077385,-34.893634
1733987407.000000,-13.530558,-0.470081,-33.182051
1733987408.000000,-14.402581,-1.091675,-33.678604
1733987409.000000,-15.984061,-1.914676,-35.500002
1733987410.000000,-16.860167,-2.709588,-35.489869
1733987411.000000,-17.019155,-4.306262,-33.458018
1733987412.000000,-17.068708,-4.455350,-31.537380
1733987413.000000,-17.041681,-4.341503,-30.550587
1733987414.000000,-16.918154,-3.300860,-29.828376
1733987415.000000,-17.159433,-2.989503,-29.250310
1733987416.000000,-17.243789,-2.775591,-29.267026
1733987417.000000,-17.464690,-2.322072,-30.759933
1733987418.000000,-17.754170,-1.886340,-31.761678
1733987419.000000,-17.734239,-1.722988,-32.271852
1733987420.000000,-17.801519,-2.175152,-32.474833
1733987421.000000,-17.505085,-2.597633,-32.172631
1733987422.000000,-17.083508,-3.637399,-31.753879
1733987423.000000,-16.620041,-4.091449,-31.341944
1733987424.000000,-16.096851,-4.232706,-31.463341
1733987425.000000,-15.235450,-4.285068,-30.347237
1733987426.000000,-13.975185,-4.207584,-27.384794
1733987427.000000,-12.174691,-4.891028,-25.270959
1733987428.000000,-12.679943,-4.564576,-26.492590
