time,lat,lon,height
1733987000.000000,32.041964,118.859072,34.016000
1733987001.000000,32.041907,118.859168,32.911000
1733987002.000000,32.041860,118.859263,31.927000
1733987003.000000,32.041829,118.859353,31.002000
1733987004.000000,32.041805,118.859437,30.115000
1733987005.000000,32.041787,118.859514,29.276000
1733987006.000000,32.041778,118.859587,28.553000
1733987007.000000,32.041787,118.859657,27.855000
1733987008.000000,32.041805,118.859721,27.269000
1733987009.000000,32.041821,118.859780,26.735000
1733987010.000000,32.041831,118.859831,26.327000
1733987011.000000,32.041829,118.859874,26.066000
1733987012.000000,32.041811,118.859903,26.054000
1733987013.000000,32.041778,118.859920,26.089000
1733987014.000000,32.041733,118.859917,26.157000
1733987015.000000,32.041691,118.859890,26.292000
1733987016.000000,32.041659,118.859842,26.533000
1733987017.000000,32.041640,118.859772,26.876000
1733987018.000000,32.041635,118.859679,27.277000
1733987019.000000,32.041639,118.859564,27.718000
1733987020.000000,32.041645,118.859431,28.217000
1733987021.000000,32.041652,118.859285,28.753000
1733987022.000000,32.041660,118.859136,29.293000
1733987023.000000,32.041667,118.858988,29.827000
1733987024.000000,32.041675,118.858843,30.345000
1733987025.000000,32.041684,118.858702,30.877000
1733987026.000000,32.041690,118.858563,31.387000
1733987027.000000,32.041696,118.858426,31.890000
1733987028.000000,32.041702,118.858294,32.381000
1733987029.000000,32.041707,118.858169,32.817000
1733987030.000000,32.041713,118.858047,33.189000
1733987031.000000,32.041721,118.857929,33.477000
1733987032.000000,32.041730,118.857815,33.624000
1733987033.000000,32.041741,118.857703,33.693000
1733987034.000000,32.041753,118.857590,33.616000
1733987035.000000,32.041765,118.857476,33.561000
1733987036.000000,32.041777,118.857363,33.524000
1733987037.000000,32.041790,118.857250,33.553000
1733987038.000000,32.041803,118.857136,33.518000
1733987039.000000,32.041820,118.857020,33.406000
1733987040.000000,32.041839,118.856900,33.319000
1733987043.000000,32.041904,118.856523,33.009000
1733987044.000000,32.041927,118.856393,32.906000
1733987045.000000,32.041950,118.856261,32.780000
1733987046.000000,32.041973,118.856123,32.629000
1733987047.000000,32.041995,118.855976,32.435000
1733987048.000000,32.042020,118.855826,32.211000
1733987049.000000,32.042046,118.855674,31.971000
1733987050.000000,32.042075,118.855521,31.696000
1733987051.000000,32.042104,118.855369,31.411000
1733987052.000000,32.042134,118.855217,31.099000
1733987053.000000,32.042163,118.855067,30.763000
1733987054.000000,32.042193,118.854919,30.431000
1733987055.000000,32.042224,118.854773,30.097000
1733987056.000000,32.042254,118.854629,29.816000
1733987057.000000,32.042283,118.854484,29.567000
1733987058.000000,32.042313,118.854338,29.317000
1733987059.000000,32.042343,118.854193,29.096000
1733987060.000000,32.042374,118.854049,28.875000
1733987061.000000,32.042405,118.853904,28.661000
1733987062.000000,32.042435,118.853760,28.483000
1733987063.000000,32.042465,118.853615,28.295000
1733987064.000000,32.042495,118.853469,28.109000
1733987065.000000,32.042525,118.853324,27.954000
1733987066.000000,32.042556,118.853180,27.844000
1733987067.000000,32.042586,118.853035,27.752000
1733987068.000000,32.042616,118.852889,27.635000
1733987069.000000,32.042646,118.852745,27.568000
1733987070.000000,32.042676,118.852600,27.512000
1733987071.000000,32.042706,118.852455,27.450000
1733987072.000000,32.042736,118.852310,27.458000
1733987073.000000,32.042766,118.852165,27.452000
1733987074.000000,32.042797,118.852020,27.455000
1733987075.000000,32.042827,118.851874,27.444000
1733987076.000000,32.042857,118.851730,27.535000
1733987077.000000,32.042886,118.851584,27.626000
1733987078.000000,32.042914,118.851439,27.735000
1733987079.000000,32.042941,118.851293,27.901000
1733987080.000000,32.042965,118.851146,28.065000
1733987081.000000,32.042986,118.850999,28.231000
1733987082.000000,32.043005,118.850851,28.395000
1733987083.000000,32.043021,118.850703,28.509000
1733987084.000000,32.043035,118.850554,28.622000
1733987085.000000,32.043045,118.850405,28.793000
1733987086.000000,32.043053,118.850256,28.945000
1733987087.000000,32.043057,118.850107,29.085000
1733987088.000000,32.043059,118.849957,29.237000
1733987089.000000,32.043058,118.849808,29.375000
1733987090.000000,32.043053,118.849658,29.507000
1733987091.000000,32.043045,118.849509,29.644000
1733987092.000000,32.043035,118.849361,29.792000
1733987093.000000,32.043022,118.849212,29.947000
1733987094.000000,32.043006,118.849064,30.073000
1733987095.000000,32.042987,118.848918,30.182000
1733987096.000000,32.042966,118.848774,30.225000
1733987097.000000,32.042943,118.848632,30.238000
1733987098.000000,32.042919,118.848492,30.244000
1733987099.000000,32.042894,118.848355,30.233000
1733987100.000000,32.042866,118.848210,30.221000
1733987101.000000,32.042836,118.848059,30.165000
1733987102.000000,32.042801,118.847902,30.127000
1733987103.000000,32.042760,118.847733,30.099000
1733987104.000000,32.042715,118.847550,30.030000
1733987105.000000,32.042669,118.847356,29.927000
1733987106.000000,32.042624,118.847155,29.766000
1733987107.000000,32.042579,118.846947,29.551000
1733987108.000000,32.042534,118.846734,29.279000
1733987109.000000,32.042488,118.846514,28.973000
1733987110.000000,32.042442,118.846290,28.640000
1733987111.000000,32.042394,118.846064,28.174000
1733987112.000000,32.042347,118.845834,27.794000
1733987113.000000,32.042300,118.845601,27.377000
1733987114.000000,32.042254,118.845366,26.932000
1733987115.000000,32.042210,118.845129,26.500000
1733987116.000000,32.042170,118.844892,26.103000
1733987117.000000,32.042136,118.844653,25.715000
1733987118.000000,32.042108,118.844415,25.391000
1733987119.000000,32.042086,118.844175,25.145000
1733987120.000000,32.042069,118.843915,24.976000
1733987121.000000,32.042061,118.843627,24.845000
1733987122.000000,32.042061,118.843316,24.867000
1733987123.000000,32.042073,118.842994,24.787000
1733987124.000000,32.042098,118.842677,24.905000
1733987125.000000,32.042136,118.842371,25.105000
1733987126.000000,32.042180,118.842078,25.422000
1733987127.000000,32.042228,118.841797,25.809000
