time,E,N,U
1733985144.000000,-0.438940,-0.295691,-1.854598
1733985145.000000,-0.321764,-0.174382,-2.471534
1733985146.000000,-0.033008,-0.143914,-3.136948
1733985147.000000,0.152618,-0.167822,-3.743998
1733985148.000000,0.198799,-0.186359,-4.287583
1733985149.000000,-0.096862,0.247454,-3.424841
1733985150.000000,-0.007044,-0.140604,-2.533723
1733985151.000000,-0.089146,-0.456133,-1.518795
1733985152.000000,-0.119087,-0.417705,-0.649967
1733985153.000000,-0.066929,-0.582037,0.246453
1733985154.000000,-0.002058,-0.859180,1.360226
1733985155.000000,0.561216,-0.815891,1.874877
1733985156.000000,1.235876,-0.829369,2.415124
1733985157.000000,1.970765,-0.600875,2.670339
1733985158.000000,2.105184,-0.403117,2.737536
1733985159.000000,2.144667,-0.287988,2.699515
1733985160.000000,2.013393,-0.562336,2.190682
1733985161.000000,1.567130,0.077832,0.372241
1733985162.000000,0.813333,0.355701,-0.840347
1733985163.000000,0.308043,0.399028,-1.463771
1733985164.000000,0.201454,0.383183,-1.483449
1733985165.000000,0.223618,0.298049,-1.491971
1733985166.000000,0.235070,0.498543,-1.012433
1733985167.000000,-0.111708,0.280508,-0.486931
1733985168.000000,0.013839,0.179604,-0.242889
1733985169.000000,0.149976,0.182204,0.501813
1733985170.000000,-0.403516,0.033446,1.817552
1733985171.000000,-0.296853,-0.337504,2.106491
1733985172.000000,-0.469853,-0.311042,1.920414
1733985173.000000,-0.592373,-0.360370,1.423465
1733985174.000000,-0.636672,-0.319012,0.844040
1733985175.000000,-0.369262,-0.578106,1.264073
1733985176.000000,-0.364460,-0.123071,2.447885
1733985177.000000,0.373312,0.459674,2.468402
1733985178.000000,0.866788,0.401018,4.736988
1733985179.000000,1.381143,0.139009,6.370497
1733985180.000000,2.354655,-0.225306,8.441183
1733985182.000000,1.293984,-0.450031,8.931070
1733985183.000000,0.646885,-0.648379,6.947566
1733985184.000000,0.671535,-0.603646,5.506674
1733985185.000000,0.216749,-0.567608,5.033032
1733985186.000000,0.770110,-0.054469,5.788497
1733985187.000000,1.317576,-0.455165,6.379305
1733985188.000000,0.796206,-0.457637,4.850367
1733985189.000000,0.694835,-0.345986,4.362422
1733985190.000000,1.443463,-0.396332,5.370121
1733985191.000000,0.633820,-0.281246,5.611419
1733985192.000000,-0.644876,0.270659,5.193793
1733985193.000000,-0.346941,0.336341,5.209609
1733985194.000000,-0.700412,-0.029799,4.700189
1733985195.000000,-0.185943,-0.466959,5.368448
1733985196.000000,-0.107866,-0.502543,6.019620
1733985197.000000,0.394114,-0.231395,5.004568
1733985198.000000,0.167969,-0.348260,3.941449
1733985199.000000,0.168693,-0.335333,3.254109
1733985200.000000,0.559094,-0.147585,3.218942
1733985201.000000,0.430343,-0.036005,2.908795
1733985202.000000,0.367630,0.343739,2.550802
1733985203.000000,-0.160838,0.093612,2.370272
1733985204.000000,0.030565,-0.476773,3.350949
1733985205.000000,-0.170189,-0.241138,3.225157
1733985206.000000,-0.358445,0.124412,2.262413
1733985207.000000,-0.744979,-0.561151,3.558272
1733985208.000000,-0.115651,0.122356,4.505215
1733985209.000000,-0.171970,-0.161692,6.519931
1733985210.000000,0.637427,-0.154895,7.773607
1733985211.000000,1.290504,-0.065815,8.346397
1733985212.000000,4.716839,1.439847,12.342556
1733985213.000000,4.217655,0.810539,13.761840
1733985214.000000,4.138360,1.304513,13.327134
1733985215.000000,3.938403,0.477312,14.453795
1733985216.000000,2.966729,0.585280,11.404914
1733985217.000000,2.450469,0.683690,8.868285
1733985218.000000,2.426428,0.089030,8.379001
1733985219.000000,1.464124,0.272203,6.900423
1733985220.000000,0.648376,0.085598,5.881181
1733985221.000000,0.726047,0.821153,1.828315
1733985222.000000,0.771596,0.330887,1.142040
1733985223.000000,0.259736,0.524047,0.673770
1733985224.000000,-0.190015,0.308997,0.495320
1733985225.000000,-0.193711,0.119544,0.455580
1733985226.000000,-0.161825,0.130832,0.816961
1733985227.000000,-0.124495,0.134099,0.976556
1733985228.000000,0.096658,0.290058,0.481231
1733985229.000000,0.038501,0.360438,0.478049
1733985230.000000,-0.183779,0.412691,0.439356
1733985231.000000,-0.037934,0.211584,0.285986
1733985232.000000,0.147323,0.218789,0.874526
1733985233.000000,-0.013348,0.092872,0.612873
1733985234.000000,0.012393,0.161749,0.704817
1733985235.000000,-0.070464,0.354530,0.615994
1733985236.000000,-0.017224,0.376594,0.974682
1733985237.000000,-0.055674,0.194320,1.119854
1733985238.000000,0.022686,0.214023,1.173480
1733985239.000000,-0.048915,0.193159,0.875591
1733985240.000000,-0.087769,0.122806,0.750465
1733985242.000000,-0.186220,-0.203579,0.602926
1733985243.000000,-0.022261,-0.285629,0.847420
1733985244.000000,-0.031348,-0.160805,0.956335
1733985245.000000,0.025548,-0.243609,1.187869
1733985246.000000,0.065948,-0.390980,1.228980
1733985247.000000,0.001748,-0.444583,0.683380
1733985248.000000,-0.153740,-0.264196,0.347799
1733985249.000000,-0.220434,-0.160411,-0.074684
1733985250.000000,-0.568806,0.529796,-0.105649
1733985251.000000,-0.308215,1.067999,0.470838
1733985252.000000,-0.275192,1.235453,1.799202
1733985253.000000,-0.268580,1.373907,3.229289
1733985254.000000,0.590028,1.148078,5.704134
1733985255.000000,1.181537,0.389541,7.402450
1733985256.000000,1.400840,0.278986,7.128890
1733985257.000000,0.803567,1.092268,5.444023
1733985258.000000,0.455814,1.334283,4.128098
1733985259.000000,0.077518,1.017531,4.504761
1733985260.000000,-0.055228,0.979229,4.221815
1733985261.000000,-0.195745,1.249174,3.812006
1733985262.000000,-0.400048,1.150227,3.055021
1733985263.000000,-0.414797,1.345232,2.894188
1733985264.000000,-0.429826,1.258446,3.384133
1733985265.000000,0.457069,-0.065031,2.904062
1733985266.000000,0.560738,-0.141129,2.504428
1733985267.000000,0.611149,-0.008013,2.224438
1733985268.000000,0.675669,0.022079,1.938518
1733985269.000000,0.614847,0.129578,1.850520
1733985270.000000,0.622029,0.147388,1.638359
1733985271.000000,0.653251,0.066891,1.533424
1733985272.000000,0.536423,0.151269,1.280722
1733985273.000000,0.338686,0.162461,1.130744
1733985274.000000,0.242026,0.152874,0.783257
1733985275.000000,0.113577,0.016869,0.389946
1733985276.000000,-0.228214,-0.204311,0.016939
1733985277.000000,-0.437676,-0.204711,-0.005036
1733985278.000000,-0.561506,-0.216925,-0.015968
1733985279.000000,-0.629317,-0.454948,0.084018
1733985280.000000,-0.818335,-0.526039,0.002333
1733985281.000000,-0.684742,-0.304747,0.225983
1733985282.000000,-0.700829,-0.173951,0.301397
1733985283.000000,-1.271359,0.106657,0.445172
1733985284.000000,-1.915510,0.361408,1.034786
1733985285.000000,-2.070694,0.631002,1.487778
1733985286.000000,-0.673404,0.023068,3.340724
1733985287.000000,0.228516,-0.453210,4.819297
1733985288.000000,-2.500108,-1.442338,1.945513
1733985289.000000,-0.229101,-0.590030,2.460493
1733985290.000000,2.923721,0.362796,7.737403
1733985291.000000,0.532202,-0.373069,7.178317
1733985292.000000,0.883812,0.205758,9.282159
1733985293.000000,1.286814,-0.032675,11.461708
1733985294.000000,1.278067,0.144450,10.380160
1733985295.000000,1.320908,0.335220,9.002614
1733985296.000000,1.198112,0.205067,7.173510
1733985297.000000,0.633044,0.057403,5.269705
1733985298.000000,-0.352805,-0.247995,4.479308
1733985299.000000,0.310370,0.337920,0.910939
1733985300.000000,0.230404,0.239454,0.003514
1733985301.000000,0.067679,0.198388,0.950062
1733985302.000000,-0.318265,-0.149089,1.091547
1733985303.000000,0.023907,-0.621882,0.925028
1733985304.000000,0.480249,-1.429449,1.190426
1733985305.000000,0.515888,-1.997788,1.786262
1733985306.000000,0.548815,-2.139904,2.419175
1733985307.000000,0.729260,-2.073493,2.781419
1733985308.000000,0.766592,-1.925396,2.762482
1733985309.000000,0.561597,-1.705266,2.285343
1733985310.000000,0.427509,-1.597178,2.110763
1733985311.000000,0.422823,-1.670333,1.988979
1733985312.000000,0.552986,-1.429574,1.375872
1733985313.000000,0.491533,-1.319364,1.410459
1733985314.000000,0.448070,-1.280840,1.668170
1733985315.000000,0.490689,-1.260700,1.659962
1733985316.000000,0.709804,-1.170588,1.860362
1733985317.000000,0.765079,-1.005664,1.761131
1733985318.000000,0.673447,-0.663701,2.013065
1733985319.000000,0.467540,-0.444204,2.440205
1733985320.000000,0.420780,-0.407964,2.733480
1733985321.000000,0.170361,-0.326403,3.071383
1733985322.000000,0.096824,-0.335046,2.748509
1733985323.000000,0.239105,-0.024047,2.807999
1733985324.000000,0.405877,-0.386672,1.711770
1733985325.000000,0.492371,-0.614954,2.221058
1733985326.000000,0.304948,-0.734193,2.725634
1733985327.000000,-0.079198,-1.083390,4.263818
1733985328.000000,-0.481693,-1.050371,7.313456
1733985329.000000,-1.079326,-1.557306,9.781356
1733985330.000000,-3.693485,-3.867896,12.120413
1733985331.000000,-5.574234,-6.893531,13.855769
1733985332.000000,-4.952005,-7.238007,11.617096
1733985333.000000,-3.838124,-8.157341,15.298732
1733985334.000000,0.180749,-1.167711,12.133889
1733985335.000000,2.148681,0.761949,9.434946
1733985336.000000,1.570370,-1.765856,6.881568
1733985337.000000,1.582554,-3.277045,2.890802
1733985338.000000,1.196750,-2.117409,1.882274
1733985339.000000,1.715931,0.835488,2.065911
1733985340.000000,2.533133,2.227889,3.556611
1733985341.000000,2.915840,2.291891,3.805959
1733985342.000000,2.010900,-0.303427,5.240875
1733985343.000000,0.255992,-2.106661,6.575842
1733985344.000000,1.546446,1.035155,6.659711
1733985345.000000,2.154775,1.325637,6.523384
1733985346.000000,2.008644,1.650907,5.551921
1733985347.000000,0.982593,-1.754825,4.703971
1733985348.000000,0.806651,-1.272770,3.852921
1733985349.000000,0.992814,-0.155488,3.784242
1733985350.000000,-0.048907,0.991334,4.691367
1733985351.000000,-0.289062,1.138275,7.189870
1733985352.000000,-0.280573,0.804234,7.760165
1733985353.000000,-0.730722,0.173133,8.832777
1733985354.000000,-1.393035,-1.265147,9.190048
1733985355.000000,0.571290,-3.625196,9.836426
1733985356.000000,1.660663,-2.332637,10.687321
1733985357.000000,2.274180,0.940442,12.269529
1733985358.000000,2.457178,0.697609,12.553317
1733985359.000000,2.589710,-0.142063,11.210635
1733985360.000000,2.492482,-0.022309,8.718105
1733985361.000000,2.141679,-1.311242,7.287912
1733985362.000000,1.239306,-2.086052,5.689125
1733985363.000000,0.678546,-2.201256,4.318309
1733985364.000000,0.594438,-1.123139,4.695791
1733985365.000000,0.338214,-0.840105,2.894748
1733985366.000000,-0.357140,2.410341,2.604178
1733985367.000000,0.185008,-1.032598,-0.017011
1733985368.000000,0.519396,0.347240,-2.000021
1733985369.000000,-1.640820,1.268728,-0.414060
1733985370.000000,-1.279885,0.798867,0.127879
1733985371.000000,-0.415285,-0.509290,0.279582
1733985372.000000,-0.087080,-0.599469,-1.568689
1733985373.000000,1.061332,0.258346,-4.653586
1733985374.000000,0.652284,0.332254,-7.511054
1733985375.000000,0.728722,1.205568,-8.618876
1733985376.000000,-0.624759,0.325430,-5.548253
1733985377.000000,-0.156569,0.429038,-2.235223
1733985378.000000,-0.666933,-0.267934,-0.626602
1733985379.000000,-0.954159,-0.700003,-0.488967
1733985380.000000,-1.064313,-0.121677,-0.504335
1733985381.000000,-1.084217,-0.016478,-0.033727
1733985382.000000,-1.432521,0.687958,0.030285
1733985383.000000,-1.478443,0.545582,1.340489
1733985384.000000,-0.686864,0.260254,2.971281
1733985385.000000,-0.060507,0.049581,7.160583
1733985386.000000,1.805588,0.014154,9.261403
1733985387.000000,1.352275,-0.240231,9.086672
1733985388.000000,0.193748,-0.536156,9.581028
1733985389.000000,0.994960,-0.604258,9.114086
1733985390.000000,0.848497,-0.201765,7.943185
1733985391.000000,0.137732,-0.014882,6.633437
1733985392.000000,-0.852271,0.381903,6.061138
1733985393.000000,-1.147367,0.944879,4.160681
1733985394.000000,-1.029692,1.072805,2.672621
1733985395.000000,-1.637666,0.871378,3.166307
1733985396.000000,-0.891835,0.550032,3.216456
1733985397.000000,-0.228908,0.218625,2.891961
1733985398.000000,-0.766842,0.553075,2.426789
1733985399.000000,-1.500022,0.777340,2.847507
1733985400.000000,-4.509495,2.446996,3.939982
1733985401.000000,-4.723466,1.899928,5.677341
1733985402.000000,-5.204429,1.222410,8.053275
1733985403.000000,-4.781074,0.836342,8.841251
1733985404.000000,-4.443513,0.451738,9.535486
1733985405.000000,-4.245473,0.245270,7.982637
1733985406.000000,-3.078900,0.342564,5.946846
1733985407.000000,-2.924383,0.475203,4.905259
1733985408.000000,-1.294838,0.395899,3.021101
1733985409.000000,-0.289798,0.261717,2.335051
1733985410.000000,-0.082061,-0.112583,1.310764
1733985411.000000,0.479216,-0.844510,2.293804
1733985412.000000,0.865118,-0.200367,0.933172
1733985413.000000,0.526711,-1.611540,2.987996
