time,E,N,U
1733986100.000000,-0.066807,-0.023306,-0.030722
1733986101.000000,-0.429339,0.219524,0.023125
1733986102.000000,-0.763458,0.390319,0.067607
1733986103.000000,-0.821913,0.679905,-0.065560
1733986104.000000,-1.319059,1.273288,-0.849627
1733986105.000000,-1.142452,0.879385,-0.394612
1733986106.000000,-0.667118,0.376869,-0.045221
1733986107.000000,-0.244109,0.351395,-0.357549
1733986108.000000,-0.087859,-0.002668,-0.103429
1733986109.000000,-0.272836,0.339403,-0.094670
1733986110.000000,0.011717,0.192224,-0.188203
1733986111.000000,0.109543,0.129967,-0.123991
1733986112.000000,0.055624,0.132891,-0.216876
1733986113.000000,-0.270178,0.153358,0.090385
1733986114.000000,-0.763349,0.002897,0.813189
1733986115.000000,-0.550038,0.019539,1.213133
1733986116.000000,0.158881,-0.493726,1.240106
1733986117.000000,-0.099114,-0.075750,1.186503
1733986118.000000,-0.180517,-0.079183,1.413478
1733986119.000000,-0.066710,0.056818,1.215842
1733986120.000000,0.222319,0.130509,1.062246
1733986121.000000,0.439942,-0.200815,2.210895
1733986122.000000,0.269538,-0.191736,2.691692
1733986123.000000,-0.917332,0.852137,1.416025
1733986124.000000,-0.922378,0.378901,0.234600
1733986125.000000,-0.995527,0.426773,-0.234546
1733986126.000000,-0.556919,-0.169713,-0.465808
1733986127.000000,-0.312300,0.225015,-1.186829
1733986128.000000,-0.415091,-0.148643,-1.258136
1733986129.000000,-0.513898,-0.472155,-1.168752
1733986130.000000,-0.761558,0.158259,-0.336436
1733986131.000000,0.037996,-0.327359,0.848891
1733986132.000000,0.434467,-0.050771,1.345153
1733986133.000000,-0.103623,0.127104,1.290111
1733986134.000000,0.005818,-0.207955,0.935205
1733986135.000000,-0.281593,0.030924,0.284672
1733986136.000000,-0.561837,0.045791,-0.528083
1733986137.000000,-0.679536,0.051616,-0.817741
1733986138.000000,-0.356763,0.316515,-1.014835
1733986139.000000,-0.864078,0.526328,-0.874651
1733986140.000000,-0.548016,0.109195,-0.739452
1733986143.000000,-0.291009,0.409485,-0.353226
1733986144.000000,-0.229833,0.363035,-0.154186
1733986145.000000,-0.089539,0.195137,-0.085978
1733986146.000000,-0.180084,0.200438,-0.048321
1733986147.000000,-0.162868,0.300535,-0.079526
1733986148.000000,-0.244410,0.306242,-0.136089
1733986149.000000,-0.101224,0.302632,-0.159159
1733986150.000000,-0.255369,0.336433,-0.255477
1733986151.000000,-0.257940,0.298160,-0.264357
1733986152.000000,-0.287698,0.334985,-0.200537
1733986153.000000,-0.304493,0.173767,-0.048896
1733986154.000000,-0.185637,0.126717,0.099450
1733986155.000000,-0.136291,0.147782,0.016696
1733986156.000000,-0.035945,0.102520,-0.151780
1733986157.000000,-0.237889,0.346577,-0.310027
1733986158.000000,-0.306595,0.278229,-0.594983
1733986159.000000,-0.330569,0.263659,-1.307567
1733986160.000000,-0.296690,0.157949,-1.674083
1733986161.000000,-0.375808,0.339461,-1.638127
1733986162.000000,-0.301099,0.117220,-1.475023
1733986163.000000,-0.380903,0.103394,-1.012611
1733986164.000000,-0.417053,-0.209743,-0.601676
1733986165.000000,-0.320106,0.061643,-0.586384
1733986166.000000,-0.245476,0.132819,-0.695144
1733986167.000000,-0.292274,0.154385,-1.078678
1733986168.000000,-0.171391,-0.094014,-1.522109
1733986169.000000,-0.299070,-0.141368,-1.779123
1733986170.000000,-0.431420,-0.251290,-1.687879
1733986171.000000,-0.324292,-0.107556,-1.567525
1733986172.000000,-0.343823,-0.294664,-1.738384
1733986173.000000,-0.494279,-0.182425,-1.804358
1733986174.000000,-0.443317,-0.080059,-1.779837
1733986175.000000,-0.479087,0.042825,-1.866003
1733986176.000000,-0.324892,0.007404,-1.476244
1733986177.000000,-0.425901,-0.095277,-1.316484
1733986178.000000,-0.461864,-0.181416,-0.944667
1733986179.000000,-0.351284,-0.249172,-1.016693
1733986180.000000,-0.342443,-0.368379,-1.393497
1733986181.000000,-0.376372,-0.288973,-1.654881
1733986182.000000,-0.473210,-0.549924,-2.036397
1733986183.000000,-0.559458,-0.441566,-1.932402
1733986184.000000,-0.346902,-0.391336,-2.080702
1733986185.000000,-0.543763,-0.388527,-1.551455
1733986186.000000,-0.304611,-0.334223,-1.410555
1733986187.000000,-0.423575,-0.322835,-1.582522
1733986188.000000,-0.625156,-0.461952,-1.131825
1733986189.000000,-0.692832,-0.328994,-0.378570
1733986190.000000,-0.475984,-0.052130,0.540782
1733986191.000000,-0.230680,-0.037196,0.364157
1733986192.000000,-0.569510,-0.316525,0.359687
1733986193.000000,-0.476645,-0.316238,0.555679
1733986194.000000,-0.344679,-0.531576,0.774528
1733986195.000000,-0.277068,-0.383524,0.539949
1733986196.000000,-0.116998,-0.305117,0.426452
1733986197.000000,-0.269259,-0.313082,0.080768
1733986198.000000,-0.167596,-0.272799,-0.172092
1733986199.000000,-0.101073,-0.208745,-0.466741
1733986200.000000,0.002224,0.075254,-0.679623
1733986202.000000,0.309350,-0.166100,-0.799121
1733986203.000000,0.378792,-0.382961,-0.635149
1733986204.000000,0.347466,-0.495666,-0.845753
1733986205.000000,0.147529,-0.456642,-1.023335
1733986206.000000,-0.095060,-0.329636,-0.890485
1733986207.000000,-0.328228,-0.236775,-0.887183
1733986208.000000,-0.453604,-0.289908,-0.858539
1733986209.000000,-0.598137,-0.314073,-0.897634
1733986210.000000,-0.654664,-0.271678,-1.094872
1733986211.000000,-0.698924,-0.299187,-1.199429
1733986212.000000,-0.748394,-0.301121,-1.619510
1733986213.000000,-0.617693,-0.253241,-1.916059
1733986214.000000,-0.581017,-0.297974,-2.294677
1733986215.000000,-0.384547,-0.226358,-2.564351
1733986216.000000,-0.350410,-0.305588,-2.856594
1733986217.000000,-0.206003,-0.326457,-3.372286
1733986218.000000,-0.163284,-0.270611,-3.790087
1733986219.000000,0.026815,-0.362610,-3.914830
1733986220.000000,0.182675,-0.443155,-3.984536
1733986221.000000,0.100060,-0.554387,-4.067811
1733986222.000000,0.216759,-0.539901,-3.783506
1733986223.000000,0.030908,-0.390550,-3.598428
1733986224.000000,0.058556,-0.307683,-3.172071
1733986225.000000,0.052894,-0.332129,-3.099225
1733986226.000000,-0.029680,-0.450026,-3.002807
1733986227.000000,-0.050546,-0.484989,-2.891102
1733986228.000000,-0.077478,-0.403532,-2.640001
1733986229.000000,0.036605,-0.418371,-2.724372
1733986230.000000,0.260944,-0.435516,-2.998018
1733986231.000000,0.200573,-0.271698,-3.248439
1733986232.000000,0.300132,-0.180270,-3.363422
1733986233.000000,0.438048,-0.203163,-3.388300
1733986234.000000,0.373248,0.032798,-3.499827
1733986235.000000,0.695859,0.080924,-3.626795
1733986236.000000,0.472937,0.163755,-3.350840
1733986237.000000,0.547672,-0.015453,-2.961476
1733986238.000000,0.542203,0.000585,-2.728969
1733986239.000000,0.642409,0.064570,-2.434696
1733986240.000000,0.384194,0.347828,-2.350721
1733986241.000000,0.403760,0.472089,-2.246728
1733986242.000000,0.443771,0.448866,-2.162098
1733986243.000000,0.719747,0.508093,-2.306906
1733986244.000000,0.590734,0.457189,-2.301173
1733986245.000000,0.591207,0.516066,-2.525949
1733986246.000000,0.587095,0.650750,-2.527044
1733986247.000000,0.609901,0.625274,-2.521474
1733986248.000000,0.355712,0.600349,-2.599782
1733986249.000000,0.117380,0.712814,-2.909474
1733986250.000000,0.122333,0.855595,-3.056870
1733986251.000000,0.181188,1.010959,-3.084329
1733986252.000000,0.016089,1.066080,-2.921617
1733986253.000000,0.051894,1.085600,-2.782615
1733986254.000000,0.099048,1.161055,-2.637452
1733986255.000000,0.269015,1.216175,-2.476913
1733986256.000000,0.441653,1.345912,-2.462600
1733986257.000000,0.601777,1.285764,-2.420776
1733986258.000000,0.618580,1.191952,-2.563809
1733986259.000000,0.680352,1.017098,-2.565606
1733986260.000000,0.654432,1.038939,-2.362372
1733986261.000000,0.627410,1.071431,-2.109619
1733986262.000000,0.581828,0.919387,-1.937845
1733986263.000000,0.472913,0.846176,-1.773331
1733986264.000000,0.447199,0.582818,-1.458279
1733986265.000000,0.579231,0.272953,-0.920104
1733986266.000000,0.491263,0.094383,-0.147118
1733986267.000000,0.505607,0.048744,0.700762
1733986268.000000,0.805169,-0.322365,1.212030
1733986269.000000,0.759130,-0.315291,1.329586
1733986270.000000,0.707940,-0.289165,1.352955
1733986271.000000,0.930895,-0.236005,0.984370
1733986272.000000,0.946905,-0.102568,0.791033
1733986273.000000,1.056639,-0.119336,0.696386
1733986274.000000,1.122698,-0.216739,0.790344
1733986275.000000,0.935139,-0.476016,0.908316
1733986276.000000,0.868905,-0.512196,0.810255
1733986277.000000,0.577363,-0.455219,0.474364
1733986278.000000,0.474611,-0.403725,0.293026
1733986279.000000,0.423757,-0.601237,0.589523
1733986280.000000,0.409310,-0.783493,0.981655
1733986281.000000,0.277868,-0.704679,1.229951
1733986282.000000,0.062451,-0.609291,1.538976
1733986283.000000,-0.033794,-0.531577,1.894096
1733986284.000000,-0.187434,-0.400079,1.806905
1733986285.000000,-0.477235,-0.463388,1.790261
1733986286.000000,-0.613352,-0.274367,1.697649
1733986287.000000,-0.652647,-0.354644,1.669602
1733986288.000000,-0.648756,-0.526554,1.336077
1733986289.000000,-0.616151,-0.687934,1.185645
1733986290.000000,-0.542852,-0.654498,1.088543
1733986291.000000,-0.546741,-0.637035,1.085475
1733986292.000000,-0.255601,-0.815123,0.534708
1733986293.000000,-0.396451,-0.733313,0.287867
1733986294.000000,-0.380819,-0.562760,0.062521
1733986295.000000,-0.247189,-0.389427,-0.097691
1733986296.000000,-0.293139,-0.192072,-0.316349
