epoch,week,tow,time_gps_s,gt_ecef_x_m,gt_ecef_y_m,gt_ecef_z_m,gt_lat_deg,gt_lon_deg,gt_h_m,gt_vel_x_mps,gt_vel_y_mps,gt_vel_z_mps,speed_mps,is_static
1711,2206,381048.000273246,1334569848.00027,-2399835.26732312,5383345.64685037,2429251.08003081,22.535128699422,114.026778102417,1.59927389005906,-1.18247474550694,-0.547732935233012,0.112997881373668,1.30806208311976,1
1712,2206,381049.000273483,1334569849.00027,-2399836.39331908,5383344.91383723,2429251.54406447,22.5351333002268,114.026791001096,1.58219175154644,-1.16672683514357,-0.59515387847855,0.235785181986391,1.3308096403906,1
1713,2206,381050.000273631,1334569850.00027,-2399837.52730277,5383344.37385783,2429251.78303303,22.5351354023596,114.026803206662,1.64470399021679,-1.10672715873446,-0.519492123208714,0.120498129574692,1.22851001997841,1
1714,2206,381051.000273972,1334569851.00027,-2399838.94132424,5383343.9838787,2429251.53796318,22.5351325984363,114.026817304896,1.75356658170721,-1.18364638386169,-0.442824654564075,-0.134183486275594,1.27087278856214,1
1715,2206,381052.000275243,1334569852.00028,-2399840.40137666,5383343.39484252,2429251.668985,22.5351334957904,114.026832599699,1.85595009162025,-1.36830810583304,-0.572183830479359,-0.0541080758627744,1.48411222359497,1
1716,2206,381053.000278762,1334569853.00028,-2399841.51232862,5383342.80384577,2429252.13702214,22.5351377022663,114.026844802702,1.95455301200851,-1.1788463678971,-0.55328087752126,0.0795161458393971,1.30465371113718,1
1717,2206,381054.000284749,1334569854.00028,-2399842.68534207,5383342.25084482,2429252.30501105,22.5351391985275,114.026857406342,1.99355637698843,-1.20132905874015,-0.545145399453167,0.0389221472724115,1.31980678414181,1
1718,2206,381055.000290313,1334569855.00029,-2399843.9673846,5383341.48883041,2429252.46100271,22.5351411017766,114.026871805303,1.89263835307346,-1.32458375916748,-0.584224838311275,0.00967371813630781,1.44773422200785,1
1719,2206,381056.000293386,1334569856.00029,-2399845.01234558,5383340.82683183,2429252.90203792,22.5351454004597,114.026883703421,1.8961778033722,-1.17804846843699,-0.573379766901846,0.129416394329518,1.31655275405143,1
1720,2206,381057.000294724,1334569857.00029,-2399846.39537533,5383340.01381339,2429253.24705246,22.5351488992344,114.026899200896,1.86265460075729,-1.2734086737069,-0.633260560379833,0.178316976263411,1.43331278220361,1
1721,2206,381058.000295422,1334569858.0003,-2399847.53634713,5383339.28782447,2429253.77605655,22.5351539986303,114.026912204744,1.88203294924593,-1.17508116068275,-0.594369994808598,0.191806456668452,1.33074458170605,1
1722,2206,381059.000296053,1334569859.0003,-2399848.813378,5383338.46482062,2429254.38703466,22.5351598966946,114.026926800611,1.90215361347375,-1.27648597642457,-0.606324031704204,0.117914132652849,1.41807934267089,1
1723,2206,381060.000296892,1334569860.0003,-2399849.72236374,5383337.39480971,2429255.51407655,22.5351713985891,114.026939106385,1.77326442574145,-1.22499835772742,-0.64117676502192,0.258056901045104,1.4065283447609,1
1724,2206,381061.000298158,1334569861.0003,-2399850.77835801,5383336.53083743,2429255.97702591,22.5351765029444,114.026951901893,1.61896552405163,-1.20029158738191,-0.545500830740218,0.0875267544718694,1.32133719535417,1
1725,2206,381062.00030006,1334569862.0003,-2399851.42029618,5383335.74686546,2429256.78302818,22.5351847992363,114.026960704476,1.50791460971652,-0.987068228774041,-0.448729079691927,0.0945227230501183,1.08839148305612,1
1726,2206,381063.000300803,1334569863.0003,-2399852.4503485,5383334.89984189,2429257.54702969,22.5351923975988,114.026973202572,1.47353677029617,-1.15870581691821,-0.525737999291622,0.0990753634580662,1.27625057951156,1
1727,2206,381064.000302007,1334569864.0003,-2399853.80937799,5383334.20980588,2429258.11507604,22.5351974017079,114.026988000193,1.62021706368286,-1.2513837198781,-0.642873704486291,0.251971071402266,1.42924358844792,1
1728,2206,381065.000307373,1334569865.00031,-2399854.7893357,5383333.47681239,2429258.61410441,22.5352025001105,114.026999602178,1.56164665583387,-1.09222391232201,-0.610383480567139,0.339677369276534,1.29649596343215,1
1729,2206,381066.000309464,1334569866.00031,-2399855.93432866,5383332.86081676,2429258.934101,22.5352055028434,114.027012206377,1.5952294762291,-1.06208341769577,-0.592208375034532,0.326371097582211,1.25906713043522,1
1730,2206,381067.000309638,1334569867.00031,-2399857.09235072,5383332.17480648,2429259.25310432,22.5352087002481,114.027025203381,1.57426654971561,-1.13259673301747,-0.625197076007904,0.337010726966058,1.33687058969104,1
1731,2206,381068.000309184,1334569868.00031,-2399858.13634853,5383331.33281205,2429259.71009918,22.5352137023647,114.027037805395,1.4317169836778,-1.12732846583082,-0.607926384891078,0.320973797465274,1.3204045357308,1
1732,2206,381069.000318169,1334569869.00032,-2399859.35436646,5383330.65378577,2429260.27014014,22.5352188036023,114.027051307443,1.53158756582817,-1.15193691152931,-0.673374242202698,0.440220587101968,1.40505718158164,1
1733,2206,381070.000315393,1334569870.00032,-2399860.67037311,5383329.94279271,2429260.45011899,22.5352206977681,114.027065806029,1.49568305159456,-1.18311521043899,-0.657226181809494,0.377196951656878,1.40498590582512,1
1734,2206,381071.000317069,1334569871.00032,-2399861.92232251,5383329.29078289,2429260.83519362,22.535224206423,114.027079502412,1.56405059552054,-1.01700437562382,-0.684773966462862,0.610616091826017,1.36969532991106,1
1735,2206,381072.0003186,1334569872.00032,-2399862.73930472,5383328.62281654,2429261.34313725,22.5352294032879,114.027089400011,1.50246510856253,-0.956400603888313,-0.575921392812454,0.431007909396491,1.19672694620757,1
1736,2206,381073.000320004,1334569873.00032,-2399863.67730848,5383327.94780068,2429262.02516756,22.5352359039243,114.027100400028,1.54716541742333,-0.963943396458221,-0.623217128212645,0.523727074884615,1.2616958862738,1
1737,2206,381074.000321294,1334569874.00032,-2399864.59932319,5383326.95778276,2429262.70419974,22.5352433978128,114.027112504888,1.31896403263402,-1.0060319749218,-0.675996614529185,0.62167069890894,1.36218435437422,1
1738,2206,381075.000322484,1334569875.00032,-2399865.71130438,5383326.44479643,2429263.29718402,22.5352483983864,114.027124408272,1.53165737264798,-0.943879446397007,-0.631441903570766,0.571377698127533,1.27125912418881,1
1739,2206,381076.000323585,1334569876.00032,-2399866.70733238,5383325.59677674,2429264.64319602,22.5352609022843,114.027136608235,1.70670429738981,-1.0274700760308,-0.689568220022952,0.605721700503057,1.3777147257922,1
1740,2206,381077.000324606,1334569877.00032,-2399868.02732724,5383325.32479231,2429265.13515153,22.5352640052509,114.027149404601,2.16222071224622,-1.00851997824727,-0.639639541250447,0.466721783854168,1.28221703029517,1
1741,2206,381078.000325556,1334569878.00033,-2399869.5023865,5383324.86878847,2429265.46309255,22.5352661033757,114.027164306101,2.45795405964156,-1.18710902211568,-0.64971206000077,0.2850796260748,1.38297649455869,1
1742,2206,381079.000326442,1334569879.00033,-2399870.54134134,5383324.26980355,2429266.57409605,22.5352757994054,114.027175901498,2.76916740688074,-1.04580772854667,-0.601609405358327,0.294611821600049,1.24195161223377,1
1743,2206,381080.000327271,1334569880.00033,-2399871.77136456,5383323.81877784,2429267.27012199,22.5352812972241,114.027188607694,3.11801724985738,-1.1137925670249,-0.678659997214976,0.372880592996834,1.35652246970459,1
1744,2206,381081.000328052,1334569881.00033,-2399872.66228664,5383323.34281867,2429267.75610863,22.5352855998079,114.027198401806,3.23780594942846,-0.873935460149277,-0.552638292589109,0.331185333076273,1.08575135081057,1
1745,2206,381082.00032879,1334569882.00033,-2399873.71528441,5383322.92482965,2429268.12308488,22.5352884981071,114.027209405486,3.42184164086619,-0.86511555177677,-0.517888305038097,0.258056713840674,1.04078166873726,1
1746,2206,381083.000329493,1334569883.00033,-2399874.67126841,5383322.64485493,2429268.23804338,22.5352889948115,114.027219001537,3.5892366425563,-0.815083577993164,-0.439947239987399,0.131446869998923,0.935517553399818,1
1747,2206,381084.000330167,1334569884.00033,-2399875.95826004,5383322.54985508,2429268.15604567,22.535286797578,114.02723080435,3.96168043790688,-0.78770796450709,-0.438854893624024,0.137841843166406,0.912183001778244,1
1748,2206,381085.000330821,1334569885.00033,-2399876.81621663,5383322.22689098,2429267.77101169,22.5352833979579,114.027239700201,3.86431991999152,-0.654996092846906,-0.329756453087972,0.0350644951784023,0.734158510690974,1
1749,2206,381086.000331464,1334569886.00033,-2399877.67223183,5383321.66987512,2429267.57304219,22.535282301189,114.027249505217,3.6404735153214,-0.699728170021749,-0.376582925537064,0.126647087853716,0.804657502661764,1
1750,2206,381087.000332105,1334569887.00033,-2399878.68723981,5383321.49692037,2429266.94793737,22.5352762036809,114.027259201724,3.63671933469551,-0.722215622517006,-0.239828507336498,-0.188545649020443,0.784004196483296,1
1751,2206,381088.000332754,1334569888.00033,-2399879.58628743,5383321.16389116,2429266.82895483,22.5352749970602,114.027268502248,3.6482866122752,-0.863791051144305,-0.327367705304237,-0.135478644478565,0.933626829960929,1
1752,2206,381089.000333426,1334569889.00033,-2399880.47429938,5383320.55287301,2429266.98698653,22.535276995248,114.0272788051,3.52735534702832,-0.898039570002577,-0.381000054287206,-0.0405207887279603,0.976359587947188,1
1753,2206,381090.000334132,1334569890.00033,-2399881.49228035,5383320.03286017,2429266.86603789,22.5352761956877,114.027289901697,3.42515652306651,-0.838753417954287,-0.418483083541718,0.113690236009307,0.944225003431087,1
1754,2206,381091.00033489,1334569891.00033,-2399881.95820041,5383319.63689211,2429267.26304579,22.5352801021605,114.027295605738,3.41849145014549,-0.597993927763821,-0.322580520407099,0.137225425174017,0.693170792159268,1
1755,2206,381092.000335721,1334569892.00034,-2399882.01710232,5383318.9369237,2429267.93108128,22.5352878037432,114.027298899264,3.10616817434791,-0.304485183417563,-0.227740683916039,0.242526063515407,0.450994387454713,1
1756,2206,381093.000336643,1334569893.00034,-2399881.98005455,5383318.29796697,2429268.55703583,22.535295096688,114.027301099392,2.79310263505794,-0.161918936919697,-0.0982495568292997,0.106742421951275,0.217404374828067,1
1757,2206,381094.000337683,1334569894.00034,-2399881.96899952,5383318.0959995,2429268.95901904,22.5352991035642,114.027301800648,2.77262407411877,0.00117566216693405,-0.00168918193166632,0.056133005150337,0.0561707199912623,1
1758,2206,381095.00033887,1334569895.00034,-2399882.2069987,5383317.89600634,2429268.76700994,22.5352977988476,114.027304705363,2.61982676168206,0.00411107017802633,0.0183578427762327,0.0293263219044341,0.0348417055530872,1
1759,2206,381096.000340235,1334569896.00034,-2399881.92599943,5383317.57100881,2429268.77700777,22.5352993055426,114.027303496837,2.24380816506175,0.00177445453071837,0.0257658833085664,0.0230720412676122,0.0346316115681417,1
1760,2206,381097.000341813,1334569897.00034,-2399881.80298759,5383317.49601977,2429269.02699431,22.5353018010265,114.02730270147,2.23009205147549,0.0361193172411373,0.0575232375028905,-0.0166812561738477,0.0699413485594709,1
1761,2206,381098.00034364,1334569898.00034,-2399881.99704718,5383317.19998247,2429268.99502177,22.5353021966646,114.027305596213,2.04108036105328,-0.137403292553467,-0.0511430401904822,0.0632810840200713,0.159686477070584,1
1762,2206,381099.000345757,1334569899.00035,-2399882.21501755,5383317.03000103,2429268.96801194,22.5353022015353,114.027308204309,1.96930520234383,-0.0508676117353983,0.00279512558682619,0.0344062628343099,0.0614745278382272,1
1763,2206,381100.000348204,1334569900.00035,-2399882.34700522,5383316.87201266,2429268.87000015,22.5353016974457,114.027310001522,1.84809933320721,-0.0146539522795266,0.0358660401734688,0.000535277845991126,0.0387478731998019,1
1764,2206,381101.000351016,1334569901.00035,-2399882.01999197,5383316.41700172,2429269.01404575,22.535304798029,114.027308899061,1.39646910865287,0.0230047507647407,0.0043414374940164,0.130351988113621,0.132437560542453,1
1765,2206,381102.000354227,1334569902.00035,-2399881.90602593,5383315.88399708,2429269.15303626,22.5353078027662,114.027309996887,0.957228342558708,-0.0733128206869245,-0.00852371901559009,0.102281039501929,0.126130228353575,1
1766,2206,381103.00035786,1334569903.00036,-2399882.15810022,5383315.64001389,2429269.09093453,22.5353077008039,114.02731320069,0.822401309350095,-0.280062434402919,0.0388761879769015,-0.183240915383363,0.336932572224529,1
1767,2206,381104.000361925,1334569904.00036,-2399882.41606866,5383315.76304367,2429268.61790136,22.535303002888,114.027315004144,0.841916648809505,-0.189643957783082,0.120197493947537,-0.272296732793566,0.35292744150172,1
1768,2206,381105.000366417,1334569905.00037,-2399882.56408513,5383315.41400182,2429268.66598962,22.5353042987318,114.027317699884,0.621557317408714,-0.232431272719961,0.00470799138625713,-0.0285963579284035,0.234231111101586,1
1769,2206,381106.000371309,1334569906.00037,-2399882.89410509,5383315.19301385,2429268.36194914,22.5353019962704,114.027321504724,0.442719649572377,-0.283053657239506,0.0365844586960759,-0.136933793782491,0.316557513533339,1
1770,2206,381107.000376553,1334569907.00038,-2399883.25316552,5383314.58501048,2429268.21691043,22.535302202458,114.027327099259,0.00925095804184808,-0.439569851340701,0.027483907813721,-0.238040628646122,0.500639950745683,1
1771,2206,381108.000382078,1334569908.00038,-2399883.67414462,5383314.34105689,2429267.75182814,22.5352985011895,114.027331802597,-0.216472265117882,-0.37839225848944,0.148398576917094,-0.449651836076788,0.606126729820575,1
1772,2206,381109.000387793,1334569909.00039,-2399883.91611724,5383314.02403167,2429267.51691507,22.5352972029588,114.02733520582,-0.482947696386434,-0.302109553353467,0.0814454600968573,-0.219196038419798,0.382034616830404,1
1773,2206,381110.000393596,1334569910.00039,-2399883.99107828,5383313.94006038,2429267.12589592,22.5352941013341,114.027336203744,-0.675454353675142,-0.199026276511554,0.153224081092025,-0.264462104237813,0.364731795085705,1
1774,2206,381111.000399372,1334569911.0004,-2399884.25602666,5383313.92905645,2429266.89095908,22.5352918031868,114.027338599692,-0.675135133259801,-0.0672460353924313,0.141418001166608,-0.102921644105854,0.187387153122649,1
1775,2206,381112.000405015,1334569912.00041,-2399884.73703125,5383314.1490754,2429266.35990485,22.535286000441,114.027341999517,-0.512155174081484,-0.0783470912295198,0.187194156961834,-0.23562923567453,0.310967933731665,1
1776,2206,381113.000410423,1334569913.00041,-2399885.9151835,5383315.17507469,2429265.40072635,22.5352730966497,114.027348398926,0.428864282420049,-0.447450936553224,0.182078114612549,-0.667001367270956,0.823562750726708,1
1777,2206,381114.000415513,1334569914.00042,-2399886.6031376,5383315.45408871,2429264.54373193,22.5352640971771,114.027353402679,0.59452627343999,-0.331484489774953,0.212880535913521,-0.645674237774093,0.756369824131916,1
1778,2206,381115.000420225,1334569915.00042,-2399887.14107998,5383315.19612117,2429263.48172472,22.5352552965297,114.027359199964,0.172196463527283,-0.19075437515731,0.288229480397423,-0.655815153397399,0.741321104810512,1
1779,2206,381116.000424518,1334569916.00042,-2399887.69612092,5383315.40514344,2429262.17963761,22.5352429931559,114.027363300658,0.0582441507673068,-0.285380854576422,0.337725106778187,-0.853810283695496,0.961505320032755,1
1780,2206,381117.000428374,1334569917.00043,-2399888.41011751,5383315.59311647,2429261.24469937,22.5352335946496,114.027368895983,0.127025631487827,-0.275330924175333,0.272105690835134,-0.701752198112158,0.801439188177964,1
1781,2206,381118.000431796,1334569918.00043,-2399889.5331971,5383315.98906581,2429260.58971367,22.5352252972928,114.027377300226,0.632399838845136,-0.457286988456767,0.152149444518079,-0.663117857987982,0.819747605584541,1
1782,2206,381119.000434801,1334569919.00043,-2399890.63020285,5383315.94906648,2429259.90869901,22.5352181976153,114.027387198506,0.750221549805309,-0.4674791973259,0.15293762068956,-0.692873631132292,0.849706175376582,1
1783,2206,381120.000437416,1334569920.00044,-2399891.81019172,5383316.17012716,2429258.64456639,22.5352052920933,114.027396800255,0.896004642497421,-0.439347971963309,0.290714264983561,-0.991965224098823,1.12318138791321,1
1784,2206,381121.000439677,1334569921.00044,-2399893.08924696,5383316.43608277,2429257.18760702,22.5351904967184,114.02740710388,1.0430183168217,-0.562380374450128,0.188906526999199,-0.894588259644299,1.0734269960286,1
1785,2206,381122.000441624,1334569922.00044,-2399894.13719583,5383317.17114742,2429255.60550246,22.5351735003424,114.027413498791,1.45090096659977,-0.444746111066641,0.334094034278814,-1.12697836260271,1.25678087064702,1
1786,2206,381123.000443295,1334569923.00044,-2399895.57820226,5383317.72615785,2429254.17646058,22.5351577959017,114.027424096205,1.91337238489414,-0.457317782727791,0.356585171867427,-1.21729413469245,1.34836847691995,1
1787,2206,381124.000444731,1334569924.00044,-2399896.81119175,5383318.46917014,2429252.59243176,22.5351404976011,114.027432102566,2.39681436066841,-0.432209908822977,0.382431061276268,-1.27794227925804,1.40221089392034,1
1788,2206,381125.000445969,1334569925.00045,-2399898.115297,5383318.71711985,2429251.14343781,22.5351257902837,114.027442699859,2.54111416656929,-0.666792977161025,0.26855191819768,-1.26088136162459,1.45139753866789,1
1789,2206,381126.000447043,1334569926.00045,-2399899.39428764,5383318.85813443,2429249.65141548,22.5351110974859,114.027453497429,2.56926705178688,-0.643888363613131,0.301219579144851,-1.30764417591425,1.48837453299197,1
1790,2206,381127.000447983,1334569927.00045,-2399900.36325579,5383319.54014174,2429248.26242214,22.5350959908392,114.027459401092,2.97669931474656,-0.571735043593584,0.316441934186142,-1.29007022267679,1.44613195705709,1
1791,2206,381128.000448816,1334569928.00045,-2399901.50526113,5383319.90414884,2429246.84339632,22.5350813950534,114.027468099777,3.16943017190596,-0.58223251557198,0.331642319131106,-1.34522300754715,1.50286601866638,1
1792,2206,381129.000449567,1334569929.00045,-2399902.38124603,5383320.25116196,2429245.36038241,22.5350666941417,114.027474503821,3.2232556015575,-0.547563851191859,0.360529365854341,-1.37399266406081,1.52238741313383,1
1793,2206,381130.000450256,1334569930.00045,-2399903.15024984,5383320.8151654,2429243.79836876,22.5350507991574,114.027479099139,3.38962655600792,-0.555236877459735,0.367506170153723,-1.40194775501256,1.55203295164022,1
1794,2206,381131.000450901,1334569931.00045,-2399903.94323095,5383321.3041624,2429242.42638929,22.5350366925253,114.027484204226,3.57456951329423,-0.512508515588603,0.360450348075865,-1.35429184788675,1.49221172801696,1
1795,2206,381132.000451517,1334569932.00045,-2399904.67322124,5383321.85614814,2429241.20042527,22.5350236934451,114.027488500721,3.84492115928282,-0.490045406229028,0.328311622750017,-1.27280712600614,1.40284389787707,1
1796,2206,381133.000452119,1334569933.00045,-2399905.1791988,5383322.33513435,2429240.02847935,22.5350116913462,114.027491097227,3.99014432906685,-0.439672493890084,0.29801967282768,-1.1515473175007,1.26814386081347,1
1797,2206,381134.000452717,1334569934.00045,-2399905.49306709,5383323.31720371,2429238.8714498,22.5349984941435,114.02748999679,4.49324189514968,-0.148542244110396,0.450472956214991,-1.21525047455865,1.30453991831658,1
1798,2206,381135.000453322,1334569935.00045,-2399905.90807473,5383324.12119547,2429237.71145403,22.5349856925781,114.02749049919,4.88301162759482,-0.164906611454312,0.431376118468388,-1.20437604082165,1.28988417844062,1
1799,2206,381136.000453943,1334569936.00045,-2399906.15011344,5383324.66316337,2429236.53148625,22.5349737964253,114.027490502985,4.97902988995349,-0.249618885726558,0.359981608275619,-1.13209574712576,1.21389337549404,1
1800,2206,381137.000454588,1334569937.00045,-2399906.20212214,5383325.08415082,2429235.16551005,22.5349609990062,114.027489298427,4.83023315203996,-0.269395329729666,0.332578639856148,-1.07798519746547,1.15984243814554,1
1801,2206,381138.000455264,1334569938.00046,-2399906.93404788,5383325.99313274,2429234.02661301,22.5349475949618,114.027492199064,5.43584911005316,-0.105834510914092,0.29226970589693,-0.850292941531908,0.905329007104316,1
1802,2206,381139.000455979,1334569939.00046,-2399907.57510556,5383326.74806222,2429233.05470939,22.5349361987903,114.027494902675,5.94133041582135,-0.231460138492545,0.136630456485862,-0.637869104436519,0.692183986917618,1
1803,2206,381140.000456739,1334569940.00046,-2399907.79713827,5383327.01806697,2429231.99567288,22.5349261991684,114.02749580531,5.84674087239369,-0.302217741549287,0.145934897858706,-0.716646399978301,0.791337235521015,1
1804,2206,381141.000457551,1334569941.00046,-2399907.69109571,5383326.68008624,2429230.97369213,22.5349188927595,114.027496201568,5.13006455741027,-0.207187392877961,0.188181549407171,-0.67342807858371,0.729276551336869,1
1805,2206,381142.000458422,1334569942.00046,-2399906.2087574,5383326.76723972,2429229.90570953,22.534911798255,114.027482695452,4.23680188481328,0.530661668537024,0.52274488219125,-0.633657837010618,0.977950035899901,1
1806,2206,381143.000459359,1334569943.00046,-2399904.54766499,5383327.1592441,2429229.32980647,22.5349080963815,114.0274663956,3.72207651046456,0.730759744527592,0.531729740203927,-0.421798319636665,0.997326497836933,1
1807,2206,381144.00046037,1334569944.00046,-2399902.68756781,5383327.96328366,2429228.56482183,22.5349017954051,114.027446697966,3.40764225197812,0.938829392398088,0.61687350411231,-0.387446315584885,1.18829634164491,1
1808,2206,381145.000461462,1334569945.00046,-2399901.7436007,5383329.0802644,2429227.86983141,22.5348937980601,114.027433895668,3.72857745606246,0.866257797616248,0.572292775017672,-0.365742433872573,1.10076751414793,1
1809,2206,381146.000462646,1334569946.00046,-2399900.1685827,5383329.16025206,2429227.27390886,22.5348907941817,114.027419595038,2.97533103182677,0.903004154603062,0.544135022010485,-0.197353797658704,1.0725893654419,1
1810,2206,381147.000463934,1334569947.00046,-2399898.54060153,5383329.19723647,2429226.85795286,22.534889501942,114.027404994376,2.2348596860035,0.858308793892067,0.51102959568453,-0.102354765344602,1.00415224509369,1
1811,2206,381148.000465337,1334569948.00047,-2399898.10961662,5383330.68227762,2429226.13683621,22.5348794003749,114.027395289844,3.04920834886839,0.823975301040893,0.597373652603813,-0.35211856508719,1.07692992410357,1
1812,2206,381149.000466871,1334569949.00047,-2399897.17856777,5383331.82527196,2429225.7288923,22.5348736968078,114.027382499284,3.50695809416374,0.924678687847571,0.584480738498434,-0.231359108540484,1.1181124480748,1
1813,2206,381150.000468554,1334569950.00047,-2399897.07859384,5383333.79925273,2429225.0098888,22.5348616009003,114.027373798412,4.85908127529263,0.86699406709936,0.539850709755801,-0.237961180369614,1.04868633278604,1
1814,2206,381151.000471117,1334569951.00047,-2399896.05653888,5383334.6902831,2429224.31188641,22.53485440269,114.02736119715,4.95888193588962,0.979550382325772,0.600804247368918,-0.241611733286218,1.17424908977298,1
1815,2206,381152.000472361,1334569952.00047,-2399894.54454655,5383335.21528633,2429223.71488411,22.5348498943039,114.027345694683,4.60434782424819,0.960256794992332,0.607031949797266,-0.246154726252077,1.16239969445103,1
1816,2206,381153.000474327,1334569953.00047,-2399893.35850725,5383336.44631235,2429222.89086589,22.534840801378,114.027330291726,4.88100755105616,1.03798703816258,0.660280629681784,-0.283591595328894,1.26246259123496,1
1817,2206,381154.000476262,1334569954.00048,-2399892.91150146,5383338.34831463,2429222.00185867,22.5348280040442,114.027318794598,5.97674422659167,1.04580001466653,0.662937641676649,-0.297868633405433,1.27354219019047,1
1818,2206,381155.000478136,1334569955.00048,-2399892.56052032,5383340.61729259,2429220.93186493,22.5348124018239,114.027306697518,7.34881847426734,1.00332449790545,0.612903330627368,-0.282752954478692,1.20923933696261,1
1819,2206,381156.000480076,1334569956.00048,-2399891.4684783,5383341.90630181,2429220.4678691,22.5348059960548,114.027291899642,7.84772271137731,1.08707911192904,0.629132846441017,-0.272911711679993,1.28531316667787,1
1820,2206,381157.000481963,1334569957.00048,-2399890.12046775,5383342.85029264,2429220.04689738,22.5348014004299,114.02727619473,7.97578829316701,1.10398103105607,0.607696820649338,-0.213598469414364,1.27816033771006,1
1821,2206,381158.000483887,1334569958.00048,-2399889.26746877,5383343.81830256,2429219.34587395,22.5347936954639,114.027264789782,8.20295411430271,1.09817044961478,0.625245609526458,-0.260732669712563,1.29030691453416,1
1822,2206,381159.0004858,1334569959.00049,-2399887.94848033,5383344.41928517,2429218.94390316,22.534790301658,114.027250700208,8.05985041437592,1.06986020789946,0.586846418984329,-0.200143745160526,1.23654644176767,1
1823,2206,381160.000486466,1334569960.00049,-2399886.80349958,5383344.90930563,2429218.15685051,22.5347838014825,114.027238594785,7.74099852571798,1.02921787092153,0.627956939784457,-0.307745125492813,1.24431764687008,1
1824,2206,381161.000489272,1334569961.00049,-2399885.40448775,5383345.33431493,2429217.54184951,22.5347792998281,114.027224491228,7.33770383838742,1.04748628716731,0.643287777309711,-0.307846979401348,1.26720813166826,1
1825,2206,381162.000493296,1334569962.00049,-2399883.99447515,5383345.70829866,2429217.09791288,22.5347764017866,114.027210491963,6.95278580952513,1.06423680736196,0.60551209359863,-0.176639892009433,1.23711217320309,1
1826,2206,381163.000493495,1334569963.00049,-2399882.74347738,5383346.36229822,2429216.89391072,22.5347743958098,114.027196796208,6.95584974217851,1.05915822760625,0.604722518992726,-0.181185703686917,1.2330181407033,1
1827,2206,381164.000493769,1334569964.00049,-2399881.58047031,5383347.26632456,2429216.4888511,22.5347697985252,114.027182892066,7.12587800685841,1.07327924199674,0.657164916901903,-0.30196680281673,1.2942094147823,1
1828,2206,381165.000498538,1334569965.0005,-2399880.13144667,5383347.8303437,2429215.90583225,22.5347651946932,114.027167794259,6.83330405323868,1.11061563353813,0.688925583362829,-0.336708744828364,1.34961413882451,1
1829,2206,381166.000499219,1334569966.0005,-2399878.54043478,5383348.17732513,2429215.46890298,22.5347626955,114.027152294839,6.3602229868263,1.13227290367085,0.651781708471477,-0.195020260505122,1.32094444466552,1
1830,2206,381167.000501157,1334569967.0005,-2399877.36243693,5383349.17232999,2429214.80788326,22.5347556968298,114.027137897502,6.50327041452094,1.12388569993463,0.658389737857614,-0.233362348110168,1.32327400750912,1
1831,2206,381167.999503052,1334569967.9995,-2399876.03751989,5383349.78468291,2429214.28912601,22.5347513013247,114.027123710286,6.32277480115052,1.04655276184569,0.638019674873921,-0.253969356553364,1.25173568412872,1
1832,2206,381168.999504923,1334569968.9995,-2399874.65956966,5383350.35865184,2429213.60214731,22.534745698768,114.027109204133,6.02548366447678,1.15104527040788,0.703077605563227,-0.298152658051391,1.3813465681993,1
1833,2206,381169.999506901,1334569969.99951,-2399873.23655125,5383350.62769468,2429213.08006401,22.5347424989437,114.027095504752,5.51719823261363,1.11835801852725,0.61862360898797,-0.130314970398833,1.28467965606666,1
1834,2206,381170.999508761,1334569970.99951,-2399871.57957698,5383350.72466271,2429212.42909583,22.5347390977036,114.027080409238,4.72636763200371,1.17528049525483,0.685768799973632,-0.1957859108093,1.37473459708234,1
1835,2206,381171.999510688,1334569971.99951,-2399870.13560584,5383351.35265703,2429211.94408433,22.5347351019822,114.027065103069,4.52722783971753,1.2384856130314,0.70082378417627,-0.172791787303135,1.43347744729812,1
1836,2206,381172.999512654,1334569972.99951,-2399868.84054159,5383351.88366237,2429211.50713721,22.5347316039053,114.027051502882,4.32068816832448,1.11150601829385,0.692550859910999,-0.281830306222952,1.33958972964585,1
1837,2206,381173.999514588,1334569973.99951,-2399867.57753188,5383352.63666563,2429211.09914453,22.5347276004375,114.027037308616,4.32458159012921,1.09595858471738,0.688926245842914,-0.297917237580239,1.3283445607501,1
1838,2206,381174.999516458,1334569974.99952,-2399866.53649255,5383353.43469395,2429210.51812977,22.5347216987067,114.027024906939,4.38362816597709,1.01862904854977,0.633145060737349,-0.268814227555734,1.22912118825684,1
1839,2206,381175.99951717,1334569975.99952,-2399865.36949362,5383354.1006805,2429209.98616371,22.5347168009553,114.027011909539,4.30270922104157,1.02256276745417,0.661745848106726,-0.339369503683455,1.26440256283368,1
1840,2206,381176.999521452,1334569976.99952,-2399864.16450665,5383354.27974263,2429209.75500148,22.5347160048424,114.027000502128,3.91200745665698,1.05895121037611,0.537250684190943,-0.00326981723250508,1.18744543256749,1
1841,2206,381177.999522226,1334569977.99952,-2399863.01253088,5383354.87771343,2429209.36704028,22.5347125020386,114.026987907323,3.83454861542325,1.11123047712951,0.599823372235007,-0.0847829686851652,1.26562609129234,1
1842,2206,381178.99952415,1334569978.99952,-2399861.68858208,5383355.84968665,2429209.11606115,22.5347092019109,114.026972305309,4.0604269379551,1.22343520437654,0.658989350969623,-0.128699559121419,1.39557308677019,1
