epoch,week,tow,time_gps_s,gt_ecef_x_m,gt_ecef_y_m,gt_ecef_z_m,gt_lat_deg,gt_lon_deg,gt_h_m,gt_vel_x_mps,gt_vel_y_mps,gt_vel_z_mps,speed_mps,is_static
905,2206,380241.999729593,1334569041.99973,-2399835.65570141,5383139.60610132,2429734.04806434,22.5398077981841,114.027597092163,13.0452233764798,-1.10430388940898,-0.374764484644297,-0.237902447329165,1.19018194977059,1
906,2206,380242.999731519,1334569042.99973,-2399836.78371841,5383139.33009037,2429733.84607242,22.5398053962012,114.027608200283,13.1591746976936,-1.04889185069716,-0.336553048467745,-0.269690590274547,1.1340965934939,1
907,2206,380243.999733431,1334569043.99973,-2399837.86471763,5383138.92509004,2429733.62407471,22.5398033014426,114.027619401511,13.1389622615758,-1.05930857470889,-0.337843597891905,-0.280238124232894,1.14665005967902,1
908,2206,380244.999735342,1334569044.99974,-2399839.26063066,5383138.34311995,2429733.19609224,22.5397996043077,114.027634099334,13.0089334677395,-1.39560684811351,-0.453353210404884,-0.348609148176894,1.50823603791925,1
909,2206,380245.999737268,1334569045.99974,-2399840.63062238,5383137.67912149,2429732.75609432,22.5397961028326,114.027648891696,12.7953532747731,-1.43723787370941,-0.46258635789417,-0.359053777456583,1.55195311116038,1
910,2206,380246.999739186,1334569046.99974,-2399841.9796505,5383137.21810701,2429732.31809926,22.5397920058531,114.027662694454,12.7458908563467,-1.34003051814683,-0.410317756525282,-0.380648104887294,1.45221741851525,1
911,2206,380247.999741101,1334569047.99974,-2399843.38865709,5383136.91809558,2429731.84212266,22.5397869985199,114.027676392458,12.8402450973962,-1.32454003741899,-0.369108924077635,-0.473796105282441,1.45434880889712,1
912,2206,380248.999743005,1334569048.99974,-2399844.8826324,5383136.40211782,2429731.504098,22.5397837048187,114.027691699751,12.8372495767288,-1.43043652542923,-0.458538283515304,-0.381268683470068,1.5497650853359,1
913,2206,380249.999744941,1334569049.99974,-2399846.37063586,5383135.79914477,2429731.32303668,22.5397820037372,114.027707298373,12.8187889300039,-1.42771424350944,-0.567630833633166,-0.143793068335719,1.54312966756271,1
914,2206,380250.999746863,1334569050.99975,-2399847.69766649,5383135.06116765,2429731.56695562,22.5397845009351,114.027722002116,12.7888093284972,-1.31748203890923,-0.662383283672939,0.175438618798821,1.48502163159458,1
915,2206,380251.999748753,1334569051.99975,-2399849.01567604,5383134.306181,2429731.97091754,22.5397883994691,114.02773669309,12.8024370207039,-1.28943980891425,-0.720449395767618,0.328300370598964,1.5131039243919,1
916,2206,380252.99975066,1334569052.99975,-2399850.28569193,5383133.54218954,2429732.44688317,22.5397929946669,114.027750993577,12.8180203728535,-1.23557038717187,-0.760173627793213,0.468579623646501,1.52448843542516,1
917,2206,380253.999752597,1334569053.99975,-2399851.45071335,5383132.76919124,2429733.05886037,22.5397989007363,114.027764397479,12.8386568181542,-1.15863240862154,-0.772980317493521,0.564445989309106,1.50283961366064,1
918,2206,380254.999754512,1334569054.99975,-2399852.59573151,5383132.02919358,2429733.85883927,22.5398062986993,114.027777493148,12.9516753710017,-1.09371669435131,-0.788521440078735,0.654873967230691,1.49894702438847,1
919,2206,380255.999756405,1334569055.99976,-2399853.75274049,5383131.41418425,2429734.58885349,22.5398127010533,114.02779020054,13.1478222606089,-1.06540871616279,-0.756251456228362,0.601521918880537,1.43834648691367,1
920,2206,380256.999758328,1334569056.99976,-2399854.86574817,5383130.72818713,2429735.35584337,22.5398196982568,114.027802798241,13.2817114411836,-1.04206433532596,-0.774271405041829,0.648206444509425,1.45105681567861,1
921,2206,380257.999760252,1334569057.99976,-2399855.89475154,5383129.98017986,2429735.94185669,22.5398255004713,114.027814895531,13.2623254156153,-1.03631136285565,-0.750206350519432,0.597711942642776,1.4120943224591,1
922,2206,380258.999762166,1334569058.99976,-2399856.99074667,5383129.22918875,2429736.68084306,22.5398324935726,114.027827599447,13.3242551384671,-1.06520366039517,-0.793591793907836,0.659934456367072,1.48322630106725,1
923,2206,380259.999764075,1334569059.99976,-2399858.09674857,5383128.50319388,2429737.47983226,22.5398398939959,114.02784029327,13.4340355081973,-1.0657621625942,-0.821726688712785,0.711053349259144,1.52206458590068,1
924,2206,380260.999765982,1334569060.99977,-2399859.25074878,5383127.85718651,2429738.17384937,22.5398460983526,114.027853096651,13.5891046643366,-1.07356712540693,-0.796883353185467,0.643676957147443,1.48387650311648,1
925,2206,380261.999767711,1334569061.99977,-2399860.32176194,5383127.15118481,2429738.93784195,22.5398531929881,114.027865400674,13.6891780005603,-1.02486371000578,-0.795543841298762,0.680489459278033,1.46502611980255,1
926,2206,380262.999769824,1334569062.99977,-2399861.33677567,5383126.29518026,2429739.74483601,22.5398611994586,114.027877801245,13.6581357841225,-0.974627260868812,-0.7831777241363,0.712513742454477,1.43907660616051,1
927,2206,380263.999770393,1334569063.99977,-2399862.42377443,5383125.72816845,2429740.34886491,22.5398664979461,114.027889697037,13.8201524197592,-0.982499413557009,-0.733503536998781,0.58834240509327,1.35995563238678,1
928,2206,380264.999774855,1334569064.99977,-2399863.5887657,5383125.08117007,2429741.00787081,22.539872397927,114.027902601932,13.9650997269258,-1.04076241237039,-0.755300202928982,0.573865476589003,1.40818549231567,1
929,2206,380265.999775566,1334569065.99978,-2399864.90673218,5383124.42517757,2429741.50989182,22.5398768013885,114.027916900684,14.099814340779,-1.1934353057584,-0.79111520484674,0.482009187432357,1.51078918222879,1
930,2206,380266.999777479,1334569066.99978,-2399866.09273201,5383123.49917546,2429741.93489426,22.539881602143,114.027931096504,13.9276017677723,-1.2043082623766,-0.788603285142693,0.475174141086574,1.51593007639659,1
931,2206,380267.999779384,1334569067.99978,-2399867.44372503,5383122.7391743,2429742.353904,22.5398855955279,114.027946100198,13.9551777686808,-1.24644069651306,-0.790051123650003,0.435106473045713,1.53854243711081,1
932,2206,380268.9997813,1334569068.99978,-2399868.61574264,5383121.88216607,2429742.75490248,22.5398899976504,114.027959898773,13.8267079666693,-1.17677582975134,-0.759386198113708,0.445860730271909,1.46978248124378,1
933,2206,380269.999783238,1334569069.99978,-2399869.93073815,5383121.11816224,2429743.13091399,22.5398936957975,114.027974598694,13.820887901707,-1.20806604902978,-0.748466598644469,0.396758153622007,1.47548055242025,1
934,2206,380270.999785155,1334569070.99979,-2399871.07076429,5383120.3651551,2429743.63790729,22.5398986982516,114.027987701549,13.8087512490904,-1.09712615019182,-0.721941443480663,0.431563275416344,1.38243701409423,1
935,2206,380271.999787055,1334569071.99979,-2399872.42273832,5383119.76015098,2429743.91294386,22.5399009993951,114.028002100425,13.9122611404359,-1.22895746018205,-0.708955182672663,0.263610448014832,1.44306769012341,1
936,2206,380272.99978896,1334569072.99979,-2399873.64475177,5383119.0671424,2429744.08494669,22.5399029025955,114.028015693745,13.8531615843596,-1.17621772465555,-0.674737741113523,0.252546703557434,1.37932555713094,1
937,2206,380273.999790872,1334569073.99979,-2399874.78376573,5383118.46311805,2429744.0719848,22.5399030987442,114.02802819789,13.7670111535166,-1.12022142623675,-0.564490909678333,0.0725925116057938,1.25650933289435,1
938,2206,380274.999791548,1334569074.99979,-2399875.71481595,5383118.05009038,2429744.06099527,22.5399030006089,114.028038099511,13.7645266793594,-0.882915659297051,-0.433524519862377,0.0226802321220622,0.983868875248608,1
939,2206,380275.999794492,1334569075.99979,-2399876.56983558,5383117.77107835,2429744.18400546,22.5399037035615,114.028046795581,13.8978671417141,-0.800097307610932,-0.381166379248311,-0.0264967331736081,0.886648513890597,1
940,2206,380276.999798093,1334569076.9998,-2399877.43582795,5383117.18612086,2429744.76791964,22.5399092025125,114.028056800119,13.9539223090382,-0.8521415244081,-0.598656642770073,0.398214463389604,1.11494830032875,1
941,2206,380277.999798534,1334569077.9998,-2399878.6657716,5383116.43314382,2429745.2419123,22.5399138028834,114.028070701229,13.9629791651241,-1.13380187697534,-0.713914496125144,0.43532799631571,1.40879064036736,1
942,2206,380278.999800733,1334569078.9998,-2399880.09074454,5383115.79015229,2429745.5139643,22.5399160963359,114.028085898625,14.0607551769377,-1.28208957566392,-0.764194379888333,0.179177958474924,1.50328023704239,1
943,2206,380279.99980238,1334569079.9998,-2399881.51476142,5383115.11915356,2429745.91994813,22.5399195967449,114.028101198394,14.1858854615643,-1.20739746993817,-0.777011534308695,0.26258484097057,1.45962542234964,1
944,2206,380280.999804264,1334569080.9998,-2399882.52378837,5383114.19910888,2429746.11393748,22.5399227013206,114.028113799322,13.8635934488084,-1.08112922689329,-0.556433899612781,0.319354298744878,1.25715800836968,1
945,2206,380281.999805974,1334569081.99981,-2399883.69877436,5383113.2231191,2429746.57793304,22.5399280008482,114.028128095238,13.6600224785058,-1.16296952342006,-0.614043701096029,0.345193030777828,1.35967128665615,1
946,2206,380282.999808095,1334569082.99981,-2399884.80376885,5383112.26412156,2429746.74896337,22.5399309018196,114.028141702447,13.3321621241259,-1.20443812167324,-0.633611959394648,0.190809981268173,1.37424297450605,1
947,2206,380283.999808662,1334569083.99981,-2399886.05075922,5383111.37512015,2429746.84996839,22.5399327972974,114.028156293354,13.0899086793676,-1.25841945347305,-0.628107745005394,0.165155558901335,1.41612683713402,1
948,2206,380284.999813178,1334569084.99981,-2399887.00880867,5383110.51611681,2429747.04593366,22.5399357972141,114.028168200041,12.8006966932912,-1.02405777284886,-0.62536624216011,0.355030687293361,1.25132891275061,1
949,2206,380285.999813877,1334569085.99981,-2399887.94278219,5383109.40307004,2429747.02192527,22.539937799555,114.02818089856,12.2038032823386,-1.17012581517463,-0.37667580256272,0.401279681196575,1.29309878436088,1
950,2206,380286.999815779,1334569086.99982,-2399889.24373923,5383108.55808018,2429746.93298773,22.539937895594,114.028195794424,11.9461636735062,-1.41550547194219,-0.435464517966547,0.0664547191216651,1.48246460908841,1
951,2206,380287.999817683,1334569087.99982,-2399890.68472687,5383107.79709929,2429747.09197627,22.5399395964894,114.028211601067,11.9070923685417,-1.49808440665612,-0.544750745450048,0.130205243081104,1.59936352011055,1
952,2206,380288.999819612,1334569088.99982,-2399892.01575573,5383106.96810332,2429747.24297092,22.539941600735,114.028226700627,11.7662276655736,-1.35409554768676,-0.572932383295966,0.161191507208784,1.47912439304156,1
953,2206,380289.999821527,1334569089.99982,-2399893.05078181,5383106.05608521,2429747.32396102,22.5399437008064,114.028239500643,11.4171715471288,-1.22239169954803,-0.477628705831346,0.218325466162663,1.33042724601279,1
954,2206,380290.999823407,1334569090.99982,-2399894.31677133,5383105.13209515,2429747.42795976,22.5399457050867,114.028254398751,11.1536977424141,-1.29488530605519,-0.539048749256681,0.227823002087528,1.42098727305807,1
955,2206,380291.999824082,1334569091.99982,-2399895.35479625,5383104.2520856,2429747.7729281,22.53994990145,114.028267098694,10.9339618301669,-1.15814945963937,-0.486783753844507,0.408727719792015,1.32110822523981,1
956,2206,380292.999828609,1334569092.99983,-2399896.48279567,5383103.24509479,2429748.30091194,22.539955898905,114.028281100155,10.7111006416913,-1.19216574715826,-0.553287094539678,0.513847447806894,1.41117857739523,1
957,2206,380293.999829189,1334569093.99983,-2399897.54180227,5383102.2870926,2429748.71691143,22.5399609047132,114.028294295122,10.4606917188622,-1.1575380350508,-0.54234934236652,0.518468383058639,1.37943705038907,1
958,2206,380294.999831325,1334569094.99983,-2399898.57680332,5383101.29808991,2429749.10391865,22.5399658005575,114.02830739966,10.1639901945206,-1.16597738477101,-0.533240856932961,0.482215919183469,1.36981066794429,1
959,2206,380295.999833037,1334569095.99983,-2399899.74478329,5383100.28107773,2429749.15496808,22.5399677954533,114.028321795779,9.76489014743477,-1.2979365518554,-0.465814550493326,0.191079598721041,1.39216877609756,1
960,2206,380296.999834931,1334569096.99984,-2399900.82478485,5383099.26807077,2429749.31395256,22.5399708019282,114.028335394895,9.37745637719272,-1.30328906604419,-0.428987578000539,0.287325724495686,1.40183765240704,1
961,2206,380297.999836834,1334569097.99984,-2399901.75682357,5383098.30005587,2429749.66792086,22.5399755009799,114.028347502169,9.04707338049343,-1.08117115270057,-0.342732938895126,0.484989200888866,1.23353615829225,1
962,2206,380298.999837677,1334569098.99984,-2399902.59983843,5383097.46304701,2429749.9369362,22.5399792027681,114.028358300436,8.76115882877844,-0.995276891230818,-0.289838320536819,0.392960663022182,1.10860291581455,1
963,2206,380299.99983849,1334569099.99984,-2399903.56983064,5383096.68304378,2429750.40393339,22.5399841966235,114.028370000472,8.64697930531625,-1.04854465425165,-0.271281095536677,0.412424471607306,1.15893626638217,1
964,2206,380300.999842236,1334569100.99984,-2399904.68983569,5383096.08807045,2429750.81095639,22.5399878938218,114.028382300033,8.7223145193267,-1.04153126917952,-0.446646137077914,0.276442885916963,1.16649081677458,1
965,2206,380301.99984681,1334569101.99985,-2399905.80582986,5383095.35707624,2429751.31094921,22.5399928021362,114.02839510241,8.71703565672282,-1.11065736326728,-0.497816564917819,0.33163673175551,1.26149277950208,1
966,2206,380302.999847763,1334569102.99985,-2399906.83681158,5383094.33605257,2429751.6129406,22.5399970958011,114.028408298028,8.35922393904869,-1.23760816102082,-0.345622217656984,0.390135994980543,1.34288300761567,1
967,2206,380303.999848324,1334569103.99985,-2399908.10081284,5383093.53406409,2429752.01495045,22.5400012027209,114.028422695572,8.31216036018716,-1.23397293929084,-0.422733771913489,0.326733092436978,1.34467377847258,1
968,2206,380304.999850137,1334569104.99985,-2399909.44981494,5383092.79507811,2429752.63393698,22.5400068003403,114.02843759844,8.43338542018916,-1.23493400329183,-0.521296936454479,0.420631080701044,1.40489963858453,1
969,2206,380305.999852151,1334569105.99985,-2399910.68380692,5383092.00107999,2429752.79297912,22.5400088978137,114.028451697907,8.28864058540207,-1.30587688240057,-0.541124808706933,0.141188443267822,1.42058602946064,1
970,2206,380306.999852902,1334569106.99985,-2399911.90881636,5383091.1120794,2429752.77098632,22.5400097983806,114.028466093681,7.99098032131135,-1.24842652282484,-0.539917076390347,0.0929396817031919,1.36334772406217,1
971,2206,380307.999853475,1334569107.99985,-2399913.14481739,5383090.24508233,2429753.03496401,22.5400129990331,114.02848049995,7.82563645420989,-1.24625800271984,-0.56200165562286,0.245684254734036,1.38901606300658,1
972,2206,380308.99985518,1334569108.99986,-2399914.39282412,5383089.407086,2429753.32395614,22.5400162997068,114.02849489802,7.69886116981216,-1.21451041050366,-0.593931997667648,0.302840591775436,1.38546135965683,1
973,2206,380309.999860164,1334569109.99986,-2399915.70582414,5383088.5640946,2429753.84994905,22.5400215012746,114.028509892933,7.68316483860578,-1.25760936997725,-0.676564646197238,0.364454363846516,1.47382089524655,1
974,2206,380310.99986451,1334569110.99986,-2399916.97282733,5383087.89308086,2429754.02497947,22.5400232967331,114.028523798684,7.66071206801105,-1.27444565498635,-0.596792102531936,0.151536381796283,1.41539246012051,1
975,2206,380311.999865852,1334569111.99987,-2399918.35382868,5383087.22808421,2429754.18699047,22.540024803894,114.028538692794,7.68121800753022,-1.27716022853977,-0.627732951207788,0.0710490208015074,1.42486310596936,1
976,2206,380312.99986649,1334569112.99987,-2399919.60384366,5383086.49308312,2429754.49096316,22.5400279010462,114.028552700999,7.64782607439747,-1.17101950290911,-0.622620511366643,0.275974582336861,1.35466045467636,1
977,2206,380313.99986748,1334569113.99987,-2399920.83183077,5383085.5840793,2429754.71295698,22.5400308956289,114.028567202401,7.42794102308565,-1.27702343564909,-0.598558267263888,0.324583892338891,1.44720957627871,1
978,2206,380314.99986938,1334569114.99987,-2399921.84486561,5383084.95307578,2429755.02895284,22.5400340982892,114.028578694819,7.39776294757528,-1.02886330920141,-0.580166112503331,0.361052110090007,1.23511580563061,1
979,2206,380315.999870109,1334569115.99987,-2399923.17684831,5383084.40307511,2429755.33297063,22.5400364953773,114.028592698494,7.55127787533235,-1.16788285838515,-0.578261602095909,0.226099282800735,1.32267068352308,1
980,2206,380316.999871641,1334569116.99987,-2399924.45585579,5383083.861075,2429755.69196806,22.5400394003991,114.028606200139,7.7126941264818,-1.12354826862977,-0.584249841056138,0.24888939504434,1.29060238636096,1
981,2206,380317.999876678,1334569117.99988,-2399925.71185107,5383083.19306029,2429755.71099221,22.5400399007083,114.028619996283,7.6288318851137,-1.20765025473922,-0.48895286327573,0.0630893455277916,1.3044057289802,1
982,2206,380318.99987821,1334569118.99988,-2399927.18784353,5383082.58707198,2429756.05398145,22.5400425968596,114.028635500229,7.80421737842092,-1.28485095871241,-0.590999577181537,0.152415154961188,1.42244608537365,1
983,2206,380319.999878963,1334569119.99988,-2399928.65384641,5383082.11107997,2429756.2889813,22.5400439954024,114.028650400894,8.04411229248717,-1.26902208667825,-0.660689381276851,0.154564770367482,1.43903362825472,1
984,2206,380320.999880873,1334569120.99988,-2399929.93084953,5383081.36407587,2429756.36597135,22.5400451992972,114.028664696241,7.9237385405388,-1.26313314310149,-0.636957798198356,0.240459217081457,1.43493595988342,1
985,2206,380321.999882807,1334569121.99988,-2399931.33685466,5383080.80408125,2429756.58296805,22.5400467978347,114.028679396714,8.06330619259061,-1.24024169682433,-0.693292061167005,0.272608953227215,1.44677883244072,1
986,2206,380322.99988473,1334569122.99988,-2399932.72286057,5383080.1740765,2429756.78297174,22.540048504175,114.028694196747,8.12978013254425,-1.20967862298426,-0.663670870448033,0.245121007442342,1.40137992831205,1
987,2206,380323.999886641,1334569123.99989,-2399934.08587402,5383079.64307128,2429756.99098033,22.5400499966892,114.028708400748,8.27418906052924,-1.11139539628003,-0.628746777877108,0.173561698772206,1.28866050643448,1
988,2206,380324.999888538,1334569124.99989,-2399935.56587422,5383079.20007101,2429757.38497525,22.540052597291,114.028723295094,8.60812842129845,-1.12858433845477,-0.63700089753355,0.222142761203052,1.31484605898138,1
989,2206,380325.999890454,1334569125.99989,-2399936.87388874,5383078.77306226,2429757.76797811,22.5400552980738,114.028736599098,8.88666252570417,-1.01571205145853,-0.568320626950225,0.199878285114641,1.18093633840083,1
990,2206,380326.99989237,1334569126.99989,-2399937.81991515,5383078.37004678,2429758.11097915,22.5400580995994,114.028746594076,9.03396300612549,-0.788357735079059,-0.434653288322506,0.193739685774846,0.920850946327736,1
991,2206,380327.999894286,1334569127.99989,-2399938.4469465,5383078.15903006,2429758.3289877,22.5400597012319,114.028752996714,9.17534438424073,-0.506068327473449,-0.284312413269114,0.116353804006827,0.592010902025918,1
992,2206,380328.999896213,1334569128.9999,-2399938.90996043,5383077.88201015,2429758.37400727,22.5400602999111,114.028758204334,9.13305026726464,-0.381236549555196,-0.0978731529320506,-0.0700588829038137,0.399785827481843,1
993,2206,380329.999898107,1334569129.9999,-2399939.28997043,5383077.49799925,2429758.29301314,22.5400603028314,114.028763098492,8.92097980211491,-0.290220702476747,0.00724124197028093,-0.128926110586994,0.317651434315128,1
994,2206,380330.999900027,1334569130.9999,-2399939.67597249,5383077.30299994,2429758.33199478,22.5400607003848,114.028767297657,8.91659816642564,-0.275166872642752,0.000527729679208411,0.0521792088109786,0.280070984092866,1
995,2206,380331.999901939,1334569131.9999,-2399939.65801226,5383077.4389839,2429758.53598758,22.5400619971793,114.028766599901,9.1027522569239,0.125008712685207,0.164159281573832,0.126691554260234,0.242128473944977,1
996,2206,380332.999903859,1334569132.9999,-2399939.02205327,5383077.75496127,2429758.47699786,22.5400614025871,114.028759702512,9.10751163561823,0.554108689503617,0.402820480131895,0.0221963685590957,0.685414807087152,1
997,2206,380333.999905772,1334569133.99991,-2399938.050078,5383078.12693913,2429758.10600878,22.5400585023325,114.028749599998,8.9135406886538,0.827797641621038,0.645920212123149,-0.0933005863318865,1.05411899485421,1
998,2206,380334.999907688,1334569134.99991,-2399936.9441003,5383078.87893524,2429757.88001689,22.5400557988406,114.028736803403,9.04532769153575,1.08656868796552,0.701533925022087,-0.183009098241512,1.30624411641285,1
999,2206,380335.999909584,1334569135.99991,-2399935.79710231,5383079.56593704,2429757.73100703,22.5400540007256,114.028723899872,9.1363696893186,1.13154690929158,0.696286251552159,-0.0778021966806236,1.33088922673385,1
1000,2206,380336.999911511,1334569136.99991,-2399934.58010138,5383080.06893793,2429757.59600089,22.5400529998203,114.028711103155,9.05123442825625,1.14570242966772,0.701327824443977,-0.0100661767559992,1.34335256079718,1
1001,2206,380337.999913448,1334569137.99991,-2399933.4180955,5383080.64593554,2429757.31901317,22.5400505032455,114.02869850182,8.99477845641413,1.10337566919555,0.744681071365991,-0.152180538673017,1.33983084073115,1
1002,2206,380338.999915353,1334569138.99992,-2399932.27709484,5383081.24393189,2429757.06501908,22.540048102451,114.028686003865,8.97275069896435,1.12045859710811,0.804560058193948,-0.225415384509629,1.39769683789016,1
1003,2206,380339.999917266,1334569139.99992,-2399931.04810085,5383081.92393283,2429756.83901845,22.5400457998988,114.028672400016,8.99753747557829,1.21903152043289,0.811900463718685,-0.22303523544141,1.48154140240627,1
1004,2206,380340.999919182,1334569140.99992,-2399929.83209774,5383082.60693641,2429756.70101263,22.5400442034643,114.028658899626,9.06347421303225,1.20942003181585,0.786764347999233,-0.156218671216618,1.45124058166687,1
1005,2206,380341.999921095,1334569141.99992,-2399928.69509228,5383083.46694423,2429756.63101222,22.5400425032604,114.028645399984,9.33450589880706,1.16952293616848,0.706863655515281,-0.154887941266386,1.37529284156586,1
1006,2206,380342.999923009,1334569142.99992,-2399927.70807709,5383084.13194942,2429756.5240192,22.5400408996242,114.028634003999,9.48326808888199,1.00124754143359,0.656904974442066,-0.249293817556204,1.22317954207274,1
1007,2206,380343.999924919,1334569143.99992,-2399926.35509799,5383084.98893805,2429756.17702413,22.5400372031042,114.028618598707,9.56434822344334,1.30518888269269,0.825145616352791,-0.321409126152428,1.57724035392989,1
1008,2206,380344.99992684,1334569144.99993,-2399925.09210274,5383085.84295287,2429755.9390239,22.5400342982241,114.028604004143,9.7185428652414,1.40436064910481,0.644219207931418,-0.326600509245857,1.57921344765726,1
1009,2206,380345.999928755,1334569145.99993,-2399923.7670883,5383086.18194418,2429755.64001783,22.540032600247,114.028590897612,9.39156751045634,1.23934055183935,0.783414375690151,-0.250227327876268,1.48738589582111,1
1010,2206,380346.999930662,1334569146.99993,-2399922.51408498,5383086.75494523,2429755.32202198,22.5400299025326,114.028577504144,9.28180014604433,1.2255432004719,0.789876630011107,-0.316935391499786,1.4920821925235,1
1011,2206,380347.999932582,1334569147.99993,-2399921.06808672,5383087.25194318,2429754.97801728,22.5400275002145,114.02856269795,9.02536594284057,1.28634629320964,0.842692347687827,-0.256293455736443,1.55900722075272,1
1012,2206,380348.999934491,1334569148.99993,-2399919.68808234,5383087.86994981,2429754.67901652,22.5400249976482,114.028547998701,8.91308266565281,1.25695920255231,0.766170609761449,-0.252203205447571,1.49350938965284,1
1013,2206,380349.999936404,1334569149.99994,-2399918.4150856,5383088.75195711,2429754.59501652,22.5400233028014,114.028533204532,9.14616410736764,1.34604677302591,0.674400762815734,-0.259797825947469,1.52779357716511,1
1014,2206,380350.999938319,1334569150.99994,-2399917.09008196,5383089.34295617,2429754.37901734,22.540021500372,114.028519100538,9.06360060582337,1.32877700775693,0.710603416375656,-0.281052376407616,1.53283919247669,1
1015,2206,380351.999940219,1334569151.99994,-2399915.74007355,5383089.80195606,2429754.27700677,22.5400211012428,114.028505297039,8.90397745099466,1.23030940304741,0.735023108221491,-0.113290458326976,1.43762127307382,1
1016,2206,380352.999940879,1334569152.99994,-2399914.46106367,5383090.08995944,2429754.00200505,22.5400196998254,114.028492800805,8.56049541407292,1.07700838494799,0.685945815159673,-0.0854800224178008,1.27975605363518,1
1017,2206,380353.999944063,1334569153.99994,-2399913.27406169,5383090.50896872,2429754.07999402,22.540020698659,114.028480602921,8.49744123930622,1.10286009047594,0.559231271314555,0.106848937741205,1.24115135639337,1
1018,2206,380354.999947249,1334569154.99995,-2399912.29206078,5383091.26197635,2429754.03200576,22.5400193018447,114.028468903112,8.74494726443853,1.15223573422927,0.448446866864971,-0.109228031390716,1.24124233833582,1
1019,2206,380355.99994791,1334569155.99995,-2399911.15005645,5383091.83297106,2429753.81501007,22.5400172964021,114.028456503135,8.71395158578604,1.08368380324607,0.555615500602397,-0.193416269777691,1.23308110979863,1
1020,2206,380356.999949812,1334569156.99995,-2399909.80807356,5383092.99197173,2429753.56002356,22.540013396919,114.028439999993,9.08921125582719,1.4656543595634,0.563443416846073,-0.469387291156946,1.63888242860616,1
1021,2206,380357.999951731,1334569157.99995,-2399908.5460616,5383093.82496675,2429753.15902608,22.54000919761,114.028425497375,9.16356688942605,1.27609414099356,0.688841227077792,-0.540273453989619,1.54751862602232,1
1022,2206,380358.999953645,1334569158.99995,-2399907.18905649,5383094.56996641,2429752.72101669,22.5400051017034,114.028410499646,9.11377895322996,1.21856918491579,0.724629336092056,-0.360005447321358,1.46273799952439,1
1023,2206,380359.999955558,1334569159.99996,-2399905.92505312,5383095.09496483,2429752.215016,22.5400010031836,114.028397198527,8.8873173687471,1.19537261478093,0.791283471591635,-0.360060592317728,1.4780692983492,1
1024,2206,380360.999957462,1334569160.99996,-2399904.6760521,5383095.67897102,2429751.80501177,22.539997497618,114.028383797034,8.7530739251215,1.22473363445896,0.681233967386724,-0.276814775827609,1.42852322830712,1
1025,2206,380361.999959397,1334569161.99996,-2399903.37105342,5383096.43897016,2429751.33301548,22.5399929975116,114.028369201692,8.72247099536073,1.31577267568197,0.734930596629937,-0.381219817605921,1.55457687660329,1
1026,2206,380362.999961324,1334569162.99996,-2399902.12904749,5383097.1899705,2429750.73701874,22.5399874028353,114.028355201278,8.66043502133596,1.22777608043074,0.762827101355122,-0.484616358902878,1.52453019174958,1
1027,2206,380363.999963223,1334569163.99996,-2399900.92103894,5383097.63797056,2429750.22301708,22.5399834020913,114.028342702122,8.38701261533273,1.05883091812094,0.800393812617629,-0.46450503470606,1.40624254512253,1
1028,2206,380364.999965135,1334569164.99997,-2399899.63504085,5383098.11397005,2429749.62201518,22.5399786971214,114.028329399672,8.07452988592314,1.1718136814032,0.858887137680468,-0.435461622334857,1.51672714873941,1
1029,2206,380365.999967059,1334569165.99997,-2399898.38203466,5383098.48597637,2429749.14400881,22.5399753002826,114.028316801799,7.73387667912941,1.0520783777853,0.71732859098356,-0.26750096682042,1.30114794996406,1
1030,2206,380366.99996896,1334569166.99997,-2399897.04104225,5383099.46997897,2429748.81101399,22.5399713020367,114.028301000179,7.93198603039925,1.36104899224076,0.67764747936766,-0.450618552440435,1.58578609698044,1
1031,2206,380367.99997088,1334569167.99997,-2399895.64603292,5383099.75197887,2429748.5260066,22.5399699996314,114.028287497755,7.53598303659103,1.13054919478858,0.725509763888653,-0.226741098066078,1.36232060282706,1
1032,2206,380368.999972791,1334569168.99997,-2399894.36503367,5383100.43998138,2429748.23500865,22.5399672029368,114.028273400495,7.52305549634827,1.23760701419521,0.684327162942978,-0.31786205465503,1.44948648607577,1
1033,2206,380369.999974696,1334569169.99997,-2399893.16303794,5383102.0129881,2429748.19601305,22.5399635986753,114.028256501507,8.38300845641969,1.49944252583316,0.47036518478555,-0.515762494358683,1.65395956598774,1
1034,2206,380370.999976622,1334569170.99998,-2399891.82802887,5383102.70598363,2429747.57401356,22.5399581015894,114.028241904938,8.22709945105135,1.23488335008865,0.700246341300127,-0.579892462592146,1.53347875596683,1
1035,2206,380371.999978549,1334569171.99998,-2399890.53602679,5383103.29598476,2429747.20700983,22.5399549963134,114.028228097916,8.09822826907022,1.24893626963731,0.710459973931006,-0.458179248100171,1.50815231444415,1
1036,2206,380372.999980456,1334569172.99998,-2399889.12902595,5383104.02898694,2429746.86400669,22.5399518011913,114.028212703778,8.05594087289162,1.32798988555413,0.668245979175042,-0.342477559759511,1.52558208686275,1
1037,2206,380373.999982371,1334569173.99998,-2399887.72202142,5383104.43698835,2429746.57700228,22.53995010066,114.028198596085,7.76095517499012,1.21520930846956,0.660872957505886,-0.129161079545664,1.38930533498689,1
