epoch,split,week,tow,time_gps_s,obs_count,obs_count_ls_gate,coarse_ok,coarse_iter,coarse_rx_x_m,coarse_rx_y_m,coarse_rx_z_m,coarse_cb_m,gt_lat_deg,gt_lon_deg,gt_h_m,speed_mps,is_static
921,train,2206,380257.999760252,1334569057.99976,31,25,1,2,-2399854.4114420274,5383123.293587838,2429729.2980164434,71855.43085532602,22.5398255004713,114.027814895531,13.2623254156153,1.4120943224591,1
922,train,2206,380258.999762166,1334569058.99976,30,23,1,2,-2399854.332991405,5383123.297561263,2429727.2178478176,71279.4639332479,22.5398324935726,114.027827599447,13.3242551384671,1.48322630106725,1
923,train,2206,380259.999764075,1334569059.99976,30,21,1,2,-2399853.9364449917,5383122.173870976,2429724.493514172,70702.61541815982,22.5398398939959,114.02784029327,13.4340355081973,1.52206458590068,1
924,train,2206,380260.999765982,1334569060.99977,31,22,1,2,-2399855.789650921,5383123.307590876,2429729.5204341314,70132.19473421467,22.5398460983526,114.027853096651,13.5891046643366,1.48387650311648,1
925,train,2206,380261.999767711,1334569061.99977,31,23,1,2,-2399857.555138814,5383122.337057904,2429731.2722901776,69558.70409398951,22.5398531929881,114.027865400674,13.6891780005603,1.46502611980255,1
926,train,2206,380262.999769824,1334569062.99977,30,23,1,2,-2399858.452136918,5383120.991745865,2429733.4618301284,68985.60093658655,22.5398611994586,114.027877801245,13.6581357841225,1.43907660616051,1
927,train,2206,380263.999770393,1334569063.99977,31,23,1,2,-2399863.937477997,5383125.963720376,2429744.2147940365,68420.79522447096,22.5398664979461,114.027889697037,13.8201524197592,1.35995563238678,1
928,train,2206,380264.999774855,1334569064.99977,31,24,1,2,-2399864.4615579913,5383124.703540489,2429742.5659875222,67844.81086230042,22.539872397927,114.027902601932,13.9650997269258,1.40818549231567,1
929,train,2206,380265.999775566,1334569065.99978,30,25,1,2,-2399863.190919294,5383119.713856842,2429737.4219220527,67265.33251798082,22.5398768013885,114.027916900684,14.099814340779,1.51078918222879,1
930,train,2206,380266.999777479,1334569066.99978,31,26,1,2,-2399863.6828048243,5383116.935551364,2429736.172661866,66689.49366705769,22.539881602143,114.027931096504,13.9276017677723,1.51593007639659,1
931,train,2206,380267.999779384,1334569067.99978,30,26,1,2,-2399863.5292425435,5383113.388779542,2429736.725947965,66113.77295680408,22.5398855955279,114.027946100198,13.9551777686808,1.53854243711081,1
932,train,2206,380268.9997813,1334569068.99978,30,27,1,2,-2399865.9695476536,5383113.405636281,2429736.318063189,65540.27610762457,22.5398899976504,114.027959898773,13.8267079666693,1.46978248124378,1
933,train,2206,380269.999783238,1334569069.99978,31,26,1,2,-2399867.506973255,5383113.284306007,2429737.1531242817,64966.231155608715,22.5398936957975,114.027974598694,13.820887901707,1.47548055242025,1
934,train,2206,380270.999785155,1334569070.99979,32,28,1,2,-2399867.464863149,5383114.155358165,2429736.432188676,64391.14139816262,22.5398986982516,114.027987701549,13.8087512490904,1.38243701409423,1
935,train,2206,380271.999787055,1334569071.99979,32,29,1,2,-2399870.3112211768,5383118.189560554,2429738.653021798,63820.35918758737,22.5399009993951,114.028002100425,13.9122611404359,1.44306769012341,1
936,train,2206,380272.99978896,1334569072.99979,32,30,1,2,-2399877.16795483,5383121.95755175,2429740.216349588,63251.07011721829,22.5399029025955,114.028015693745,13.8531615843596,1.37932555713094,1
937,train,2206,380273.999790872,1334569073.99979,32,28,1,2,-2399869.9701115116,5383113.938406227,2429737.083110088,62669.88311405472,22.5399030987442,114.02802819789,13.7670111535166,1.25650933289435,1
938,train,2206,380274.999791548,1334569074.99979,32,27,1,2,-2399871.928415124,5383114.618499695,2429739.274663048,62098.56409067783,22.5399030006089,114.028038099511,13.7645266793594,0.983868875248608,1
939,train,2206,380275.999794492,1334569075.99979,32,28,1,2,-2399871.38780529,5383113.571728319,2429740.847147734,61524.407517070984,22.5399037035615,114.028046795581,13.8978671417141,0.886648513890597,1
940,train,2206,380276.999798093,1334569076.9998,32,27,1,2,-2399871.457042925,5383110.085501576,2429740.1283558253,60948.279126784706,22.5399092025125,114.028056800119,13.9539223090382,1.11494830032875,1
941,train,2206,380277.999798534,1334569077.9998,32,26,1,2,-2399873.6020318116,5383110.757026215,2429740.8667951124,60375.97985411795,22.5399138028834,114.028070701229,13.9629791651241,1.40879064036736,1
942,train,2206,380278.999800733,1334569078.9998,32,26,1,2,-2399874.098990294,5383109.457427405,2429742.3673434057,59802.128769172974,22.5399160963359,114.028085898625,14.0607551769377,1.50328023704239,1
943,train,2206,380279.99980238,1334569079.9998,32,27,1,2,-2399876.8761325334,5383108.72840424,2429742.526537881,59227.79435591713,22.5399195967449,114.028101198394,14.1858854615643,1.45962542234964,1
944,train,2206,380280.999804264,1334569080.9998,32,27,1,2,-2399879.0091827414,5383108.774192047,2429741.535264394,58654.04528085116,22.5399227013206,114.028113799322,13.8635934488084,1.25715800836968,1
945,train,2206,380281.999805974,1334569081.99981,32,28,1,2,-2399879.227599791,5383106.501351695,2429741.2889844985,58079.027808181774,22.5399280008482,114.028128095238,13.6600224785058,1.35967128665615,1
946,train,2206,380282.999808095,1334569082.99981,32,27,1,2,-2399880.06468088,5383106.509904737,2429743.1829266935,57507.14520271883,22.5399309018196,114.028141702447,13.3321621241259,1.37424297450605,1
947,train,2206,380283.999808662,1334569083.99981,32,24,1,2,-2399882.308938806,5383105.281211983,2429746.1711861994,56935.128928009464,22.5399327972974,114.028156293354,13.0899086793676,1.41612683713402,1
948,train,2206,380284.999813178,1334569084.99981,32,26,1,2,-2399882.351403841,5383105.313387382,2429746.5606841235,56361.325306256724,22.5399357972141,114.028168200041,12.8006966932912,1.25132891275061,1
949,train,2206,380285.999813877,1334569085.99981,32,27,1,2,-2399883.25131337,5383102.454467326,2429744.3217387646,55783.69395737688,22.539937799555,114.02818089856,12.2038032823386,1.29309878436088,1
950,train,2206,380286.999815779,1334569086.99982,32,27,1,2,-2399887.2975607864,5383103.383481923,2429743.167055049,55210.57872402745,22.539937895594,114.028195794424,11.9461636735062,1.48246460908841,1
951,train,2206,380287.999817683,1334569087.99982,32,26,1,2,-2399888.980124302,5383105.026244661,2429747.593186612,54639.74423177553,22.5399395964894,114.028211601067,11.9070923685417,1.59936352011055,1
952,train,2206,380288.999819612,1334569088.99982,32,26,1,2,-2399890.1167486673,5383104.75930364,2429750.4206041135,54066.69959077219,22.539941600735,114.028226700627,11.7662276655736,1.47912439304156,1
953,train,2206,380289.999821527,1334569089.99982,32,26,1,2,-2399891.37574664,5383103.949380785,2429749.1767459298,53492.50139024718,22.5399437008064,114.028239500643,11.4171715471288,1.33042724601279,1
954,train,2206,380290.999823407,1334569090.99982,32,25,1,2,-2399892.6717342306,5383103.001915009,2429746.812411639,52916.73151962514,22.5399457050867,114.028254398751,11.1536977424141,1.42098727305807,1
955,train,2206,380291.999824082,1334569091.99982,33,25,1,2,-2399894.7894154666,5383102.561442491,2429747.5337817343,52343.198250539965,22.53994990145,114.028267098694,10.9339618301669,1.32110822523981,1
956,train,2206,380292.999828609,1334569092.99983,32,26,1,2,-2399896.2414643243,5383100.1371099595,2429747.1629070207,51767.51917797929,22.539955898905,114.028281100155,10.7111006416913,1.41117857739523,1
957,train,2206,380293.999829189,1334569093.99983,32,26,1,2,-2399895.6360476012,5383098.705061061,2429746.5276824725,51192.10390120196,22.5399609047132,114.028294295122,10.4606917188622,1.37943705038907,1
958,train,2206,380294.999831325,1334569094.99983,30,25,1,2,-2399897.1712790476,5383097.395638366,2429747.0627963874,50617.820575019236,22.5399658005575,114.02830739966,10.1639901945206,1.36981066794429,1
959,train,2206,380295.999833037,1334569095.99983,30,23,1,2,-2399895.010094382,5383093.626183058,2429747.206166547,50041.88838463227,22.5399677954533,114.028321795779,9.76489014743477,1.39216877609756,1
960,train,2206,380296.999834931,1334569096.99984,31,23,1,2,-2399896.495802798,5383094.9871242875,2429748.9987593372,49469.20238293207,22.5399708019282,114.028335394895,9.37745637719272,1.40183765240704,1
961,train,2206,380297.999836834,1334569097.99984,31,24,1,2,-2399900.747522666,5383099.745017928,2429753.853483209,48900.67602768736,22.5399755009799,114.028347502169,9.04707338049343,1.23353615829225,1
962,train,2206,380298.999837677,1334569098.99984,30,24,1,2,-2399900.553567604,5383098.739932163,2429753.675863098,48326.49006226907,22.5399792027681,114.028358300436,8.76115882877844,1.10860291581455,1
963,train,2206,380299.99983849,1334569099.99984,31,24,1,2,-2399903.5418953276,5383100.57289296,2429755.578450855,47754.43209721321,22.5399841966235,114.028370000472,8.64697930531625,1.15893626638217,1
964,train,2206,380300.999842236,1334569100.99984,32,24,1,2,-2399901.477891804,5383094.615555107,2429751.980694954,47176.36409119747,22.5399878938218,114.028382300033,8.7223145193267,1.16649081677458,1
965,train,2206,380301.99984681,1334569101.99985,31,23,1,2,-2399905.1886211685,5383095.79331689,2429755.0957677355,46604.39069955509,22.5399928021362,114.02839510241,8.71703565672282,1.26149277950208,1
966,train,2206,380302.999847763,1334569102.99985,31,25,1,2,-2399903.1877303403,5383088.960765111,2429748.5333830533,46023.98204198719,22.5399970958011,114.028408298028,8.35922393904869,1.34288300761567,1
967,train,2206,380303.999848324,1334569103.99985,32,25,1,2,-2399904.779388025,5383088.434775208,2429748.4633624256,45449.91699709649,22.5400012027209,114.028422695572,8.31216036018716,1.34467377847258,1
968,train,2206,380304.999850137,1334569104.99985,31,25,1,2,-2399904.856743434,5383086.174675734,2429747.362312978,44874.61683935814,22.5400068003403,114.02843759844,8.43338542018916,1.40489963858453,1
969,train,2206,380305.999852151,1334569105.99985,30,25,1,2,-2399910.1609053495,5383090.000242028,2429748.6496669245,44304.70113622554,22.5400088978137,114.028451697907,8.28864058540207,1.42058602946064,1
970,train,2206,380306.999852902,1334569106.99985,32,25,1,2,-2399911.974265963,5383087.646165358,2429748.7593673766,43729.956360854216,22.5400097983806,114.028466093681,7.99098032131135,1.36334772406217,1
971,train,2206,380307.999853475,1334569107.99985,32,26,1,2,-2399913.3760333583,5383089.859336975,2429747.891785584,43156.44353967707,22.5400129990331,114.02848049995,7.82563645420989,1.38901606300658,1
972,train,2206,380308.99985518,1334569108.99986,31,26,1,2,-2399911.019160278,5383084.4958513575,2429747.754529255,42578.112464071004,22.5400162997068,114.02849489802,7.69886116981216,1.38546135965683,1
973,train,2206,380309.999860164,1334569109.99986,32,25,1,2,-2399913.962653894,5383086.07828255,2429751.5077385856,42007.33446367897,22.5400215012746,114.028509892933,7.68316483860578,1.47382089524655,1
974,train,2206,380310.99986451,1334569110.99986,34,25,1,2,-2399914.1659329333,5383085.758158857,2429750.5365662156,41432.73049833231,22.5400232967331,114.028523798684,7.66071206801105,1.41539246012051,1
975,train,2206,380311.999865852,1334569111.99987,32,25,1,2,-2399915.550118074,5383082.5444586845,2429749.0702202944,40856.63282317128,22.540024803894,114.028538692794,7.68121800753022,1.42486310596936,1
976,train,2206,380312.99986649,1334569112.99987,32,23,1,2,-2399917.171848588,5383081.06456526,2429747.2565397304,40280.29466158693,22.5400279010462,114.028552700999,7.64782607439747,1.35466045467636,1
977,train,2206,380313.99986748,1334569113.99987,30,22,1,2,-2399918.021378482,5383079.222060535,2429746.2295913603,39705.55931218463,22.5400308956289,114.028567202401,7.42794102308565,1.44720957627871,1
978,train,2206,380314.99986938,1334569114.99987,30,21,1,2,-2399920.521837504,5383082.082582522,2429746.3028709297,39133.06946017497,22.5400340982892,114.028578694819,7.39776294757528,1.23511580563061,1
979,train,2206,380315.999870109,1334569115.99987,30,22,1,2,-2399920.1906331973,5383078.91641163,2429745.0208608676,38557.21102350074,22.5400364953773,114.028592698494,7.55127787533235,1.32267068352308,1
980,train,2206,380316.999871641,1334569116.99987,30,22,1,2,-2399927.1943136784,5383084.3881687485,2429748.284322113,37988.5622665622,22.5400394003991,114.028606200139,7.7126941264818,1.29060238636096,1
981,train,2206,380317.999876678,1334569117.99988,32,24,1,2,-2399931.173395825,5383089.493252789,2429758.9181070104,37424.22164843362,22.5400399007083,114.028619996283,7.6288318851137,1.3044057289802,1
982,train,2206,380318.99987821,1334569118.99988,31,24,1,2,-2399932.6698254873,5383090.3699541455,2429760.7322922535,36851.1420658051,22.5400425968596,114.028635500229,7.80421737842092,1.42244608537365,1
983,train,2206,380319.999878963,1334569119.99988,31,26,1,2,-2399924.248334322,5383076.630112993,2429751.6948251943,36264.52465573304,22.5400439954024,114.028650400894,8.04411229248717,1.43903362825472,1
984,train,2206,380320.999880873,1334569120.99988,33,25,1,2,-2399925.2126963153,5383073.924851012,2429747.8259935165,35687.23510090004,22.5400451992972,114.028664696241,7.9237385405388,1.43493595988342,1
985,train,2206,380321.999882807,1334569121.99988,33,26,1,2,-2399929.532152402,5383074.510779019,2429748.481786658,35114.86239928181,22.5400467978347,114.028679396714,8.06330619259061,1.44677883244072,1
986,train,2206,380322.99988473,1334569122.99988,33,26,1,2,-2399936.674360702,5383086.518196691,2429751.9294849867,34550.08376543565,22.540048504175,114.028694196747,8.12978013254425,1.40137992831205,1
987,train,2206,380323.999886641,1334569123.99989,32,28,1,2,-2399939.569218469,5383082.180826142,2429757.2582083424,33977.955148339504,22.5400499966892,114.028708400748,8.27418906052924,1.28866050643448,1
988,train,2206,380324.999888538,1334569124.99989,34,28,1,2,-2399941.08001336,5383084.5521995155,2429758.150340977,33405.045080401294,22.540052597291,114.028723295094,8.60812842129845,1.31484605898138,1
989,train,2206,380325.999890454,1334569125.99989,34,27,1,2,-2399932.706970768,5383072.51733138,2429747.309337097,32816.63232955051,22.5400552980738,114.028736599098,8.88666252570417,1.18093633840083,1
990,train,2206,380326.99989237,1334569126.99989,34,27,1,2,-2399935.8338180776,5383074.400404156,2429751.0429392834,32245.896106732187,22.5400580995994,114.028746594076,9.03396300612549,0.920850946327736,1
991,train,2206,380327.999894286,1334569127.99989,34,28,1,2,-2399937.44986593,5383073.314171791,2429750.8554095128,31672.65946774582,22.5400597012319,114.028752996714,9.17534438424073,0.592010902025918,1
992,train,2206,380328.999896213,1334569128.9999,34,30,1,2,-2399938.9938425827,5383075.19513888,2429755.924552657,31103.20831248011,22.5400602999111,114.028758204334,9.13305026726464,0.399785827481843,1
993,train,2206,380329.999898107,1334569129.9999,33,29,1,2,-2399938.3540598825,5383076.401180783,2429757.0763601046,30529.557634525776,22.5400603028314,114.028763098492,8.92097980211491,0.317651434315128,1
994,train,2206,380330.999900027,1334569130.9999,33,30,1,2,-2399940.340132176,5383081.393865347,2429761.5141660427,29960.56805574303,22.5400607003848,114.028767297657,8.91659816642564,0.280070984092866,1
995,train,2206,380331.999901939,1334569131.9999,34,27,1,2,-2399940.779625782,5383085.886977632,2429766.074086213,29390.715291093304,22.5400619971793,114.028766599901,9.1027522569239,0.242128473944977,1
996,train,2206,380332.999903859,1334569132.9999,34,28,1,2,-2399938.0902363933,5383081.441934657,2429759.072915036,28810.485728225587,22.5400614025871,114.028759702512,9.10751163561823,0.685414807087152,1
997,train,2206,380333.999905772,1334569133.99991,34,26,1,2,-2399938.0748587046,5383085.235201534,2429760.8036405747,28239.179692742622,22.5400585023325,114.028749599998,8.9135406886538,1.05411899485421,1
998,train,2206,380334.999907688,1334569134.99991,34,25,1,2,-2399937.2957442743,5383091.41040291,2429765.0892761247,27670.332363626203,22.5400557988406,114.028736803403,9.04532769153575,1.30624411641285,1
999,train,2206,380335.999909584,1334569135.99991,34,24,1,2,-2399936.0154831954,5383089.683477626,2429759.45781485,27091.673278877846,22.5400540007256,114.028723899872,9.1363696893186,1.33088922673385,1
1000,train,2206,380336.999911511,1334569136.99991,34,24,1,2,-2399936.622416061,5383093.387273812,2429760.9060527137,26520.12360533615,22.5400529998203,114.028711103155,9.05123442825625,1.34335256079718,1
1001,train,2206,380337.999913448,1334569137.99991,34,26,1,2,-2399933.6898700544,5383089.90696239,2429754.0731733344,25940.57531025962,22.5400505032455,114.02869850182,8.99477845641413,1.33983084073115,1
1002,train,2206,380338.999915353,1334569138.99992,34,22,1,2,-2399931.015968023,5383092.796539113,2429760.098760614,25370.9734302389,22.540048102451,114.028686003865,8.97275069896435,1.39769683789016,1
1003,train,2206,380339.999917266,1334569139.99992,34,23,1,2,-2399929.8796938774,5383093.470800946,2429761.3606895655,24798.077196877126,22.5400457998988,114.028672400016,8.99753747557829,1.48154140240627,1
1004,train,2206,380340.999919182,1334569140.99992,34,22,1,2,-2399931.411494714,5383097.463704686,2429760.689141563,24224.365543468364,22.5400442034643,114.028658899626,9.06347421303225,1.45124058166687,1
1005,train,2206,380341.999921095,1334569141.99992,34,21,1,2,-2399930.159828909,5383100.319688304,2429755.227619217,23647.977180989234,22.5400425032604,114.028645399984,9.33450589880706,1.37529284156586,1
1006,train,2206,380342.999923009,1334569142.99992,34,24,1,2,-2399928.0193164963,5383094.94458844,2429754.3060306595,23071.12204365666,22.5400408996242,114.028634003999,9.48326808888199,1.22317954207274,1
1007,train,2206,380343.999924919,1334569143.99992,34,25,1,2,-2399925.5844358723,5383093.367494234,2429755.930394603,22497.421923848317,22.5400372031042,114.028618598707,9.56434822344334,1.57724035392989,1
1008,train,2206,380344.99992684,1334569144.99993,34,27,1,2,-2399925.660533684,5383093.432022206,2429761.2323602107,21926.174752851923,22.5400342982241,114.028604004143,9.7185428652414,1.57921344765726,1
1009,train,2206,380345.999928755,1334569145.99993,34,26,1,2,-2399924.402777494,5383094.455282448,2429762.4128632075,21354.12089440813,22.540032600247,114.028590897612,9.39156751045634,1.48738589582111,1
1010,train,2206,380346.999930662,1334569146.99993,34,26,1,2,-2399920.9883586746,5383089.8231293615,2429752.7334152074,20771.884754814786,22.5400299025326,114.028577504144,9.28180014604433,1.4920821925235,1
1011,train,2206,380347.999932582,1334569147.99993,34,25,1,2,-2399916.97537421,5383089.894462884,2429749.2758737574,20194.687272614374,22.5400275002145,114.02856269795,9.02536594284057,1.55900722075272,1
1012,train,2206,380348.999934491,1334569148.99993,34,25,1,2,-2399914.568714691,5383087.518410977,2429748.178186323,19619.073459865358,22.5400249976482,114.028547998701,8.91308266565281,1.49350938965284,1
1013,train,2206,380349.999936404,1334569149.99994,34,26,1,2,-2399915.8188629956,5383092.761320334,2429755.5828859485,19052.539448899788,22.5400233028014,114.028533204532,9.14616410736764,1.52779357716511,1
1014,train,2206,380350.999938319,1334569150.99994,34,27,1,2,-2399916.3104911484,5383093.573443308,2429753.2734402264,18477.027793828493,22.540021500372,114.028519100538,9.06360060582337,1.53283919247669,1
1015,train,2206,380351.999940219,1334569151.99994,33,26,1,2,-2399914.9540453264,5383099.464671173,2429755.8811795614,17907.76957412236,22.5400211012428,114.028505297039,8.90397745099466,1.43762127307382,1
1016,train,2206,380352.999940879,1334569152.99994,34,27,1,2,-2399914.340737937,5383097.218810688,2429754.1119091613,17331.665143365743,22.5400196998254,114.028492800805,8.56049541407292,1.27975605363518,1
1017,train,2206,380353.999944063,1334569153.99994,34,26,1,2,-2399908.1951061236,5383092.635641958,2429750.897974028,16752.985000697037,22.540020698659,114.028480602921,8.49744123930622,1.24115135639337,1
1018,train,2206,380354.999947249,1334569154.99995,34,24,1,2,-2399906.62616766,5383093.453275127,2429751.318924754,16178.974784527492,22.5400193018447,114.028468903112,8.74494726443853,1.24124233833582,1
1019,train,2206,380355.99994791,1334569155.99995,34,23,1,2,-2399904.870636215,5383095.649871599,2429747.0866352785,15603.714068306013,22.5400172964021,114.028456503135,8.71395158578604,1.23308110979863,1
1020,train,2206,380356.999949812,1334569156.99995,34,27,1,2,-2399905.736691043,5383096.50017997,2429755.8583011855,15035.733537651271,22.540013396919,114.028439999993,9.08921125582719,1.63888242860616,1
1021,train,2206,380357.999951731,1334569157.99995,34,27,1,2,-2399904.5376188396,5383099.223504752,2429756.9298300315,14462.755074158738,22.54000919761,114.028425497375,9.16356688942605,1.54751862602232,1
1022,train,2206,380358.999953645,1334569158.99995,34,26,1,2,-2399902.8006228465,5383096.314313214,2429748.7177995886,13882.469151561418,22.5400051017034,114.028410499646,9.11377895322996,1.46273799952439,1
1023,train,2206,380359.999955558,1334569159.99996,32,23,1,2,-2399899.6042717253,5383098.317545366,2429752.7380116866,13312.362584562403,22.5400010031836,114.028397198527,8.8873173687471,1.4780692983492,1
1024,train,2206,380360.999957462,1334569160.99996,33,22,1,2,-2399901.330207855,5383105.893555194,2429753.389308475,12741.263195065148,22.539997497618,114.028383797034,8.7530739251215,1.42852322830712,1
1025,train,2206,380361.999959397,1334569161.99996,33,24,1,2,-2399901.06811363,5383107.040734967,2429755.433694369,12168.37567859712,22.5399929975116,114.028369201692,8.72247099536073,1.55457687660329,1
1026,train,2206,380362.999961324,1334569162.99996,32,26,1,2,-2399899.429041211,5383102.632928233,2429747.5865382836,11587.5415022882,22.5399874028353,114.028355201278,8.66043502133596,1.52453019174958,1
1027,train,2206,380363.999963223,1334569163.99996,32,24,1,2,-2399898.0442420323,5383102.062442261,2429750.070935942,11014.711565047302,22.5399834020913,114.028342702122,8.38701261533273,1.40624254512253,1
1028,train,2206,380364.999965135,1334569164.99997,32,25,1,2,-2399896.958375748,5383105.100902958,2429750.9362196615,10442.276721530892,22.5399786971214,114.028329399672,8.07452988592314,1.51672714873941,1
1029,train,2206,380365.999967059,1334569165.99997,32,25,1,2,-2399895.2878273707,5383104.9620475015,2429747.022237597,9866.45962162159,22.5399753002826,114.028316801799,7.73387667912941,1.30114794996406,1
1030,train,2206,380366.99996896,1334569166.99997,32,24,1,2,-2399895.0519559514,5383109.076643641,2429751.566010718,9295.694661440528,22.5399713020367,114.028301000179,7.93198603039925,1.58578609698044,1
1031,train,2206,380367.99997088,1334569167.99997,32,26,1,2,-2399892.8585446905,5383105.59797473,2429745.4506516494,8716.295596858632,22.5399699996314,114.028287497755,7.53598303659103,1.36232060282706,1
1032,train,2206,380368.999972791,1334569168.99997,32,27,1,2,-2399892.791774885,5383111.259989134,2429749.552761282,8146.846350713682,22.5399672029368,114.028273400495,7.52305549634827,1.44948648607577,1
1033,train,2206,380369.999974696,1334569169.99997,32,26,1,2,-2399891.1766895633,5383114.49620827,2429750.267823185,7575.087938711644,22.5399635986753,114.028256501507,8.38300845641969,1.65395956598774,1
1034,train,2206,380370.999976622,1334569170.99998,31,27,1,2,-2399890.1191168516,5383114.925717095,2429753.175999551,7003.149292523992,22.5399581015894,114.028241904938,8.22709945105135,1.53347875596683,1
1035,train,2206,380371.999978549,1334569171.99998,32,27,1,2,-2399888.806204164,5383112.407804571,2429748.4974817913,6424.491323769252,22.5399549963134,114.028228097916,8.09822826907022,1.50815231444415,1
1036,train,2206,380372.999980456,1334569172.99998,32,28,1,2,-2399885.7861163616,5383112.566464013,2429747.6844761907,5850.315042602453,22.5399518011913,114.028212703778,8.05594087289162,1.52558208686275,1
1037,train,2206,380373.999982371,1334569173.99998,32,27,1,2,-2399885.4095824924,5383114.201603467,2429747.3650099365,5276.967197701624,22.53995010066,114.028198596085,7.76095517499012,1.38930533498689,1
1038,train,2206,380374.99998428,1334569174.99998,32,28,1,2,-2399884.3908679825,5383115.698883621,2429752.2014808897,4705.662969357499,22.5399480992403,114.028183100749,7.82540399322979,1.57325954237721,1
1039,train,2206,380375.999986192,1334569175.99999,33,28,1,2,-2399883.1815443463,5383116.773733765,2429751.2720147166,4131.969114876997,22.5399448007629,114.028168696957,7.83939399796006,1.48352526949169,1
1040,train,2206,380376.999988113,1334569176.99999,32,27,1,2,-2399879.706214597,5383118.326230483,2429751.263279336,3557.994653796084,22.5399392002196,114.028153396796,7.85718120455378,1.5155423725434,1
1041,train,2206,380377.999990029,1334569177.99999,33,28,1,2,-2399878.900318098,5383112.247327235,2429744.131095359,2977.542519779742,22.5399349947654,114.028139097694,7.63316373094561,1.52695810234104,1
1042,train,2206,380378.999991939,1334569178.99999,32,28,1,2,-2399874.5870766067,5383109.496483068,2429742.670486361,2400.5744870093063,22.5399312032971,114.028123102125,7.97695847806432,1.46918882391827,1
1043,train,2206,380379.999993852,1334569179.99999,32,27,1,2,-2399875.117904107,5383114.093876967,2429741.9146717824,1830.4627717614308,22.5399285972859,114.028107802293,7.71749007065448,1.55958442415429,1
1044,train,2206,380380.999995771,1334569181.0,31,26,1,2,-2399873.540622469,5383115.064864082,2429742.6889343816,1256.4767159389062,22.5399284050636,114.028092996897,7.57572965285943,1.54585073435471,1
1045,train,2206,380381.999997679,1334569182.0,32,26,1,2,-2399872.5047172033,5383120.550349634,2429749.6529626707,687.6355265542725,22.539923997181,114.028078002167,7.60659850714476,1.54288214359032,1
1046,train,2206,380382.999998433,1334569183.0,32,25,1,2,-2399870.9749386557,5383123.204623229,2429750.389647105,114.5450667842455,22.5399207027896,114.02806300324,7.42645462891261,1.49088965727726,1
1047,train,2206,380384.000002704,1334569184.0,32,23,1,2,-2399875.199172051,5383130.718054788,2429745.124676402,-460.0831711030698,22.53991910255,114.028049000021,7.24558974460336,1.38397149971508,1
1048,train,2206,380385.000003447,1334569185.0,31,23,1,2,-2399874.2072886913,5383136.120039599,2429751.371923399,-1028.2691194046595,22.5399160960566,114.028032601209,7.48689761378908,1.56206342493466,1
1049,train,2206,380386.000005346,1334569186.00001,32,26,1,2,-2399868.0456604096,5383131.309240987,2429751.43235568,-1602.940981735227,22.539913100824,114.028016899471,7.61041594147296,1.58266943281786,1
1050,train,2206,380387.000007263,1334569187.00001,32,27,1,2,-2399869.5627723807,5383131.6253661355,2429748.199533366,-2179.0679561414845,22.5399100027513,114.028001793977,7.91528959128865,1.57029835898434,1
1051,train,2206,380388.00000917,1334569188.00001,32,26,1,2,-2399866.15821561,5383128.046010524,2429744.0418128776,-2756.8434480652895,22.5399066011597,114.027986898438,7.94636059326613,1.49589807892501,1
1052,train,2206,380389.000011087,1334569189.00001,31,26,1,2,-2399865.871093501,5383134.147695433,2429748.6063052546,-3325.7386227436737,22.5399013002384,114.027972098618,7.98854252175766,1.53259361295121,1
1053,train,2206,380390.000013011,1334569190.00001,31,25,1,2,-2399864.0864021466,5383132.941034314,2429747.882187135,-3901.548909063038,22.5398954990841,114.027955199916,8.52942305206082,1.51158050821453,1
1054,train,2206,380391.000014915,1334569191.00002,31,26,1,2,-2399862.284347826,5383132.010278627,2429747.451179764,-4476.55701563438,22.5398885045827,114.027943396443,8.4339090400362,1.35237879099785,1
1055,train,2206,380392.000016836,1334569192.00002,31,25,1,2,-2399860.6265215334,5383131.145198681,2429744.356937125,-5051.246061821125,22.5398810035791,114.027931401777,8.28310234391306,1.4161075723936,1
1056,train,2206,380393.000018751,1334569193.00002,32,25,1,2,-2399859.3683818537,5383133.658128165,2429744.5179489236,-5624.0072451305905,22.5398743975202,114.02791829746,8.09699362310762,1.452418469568,1
1057,train,2206,380394.000020668,1334569194.00002,32,25,1,2,-2399859.9685185375,5383136.507233941,2429745.2389188707,-6196.708521338697,22.5398678999987,114.027904504236,7.81409809348998,1.48498701961126,1
1058,train,2206,380395.000022579,1334569195.00002,32,27,1,2,-2399856.8464242923,5383132.632384615,2429741.1137510855,-6774.351710281741,22.5398621000635,114.027891603963,7.59811635439586,1.44869748843027,1
1059,train,2206,380396.000024502,1334569196.00002,32,26,1,2,-2399857.416631874,5383138.439156175,2429741.0825381633,-7345.1953574678655,22.539855599455,114.027877496625,7.43343484808554,1.49790844548182,1
1060,train,2206,380397.000026415,1334569197.00003,32,25,1,2,-2399856.2774748704,5383138.58120906,2429739.4845914696,-7920.296462755944,22.5398498018227,114.027863699938,7.42554422663713,1.45013244736861,1
1061,train,2206,380398.000028328,1334569198.00003,32,27,1,2,-2399854.1223387234,5383136.02839169,2429734.311399506,-8497.672965189055,22.5398433028248,114.027849304235,7.08303491887994,1.540570903562,1
1062,train,2206,380399.000030241,1334569199.00003,31,26,1,2,-2399853.237904285,5383138.52677188,2429739.209603905,-9067.970286859,22.5398379963736,114.027835200485,6.71973626874311,1.55510451725433,1
