epoch,split,week,tow,time_gps_s,obs_count,obs_count_ls_gate,coarse_ok,coarse_iter,coarse_rx_x_m,coarse_rx_y_m,coarse_rx_z_m,coarse_cb_m,gt_lat_deg,gt_lon_deg,gt_h_m,speed_mps,is_static
1813,train,2206,381150.000468554,1334569950.00047,27,19,1,2,-2399900.7599312305,5383336.204880768,2429207.899615727,-140487.87394805622,22.5348616009003,114.027373798412,4.85908127529263,1.04868633278604,1
1814,train,2206,381151.000471117,1334569951.00047,28,19,1,2,-2399900.6797433705,5383340.492530184,2429210.117511838,-141058.18780348328,22.53485440269,114.02736119715,4.95888193588962,1.17424908977298,1
1815,train,2206,381152.000472361,1334569952.00047,26,19,1,2,-2399900.4964930015,5383343.072391281,2429210.2752337167,-141631.24541088956,22.5348498943039,114.027345694683,4.60434782424819,1.16239969445103,1
1816,train,2206,381153.000474327,1334569953.00047,27,19,1,2,-2399897.1111155767,5383343.986955902,2429209.194055592,-142206.23136294674,22.534840801378,114.027330291726,4.88100755105616,1.26246259123496,1
1817,train,2206,381154.000476262,1334569954.00048,25,19,1,2,-2399893.8661388294,5383341.527073419,2429208.9285479593,-142782.98942689554,22.5348280040442,114.027318794598,5.97674422659167,1.27354219019047,1
1818,train,2206,381155.000478136,1334569955.00048,26,19,1,2,-2399888.19167639,5383335.937443624,2429207.0912871584,-143361.25025947066,22.5348124018239,114.027306697518,7.34881847426734,1.20923933696261,1
1819,train,2206,381156.000480076,1334569956.00048,27,20,1,3,-2399895.4358030055,5383352.724657618,2429219.0507989195,-143919.10367597934,22.5348059960548,114.027291899642,7.84772271137731,1.28531316667787,1
1820,train,2206,381157.000481963,1334569957.00048,26,19,1,2,-2399893.3612452205,5383348.217629214,2429211.158691037,-144501.61403240974,22.5348014004299,114.02727619473,7.97578829316701,1.27816033771006,1
1821,train,2206,381158.000483887,1334569958.00048,25,17,1,3,-2399885.1836580173,5383326.243979073,2429188.6119683804,-145101.2250285982,22.5347936954639,114.027264789782,8.20295411430271,1.29030691453416,1
1822,train,2206,381159.0004858,1334569959.00049,27,17,1,2,-2399883.5874866853,5383332.369230593,2429190.2433235436,-145671.16123530903,22.534790301658,114.027250700208,8.05985041437592,1.23654644176767,1
1823,train,2206,381160.000486466,1334569960.00049,27,18,1,2,-2399886.569076184,5383335.082852696,2429189.1882433794,-146244.80795126097,22.5347838014825,114.027238594785,7.74099852571798,1.24431764687008,1
1824,train,2206,381161.000489272,1334569961.00049,27,19,1,2,-2399886.723900604,5383336.992824423,2429190.522675835,-146817.34284249932,22.5347792998281,114.027224491228,7.33770383838742,1.26720813166826,1
1825,train,2206,381162.000493296,1334569962.00049,25,18,1,2,-2399883.3935505147,5383336.2292427,2429186.626758442,-147393.67946128684,22.5347764017866,114.027210491963,6.95278580952513,1.23711217320309,1
1826,train,2206,381163.000493495,1334569963.00049,26,20,1,3,-2399888.08645354,5383353.647212427,2429202.3213499747,-147949.33176424014,22.5347743958098,114.027196796208,6.95584974217851,1.2330181407033,1
1827,train,2206,381164.000493769,1334569964.00049,26,19,1,3,-2399879.828732784,5383336.3781427955,2429186.7935338197,-148543.5124812538,22.5347697985252,114.027182892066,7.12587800685841,1.2942094147823,1
1828,train,2206,381165.000498538,1334569965.0005,26,21,1,3,-2400136.1888061683,5383964.250274953,2429309.5751809017,-148708.32695221738,22.5347651946932,114.027167794259,6.83330405323868,1.34961413882451,1
1829,train,2206,381166.000499219,1334569966.0005,22,17,1,3,-2399874.7914348147,5383344.891231917,2429182.0242854212,-149692.73603880103,22.5347626955,114.027152294839,6.3602229868263,1.32094444466552,1
1830,train,2206,381167.000501157,1334569967.0005,23,19,1,2,-2399876.4191885083,5383345.691508584,2429202.7796337157,149537.95140433064,22.5347556968298,114.027137897502,6.50327041452094,1.32327400750912,1
1831,train,2206,381167.999503052,1334569967.9995,23,18,1,2,-2399876.8202972524,5383351.865533338,2429181.2573812883,148954.435223874,22.5347513013247,114.027123710286,6.32277480115052,1.25173568412872,1
1832,train,2206,381168.999504923,1334569968.9995,24,18,1,2,-2399876.2638955005,5383352.351713222,2429179.7651453014,148378.74249765498,22.534745698768,114.027109204133,6.02548366447678,1.3813465681993,1
1833,train,2206,381169.999506901,1334569969.99951,26,20,1,3,-2400202.395526318,5383752.193993117,2429457.4120302345,148197.03990708472,22.5347424989437,114.027095504752,5.51719823261363,1.28467965606666,1
1834,train,2206,381170.999508761,1334569970.99951,22,17,1,3,-2399875.1745216115,5383352.934995832,2429180.427587249,147230.78931300683,22.5347390977036,114.027080409238,4.72636763200371,1.37473459708234,1
1835,train,2206,381171.999510688,1334569971.99951,23,18,1,2,-2399875.201800087,5383363.85652806,2429210.89652483,146680.69480851543,22.5347351019822,114.027065103069,4.52722783971753,1.43347744729812,1
1836,train,2206,381172.999512654,1334569972.99951,24,19,1,3,-2399880.196615649,5383385.189169174,2429216.492842244,146122.6983688141,22.5347316039053,114.027051502882,4.32068816832448,1.33958972964585,1
1837,train,2206,381173.999514588,1334569973.99951,23,18,1,2,-2399873.5037913383,5383378.351409769,2429215.1221866976,145542.37243994995,22.5347276004375,114.027037308616,4.32458159012921,1.3283445607501,1
1838,train,2206,381174.999516458,1334569974.99952,23,19,1,3,-2399869.399812048,5383360.595444472,2429213.4503892753,144958.90448463493,22.5347216987067,114.027024906939,4.38362816597709,1.22912118825684,1
1839,train,2206,381175.99951717,1334569975.99952,23,18,1,2,-2399869.490965825,5383370.477713179,2429209.1939905006,144386.342286305,22.5347168009553,114.027011909539,4.30270922104157,1.26440256283368,1
1840,train,2206,381176.999521452,1334569976.99952,25,18,1,2,-2399863.7655255846,5383361.192708237,2429211.8254125775,143809.86871395714,22.5347160048424,114.027000502128,3.91200745665698,1.18744543256749,1
1841,train,2206,381177.999522226,1334569977.99952,25,19,1,2,-2399868.026090754,5383368.402263826,2429216.375428916,143241.62925125172,22.5347125020386,114.026987907323,3.83454861542325,1.26562609129234,1
1842,train,2206,381178.99952415,1334569978.99952,24,20,1,3,-2399868.92677103,5383389.1972911125,2429219.7690225644,142681.25934764557,22.5347092019109,114.026972305309,4.0604269379551,1.39557308677019,1
1843,train,2206,381179.999526065,1334569979.99953,24,20,1,2,-2399868.5530327777,5383388.230476131,2429214.23642787,142103.99284523455,22.534706397686,114.026956402861,4.08084975219837,1.36823969782843,1
1844,train,2206,381180.999527944,1334569980.99953,25,20,1,2,-2399867.9803791884,5383376.230743645,2429199.5386132672,141515.6973468763,22.5347005022612,114.026942807394,4.30017458958345,1.32328982654457,1
1845,train,2206,381181.999529903,1334569981.99953,25,21,1,2,-2399865.6916224104,5383389.136141035,2429213.286744455,140954.0119135263,22.5346957023811,114.026929303321,4.44873771492228,1.32799175219995,1
1846,train,2206,381182.999531801,1334569982.99953,25,20,1,2,-2399864.959980242,5383389.927862052,2429217.087478058,140381.60959676726,22.5346922026684,114.026916404888,4.10153587783941,1.31337728167451,1
1847,train,2206,381183.999533719,1334569983.99953,25,22,1,2,-2399865.8297052914,5383389.115269274,2429214.280583597,139806.04461496035,22.5346846992598,114.026903904654,4.19940813335769,1.29958934325643,1
1848,train,2206,381184.999535578,1334569984.99954,25,22,1,2,-2399863.013738286,5383385.914755201,2429215.467255675,139230.6046181008,22.5346752050053,114.026891806097,4.40592372411039,1.30017839287529,1
1849,train,2206,381185.999537544,1334569985.99954,27,21,1,3,-2399858.6041024383,5383367.509115332,2429213.391810406,138644.78142520954,22.5346711018522,114.02687610486,4.15971302138611,1.40158945296501,1
1850,train,2206,381186.999539523,1334569986.99954,29,23,1,2,-2399851.762488907,5383362.286774055,2429211.905196897,138063.86296693323,22.5346638988935,114.026865603682,3.84082460401031,1.1889655921431,1
1851,train,2206,381187.999541413,1334569987.99954,27,21,1,2,-2399853.4526924617,5383371.699970477,2429208.5553437583,137493.4173004214,22.5346578007857,114.026853104675,3.65482080993419,1.28419148457088,1
1852,train,2206,381188.999543313,1334569988.99954,28,21,1,2,-2399853.246399122,5383363.889845342,2429183.643886,136901.71863129875,22.5346487002083,114.026841109776,4.08491714525625,1.27666397721054,1
1853,train,2206,381189.999545214,1334569989.99955,29,24,1,2,-2399850.5369006204,5383372.053296191,2429208.3365195477,136345.46925806574,22.5346399991958,114.02682950528,4.22319037655742,1.37088021797725,1
1854,train,2206,381190.999547128,1334569990.99955,28,23,1,2,-2399848.627716401,5383361.6875689095,2429206.204237774,135762.6261509461,22.5346310039456,114.026818002819,4.05905853966894,1.36184249192765,1
1855,train,2206,381191.999549035,1334569991.99955,28,23,1,2,-2399848.912073371,5383368.5034102425,2429208.2267333567,135194.34430240406,22.534622901574,114.02680510574,4.05046473740772,1.3284240782706,1
1856,train,2206,381192.999550898,1334569992.99955,28,23,1,2,-2399848.577565356,5383371.004825111,2429206.2266356214,134620.84365477125,22.5346153997575,114.026795709195,3.77980156992469,1.21289216598835,1
1857,train,2206,381193.999552828,1334569993.99955,28,23,1,2,-2399848.3763309256,5383373.8279978335,2429207.2847137167,134048.97503536576,22.5346090025429,114.026784403675,3.44137031613915,1.25422569568625,1
1858,train,2206,381194.99955481,1334569994.99955,28,22,1,2,-2399851.0864731427,5383385.323998919,2429208.527504512,133481.15468497787,22.5346020008743,114.026772209061,3.21476027463935,1.24266916987856,1
1859,train,2206,381195.999556707,1334569995.99956,28,22,1,2,-2399850.3236038066,5383387.162884848,2429208.4342899513,132907.4862209784,22.5345979005279,114.026757402037,3.06168837840516,1.3202689218731,1
1860,train,2206,381196.999558656,1334569996.99956,29,21,1,2,-2399846.5918929675,5383372.495743934,2429189.221471069,132315.71065556904,22.53459239749,114.026745003259,2.78474951301096,1.28919746996542,1
1861,train,2206,381197.999560563,1334569997.99956,28,22,1,2,-2399849.984958254,5383382.959458017,2429192.9524493036,131748.89830590825,22.5345864041931,114.026732708584,2.84486515089734,1.30623015229061,1
1862,train,2206,381198.999562419,1334569998.99956,28,24,1,3,-2399851.4442134006,5383405.00612635,2429212.2226778455,131198.8838544415,22.5345794000326,114.02671950902,2.46508555530562,1.38746817010005,1
1863,train,2206,381199.999564343,1334569999.99956,29,21,1,2,-2399847.097766269,5383394.911051296,2429184.5305270446,130603.27927442911,22.5345749048726,114.026706409318,2.26605804342817,1.3538526396133,1
1864,train,2206,381200.999566311,1334570000.99957,28,21,1,2,-2399843.6826730445,5383387.218645097,2429182.261578298,130022.79093503642,22.5345694001414,114.026694304824,1.54850045640203,1.22643861060281,1
1865,train,2206,381201.999568208,1334570001.99957,28,23,1,2,-2399843.748799527,5383393.036186636,2429188.326688201,129455.9596935585,22.5345624035838,114.026682510119,1.45101096282756,1.32630147197143,1
1866,train,2206,381202.999570073,1334570002.99957,28,23,1,2,-2399840.9937255625,5383392.3813102115,2429186.0928560207,128879.97470011888,22.5345528046937,114.026669803792,1.28352273897761,1.40230024073984,1
1867,train,2206,381203.999570732,1334570003.99957,28,20,1,2,-2399840.2545731347,5383391.889856221,2429187.893650458,128306.06959474481,22.5345465052287,114.0266578027,0.953003096448677,1.31281513872725,1
1868,train,2206,381204.999575228,1334570004.99958,29,21,1,2,-2399839.4018935743,5383392.515297132,2429186.869632375,127732.1576614892,22.5345421025021,114.026644805698,0.557068697507761,1.29487151264021,1
1869,train,2206,381205.999575827,1334570005.99958,28,21,1,2,-2399836.9450398507,5383386.371258741,2429178.121663496,127148.19484550013,22.5345354060391,114.026634203346,0.212538419344632,1.25910019256208,1
1870,train,2206,381206.999577882,1334570006.99958,30,23,1,3,-2399837.632992692,5383413.110829802,2429206.606428809,126594.72413477796,22.5345327975023,114.02662290847,-0.962365623247465,1.18022614890417,1
1871,train,2206,381207.99957973,1334570007.99958,30,22,1,2,-2399833.6068920544,5383400.552019659,2429182.504659639,125996.17001567941,22.5345275970925,114.026611703414,-0.959894111546202,1.19125194387774,1
1872,train,2206,381208.999581806,1334570008.99958,28,21,1,2,-2399834.0878716335,5383418.245976122,2429211.758842016,125445.58801496211,22.5345187993497,114.026601007949,-0.542661084642037,1.25791626751,1
1873,train,2206,381209.999583583,1334570009.99958,28,20,1,3,-2399824.6745997868,5383368.86804881,2429174.3477755445,124821.04007932523,22.5345119987935,114.026590509384,-0.718493870056185,1.21825657558766,1
1874,train,2206,381210.999585479,1334570010.99959,28,21,1,2,-2399824.6046308456,5383371.702099398,2429175.1126849656,124248.6184229111,22.5345060985102,114.026581502959,-0.832174557586718,1.09953550762177,1
1875,train,2206,381211.999587436,1334570011.99959,28,21,1,2,-2399824.4908101973,5383373.51045648,2429173.5925305155,123673.1452727829,22.5344999998356,114.026571904162,-1.20845990952156,1.0908793483316,1
1876,train,2206,381212.999589336,1334570012.99959,28,22,1,3,-2399825.266952222,5383395.7958346745,2429175.9858193193,123112.94121234489,22.5344927977037,114.026559900862,-1.17283167765427,1.21166840042593,1
1877,train,2206,381213.999591238,1334570013.99959,28,22,1,2,-2399824.5994790443,5383393.099239135,2429176.22280673,122536.82944470794,22.5344839998766,114.026545505169,-1.26174296389214,1.28393410160148,1
1878,train,2206,381214.999593154,1334570014.99959,28,22,1,2,-2399823.6966767674,5383393.614524222,2429175.985679365,121962.15400431528,22.5344773025391,114.026533802147,-1.3764657553544,1.28865888659967,1
1879,train,2206,381215.999594883,1334570015.99959,27,22,1,2,-2399821.8331933734,5383392.932596637,2429176.1923915735,121387.21061553105,22.5344746989199,114.026521403439,-1.61852775263703,1.21368652011264,1
1880,train,2206,381216.999596984,1334570016.9996,27,21,1,2,-2399820.1187108066,5383396.944040048,2429163.938466064,120807.18045197219,22.5344681024197,114.026508003575,-1.66354161398555,1.35416104262517,1
1881,train,2206,381217.999597548,1334570017.9996,27,22,1,2,-2399818.1506497897,5383395.236169363,2429175.7329132794,120238.92455017832,22.5344641976309,114.026495002687,-1.76177773663768,1.29557740240929,1
1882,train,2206,381218.999602044,1334570018.9996,26,23,1,3,-2399821.6687919237,5383414.037216672,2429205.21410633,119691.16561982833,22.5344608039431,114.026480108317,-1.73024580594387,1.43086167221001,1
1883,train,2206,381219.99960274,1334570019.9996,27,23,1,2,-2399821.5547394226,5383413.821405174,2429205.5939020794,119116.67713538493,22.5344560987471,114.026467301795,-1.68255729239317,1.34979998524876,1
1884,train,2206,381220.999604641,1334570020.9996,28,23,1,2,-2399819.6133854347,5383414.2953931345,2429205.91427003,118542.39570725565,22.5344518010028,114.026452604894,-1.829748987387,1.41459754916189,1
1885,train,2206,381221.999606577,1334570021.99961,28,22,1,2,-2399816.3103059703,5383400.259203922,2429179.2015175293,117944.68944034084,22.5344468051548,114.026441201481,-1.97585459092893,1.27641644630655,1
1886,train,2206,381222.999608496,1334570022.99961,27,20,1,2,-2399813.9287090315,5383401.90171318,2429167.138851523,117363.24515235134,22.5344427998819,114.026428901716,-2.08896365822101,1.29960389319248,1
1887,train,2206,381223.999610414,1334570023.99961,27,21,1,2,-2399813.7370002465,5383404.35634376,2429166.0860616034,116789.63293381517,22.5344396990105,114.026415505986,-1.93990539504971,1.27780084758516,1
1888,train,2206,381224.999612322,1334570024.99961,27,21,1,2,-2399810.5845241304,5383398.056033494,2429167.1413907707,116211.97122069527,22.5344359037891,114.026404403035,-2.14039129976916,1.19775263876136,1
1889,train,2206,381225.999614229,1334570025.99961,28,21,1,2,-2399808.710627742,5383398.307451126,2429168.712919029,115638.40586507773,22.5344312971945,114.026392005713,-2.28599635365666,1.26749644483461,1
1890,train,2206,381226.999616149,1334570026.99962,29,21,1,3,-2399801.104015847,5383367.327661696,2429119.0214058375,115018.95983440668,22.5344269032501,114.026380499932,-2.79361516562988,1.22049232966205,1
1891,train,2206,381227.999618083,1334570027.99962,27,23,1,3,-2399720.9334257045,5383249.436525395,2428942.0765703265,114268.36564879908,22.5344208999465,114.026367903587,-3.03344231268565,1.33813623024732,1
1892,train,2206,381228.99961997,1334570028.99962,27,22,1,3,-2399713.915236217,5383251.865800675,2428903.321076905,113677.18598645354,22.5344168011664,114.026354310158,-3.19728185085942,1.31178995556379,1
1893,train,2206,381229.999621774,1334570029.99962,24,21,1,3,-2399804.5545247523,5383401.873752042,2429164.2816074574,113340.66752117098,22.5344112038238,114.026340009077,-3.40468311498209,1.38393630698382,1
1894,train,2206,381230.999623817,1334570030.99962,26,20,1,2,-2399805.3128288137,5383402.976064667,2429161.911350177,112766.76708330424,22.5344059001075,114.026327505949,-3.6278299110804,1.28024169299111,1
1895,train,2206,381231.999625845,1334570031.99963,27,20,1,2,-2399803.4309801036,5383403.53014989,2429163.4925155,112193.37753497201,22.5344030993826,114.02631320458,-3.76244144891529,1.35131275127391,1
1896,train,2206,381232.999627653,1334570032.99963,26,22,1,2,-2399803.5366396382,5383405.117092655,2429183.598950472,111631.49244642483,22.534398297566,114.026299406618,-3.93676536648659,1.37613955326553,1
1897,train,2206,381233.999629555,1334570033.99963,25,22,1,2,-2399800.6284145657,5383404.322840399,2429182.2398900934,111055.5386776895,22.534395201142,114.02628190307,-3.7235968642318,1.56263442091928,1
1898,train,2206,381234.999631459,1334570034.99963,27,22,1,2,-2399800.550804199,5383404.774403788,2429181.3426551432,110481.54619509687,22.5343912027588,114.026268405312,-3.73935947811348,1.38591344569233,1
1899,train,2206,381235.999633371,1334570035.99963,27,23,1,2,-2399800.1767763766,5383408.993740732,2429180.884935557,109909.03117522378,22.534386303186,114.02625520183,-3.84596703594221,1.38936839792097,1
1900,train,2206,381236.99963529,1334570036.99964,27,23,1,2,-2399800.705255615,5383406.244048629,2429178.2499246746,109332.48996287449,22.5343824031848,114.026242704019,-3.83840037882248,1.29348924160263,1
1901,train,2206,381237.999637205,1334570037.99964,27,24,1,2,-2399798.129235438,5383400.91629716,2429175.8281538268,108754.41874464772,22.5343772987595,114.026229699944,-3.63987985060214,1.34201859060078,1
1902,train,2206,381238.999639156,1334570038.99964,28,23,1,2,-2399796.6314387694,5383403.9279369535,2429170.664241487,108177.74619888567,22.5343720032326,114.026216003824,-3.73463678585161,1.42468913460728,1
1903,train,2206,381239.999641044,1334570039.99964,28,24,1,2,-2399799.180474762,5383412.46090307,2429179.3493067976,107613.28754752695,22.534366500203,114.026202906802,-3.6775722208229,1.37483477193465,1
1904,train,2206,381240.999642563,1334570040.99964,28,23,1,2,-2399793.175562372,5383406.177667079,2429176.496699078,107033.52952019888,22.5343604977709,114.026193202935,-3.67766478850089,1.19565349118693,1
1905,train,2206,381241.999644877,1334570041.99964,27,23,1,2,-2399792.765676811,5383405.736706594,2429175.565950906,106458.71169634255,22.5343577978616,114.026180006027,-3.58092907083552,1.31484249019247,1
1906,train,2206,381242.999645493,1334570042.99965,25,23,1,2,-2399793.0446710405,5383406.936926515,2429176.410001869,105885.51028945799,22.534351902604,114.02616960365,-3.77913213877295,1.21835001457096,1
1907,train,2206,381243.999646428,1334570043.99965,25,24,1,2,-2399791.8385907705,5383403.118933909,2429173.352764833,105308.28909724452,22.5343489039993,114.026158507474,-3.79568784827057,1.18773780836681,1
1908,train,2206,381244.999650895,1334570044.99965,26,23,1,2,-2399790.3564595673,5383408.882621841,2429175.5457814713,104737.14532678838,22.5343435038233,114.026145400536,-3.77118072773003,1.3377036365571,1
1909,train,2206,381245.999654757,1334570045.99965,26,24,1,2,-2399787.209549789,5383406.129860409,2429171.386994202,104159.2312143784,22.5343369034812,114.026134702571,-4.0448839817547,1.23772925638671,1
1910,train,2206,381246.999655586,1334570046.99966,25,23,1,2,-2399783.746696497,5383411.500223812,2429173.0989288385,103588.72744652742,22.5343309011488,114.026123303102,-4.09717855497451,1.21028521580878,1
1911,train,2206,381247.999656406,1334570047.99966,26,24,1,2,-2399781.1081321635,5383405.127356918,2429169.637974368,103008.58019777732,22.5343248998549,114.026112401036,-4.62732470155584,1.19007548495564,1
1912,train,2206,381248.999658311,1334570048.99966,27,24,1,2,-2399779.259619754,5383410.374221763,2429171.6652507004,102436.13747723473,22.5343195016854,114.026099501451,-4.71568274151351,1.27096209750564,1
1913,train,2206,381249.999659893,1334570049.99966,27,23,1,2,-2399776.4592224667,5383406.769972075,2429170.521249709,101859.23244388164,22.5343153029104,114.026087901652,-4.98070828425865,1.19537759376168,1
1914,train,2206,381250.99966118,1334570050.99966,26,23,1,2,-2399778.194532063,5383415.139755752,2429174.596245188,101290.57037637602,22.5343118030455,114.02607420316,-4.93379802166081,1.30004311681777,1
1915,train,2206,381251.999662244,1334570051.99966,26,23,1,2,-2399777.0965477787,5383417.272046401,2429171.5196916997,100715.89760520548,22.5343101009268,114.026062102326,-5.42427662235829,1.1847512562119,1
1916,train,2206,381252.999663139,1334570052.99966,26,22,1,2,-2399775.1561024385,5383417.275186316,2429166.049541167,100139.8067135938,22.5343082039063,114.026050405015,-5.59906030074195,1.14401148436291,1
1917,train,2206,381253.999663908,1334570053.99966,28,21,1,2,-2399774.6503199674,5383421.633704931,2429168.076667042,99567.8134263315,22.5343053020245,114.026038508289,-5.70903612131571,1.16286347173779,1
1918,train,2206,381254.99966459,1334570054.99966,27,20,1,2,-2399774.836466574,5383436.6994555015,2429193.5903253863,99011.47316261583,22.5343038025943,114.026028204655,-6.10216134624229,1.00331829246549,1
1919,train,2206,381255.999665229,1334570055.99967,28,21,1,2,-2399772.269270039,5383431.626355419,2429192.969951948,98433.48973681573,22.5343025004874,114.026019002331,-6.64966538095696,0.90404601312992,1
1920,train,2206,381256.999665885,1334570056.99967,28,20,1,3,-2399769.233392848,5383415.043432963,2429166.6331995483,97838.42011486205,22.5343007018308,114.026011502328,-7.0098144223587,0.768743411161902,1
1921,train,2206,381257.999666633,1334570057.99967,27,20,1,2,-2399771.3041198887,5383416.296655163,2429162.728923116,97266.06302647234,22.5342981027406,114.026005403028,-7.04676700550296,0.560156154483948,1
1922,train,2206,381258.999667585,1334570058.99967,29,21,1,2,-2399772.30612888,5383429.061825566,2429184.23776769,96708.30491493507,22.5342956997982,114.026000503481,-7.18823057005521,0.481875807589965,1
1923,train,2206,381259.999668892,1334570059.99967,29,22,1,2,-2399774.871591512,5383436.1415780615,2429186.9066223437,96140.24630430005,22.5342949026158,114.025994900929,-7.19719707287288,0.52791515370995,1
1924,train,2206,381260.999670753,1334570060.99967,29,20,1,2,-2399774.722923828,5383437.883967481,2429189.3134563,95565.9801949175,22.5342900995349,114.025989705853,-7.44944207047263,0.717623448750851,1
1925,train,2206,381261.999673388,1334570061.99967,29,21,1,2,-2399773.989155141,5383434.705267656,2429181.8266179035,94986.00887226887,22.534282200927,114.025985602518,-7.60357771165293,0.781952904267005,1
1926,train,2206,381262.999676989,1334570062.99968,30,21,1,2,-2399770.0102158897,5383429.542527025,2429179.598564491,94407.91624730396,22.5342724041087,114.025987796179,-8.07039519492642,0.860565076713178,1
1927,train,2206,381263.999681601,1334570063.99968,29,23,1,2,-2399769.2159169717,5383420.551995734,2429177.116660145,93827.46244512814,22.5342633033534,114.025988399539,-8.5143143182672,0.956247832110298,1
1928,train,2206,381264.999687011,1334570064.99969,29,22,1,2,-2399768.758093781,5383415.539934242,2429179.009676288,93251.01903175873,22.5342557048198,114.025988896494,-8.63130742400778,0.864322007811794,1
1929,train,2206,381265.999692726,1334570065.99969,29,20,1,2,-2399766.2467221613,5383409.287991334,2429177.805947453,92671.23055434521,22.5342480039066,114.025989595506,-8.7157186737969,0.816813671521007,1
1930,train,2206,381266.999698133,1334570066.9997,29,22,1,2,-2399770.7087296243,5383412.993496789,2429179.8522189567,92099.99788104175,22.5342410012635,114.025990594734,-8.97600459955506,0.835212450701167,1
1931,train,2206,381267.999702743,1334570067.9997,26,22,1,2,-2399769.1680347123,5383417.096203332,2429180.980585448,91527.22540000144,22.5342350027187,114.025990597658,-8.76311462883255,0.993683542951916,1
1932,train,2206,381268.999706344,1334570068.99971,26,23,1,2,-2399765.093060254,5383410.789337092,2429178.2055198527,90948.18587413734,22.5342294066249,114.025989800812,-8.86898379253025,1.15297779772928,1
1933,train,2206,381269.999708983,1334570069.99971,26,19,1,2,-2399767.7161623593,5383411.195067373,2429179.2545047677,90373.23467930879,22.5342195046264,114.025991404462,-8.92427382230198,1.20395791944766,1
1934,train,2206,381270.999710849,1334570070.99971,26,20,1,2,-2399771.1844708035,5383410.792318665,2429177.6802831814,89799.69925769231,22.5342117028348,114.025993102909,-8.87479490525925,1.12204499754786,1
1935,train,2206,381271.999712164,1334570071.99971,25,20,1,2,-2399771.681460231,5383407.320555203,2429173.7942234045,89222.98485905536,22.534203600265,114.025996104629,-9.18338579921192,1.08825086214683,1
1936,train,2206,381272.999713124,1334570072.99971,30,19,1,2,-2399775.360482798,5383415.069946887,2429173.9079567404,88653.1313522683,22.5341980074259,114.025996296905,-9.08942505957517,0.91092638648601,1
1937,train,2206,381273.999713881,1334570073.99971,27,17,1,2,-2399776.7127592997,5383417.5638093,2429169.9228708004,88079.94300011093,22.5341920022313,114.025998303047,-9.31076778803288,0.715089322544153,1
1938,train,2206,381274.999714545,1334570074.99971,28,17,1,2,-2399784.0202535773,5383422.673393064,2429174.4676255668,87512.00572458038,22.534184003269,114.025999100992,-9.6861091360129,0.706293465888976,1
1939,train,2206,381275.999715194,1334570075.99972,27,16,1,2,-2399784.889113067,5383420.872537801,2429170.059915482,86934.80003570067,22.5341790023845,114.02600140116,-10.0944531214912,0.742883414701637,1
1940,train,2206,381276.999715885,1334570076.99972,25,16,1,2,-2399778.5416393406,5383416.242831493,2429166.6701463703,86355.48717193313,22.5341724008454,114.026003698925,-10.6156066389142,0.953517788306936,1
1941,train,2206,381277.999716663,1334570077.99972,26,15,1,2,-2399779.671763083,5383422.954127198,2429165.880468905,85784.85694151437,22.5341649059211,114.026004994992,-11.0497432577698,1.02882980927916,1
1942,train,2206,381278.999717568,1334570078.99972,24,14,1,2,-2399779.3245788463,5383428.328765279,2429167.9157573516,85213.13738212924,22.5341599983238,114.026007402596,-11.6108700781116,1.02172063718599,1
1943,train,2206,381279.999718643,1334570079.99972,21,13,1,2,-2399772.4432374816,5383432.304651499,2429161.1337879617,84641.68958082034,22.5341501972726,114.026008601733,-11.956621104172,1.09731594536318,1
1944,train,2206,381280.999719942,1334570080.99972,22,14,1,2,-2399772.776208382,5383432.68423324,2429158.282807148,84067.06425310974,22.5341461059918,114.02601389793,-12.1198611744644,1.10892444092095,1
1945,train,2206,381281.999721538,1334570081.99972,22,15,1,2,-2399773.734739466,5383421.909577086,2429156.8323020767,83482.06006632476,22.5341342015327,114.026018098652,-12.3895257970395,1.26944088695884,1
1946,train,2206,381282.99972346,1334570082.99972,22,16,1,2,-2399773.4467485514,5383422.43311184,2429157.029832444,82907.88465719823,22.5341239055735,114.026024202935,-12.4492743691215,1.32773031654952,1
1947,train,2206,381283.999725354,1334570083.99973,23,17,1,2,-2399769.662902317,5383427.269928293,2429155.8152056164,82337.96027747705,22.5341131031918,114.026028900323,-12.8747944204032,1.45638328545101,1
1948,train,2206,381284.999727287,1334570084.99973,22,15,1,2,-2399764.8576777363,5383417.398137585,2429153.2072032453,81753.21342711001,22.5341016985119,114.026031697556,-12.9647883938252,1.42945769035906,1
1949,train,2206,381285.999729196,1334570085.99973,21,15,1,2,-2399767.0947992923,5383415.629718614,2429152.074402861,81178.23064453622,22.5340941989211,114.026035097615,-13.2413181364351,1.1796246036892,1
1950,train,2206,381286.999731115,1334570086.99973,21,16,1,3,-2399767.1438977346,5383436.317561829,2429154.0801900746,80619.40750886568,22.5340846046847,114.026040602627,-13.4621705231828,1.37572107016497,1
1951,train,2206,381287.999733006,1334570087.99973,20,16,1,2,-2399766.965672504,5383436.789376807,2429152.591063504,80045.20759350776,22.5340755978518,114.026044499293,-13.0519272684585,1.25373015348752,1
1952,train,2206,381288.999734946,1334570088.99973,20,16,1,2,-2399767.1403758954,5383434.925058993,2429149.9829823067,79469.25485251613,22.5340672018442,114.026048996268,-12.8647289628608,1.16913259072191,1
